,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X002271.SZ,X000301.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X000629.SZ,X600176.SH,X600362.SH,X600426.SH,X000408.SZ,X300073.SZ,X600096.SH,X601991.SH,X002080.SZ,X600803.SH,X000786.SZ,X000723.SZ,X000983.SZ,X600027.SH,X600160.SH,X600348.SH,X600141.SH,X600219.SH,X601699.SH,X600157.SH,X600399.SH,X600801.SH,X600378.SH,X002407.SZ,X000155.SZ,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13178353004816,0,0,0,-0.120617848966685,0,0.230055199305995,0,0,0.104322438671061,0,0,0,0,0,0,0,0,0.0176006504160666,0,0,0,0.0092708497994301,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0885423227868817,0,0,0,0,0,0.0354291985672094,0,0,-0.0314563659877377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132220388347293,0,0,0,0,0,0.204940333913943,0,0,0,-0.00516066256554461,0.0871808402836133,0,0,0,0,-0.0230975061374002,0,0,0,0,0.0824180313304646,0,0
X600028.SH,0,0,0,0.0198566905741975,0,0,0,0,0,0,0,0,0.0130774544602556,0,0,0,0,0,0,0,0,0.115696648222969,0.0273478771311155,0.0291626710166814,0,0,0,0,-0.012699359866217,0,0,0,0,0,0,0.0160213952167017,0,0,0,0,0,0.0226391019802504,0.0919527523807428,0.0456582561029665,0,0,0,0,0,0,0,-0.0130958883827164,0,0,0,0,-0.00472535435200338,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.00408486040663366,0,0,0,0,-0.0633081665984856,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0308563810249748,0,0,0.18016492065863,0,0,0,0,0,0,0.0355490647431929,0.185784169937512,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.621932062593112,0,0,0,0,0,0,0,0,0,0.00666035955962728,0,0,0,0,0,0,0,-0.0572860315967457,0,0,0,0,0,0.16528053046872,0,0.148508921567784,0,0,0,0,0,-0.0166532162325507,-0.0901109174099217,0.111274761564332,0,0,0,0.0549309721744025,0,0,0,0.0709929544434268,0,0.0245788640736504,0,0,0,0,0,0,0.0588864324256724,0,0
X002460.SZ,0,0,0,0,0.151916339374153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572642907401988,0,0,0.0828794265172321,0,0,0,0,0,0,0.0162486396960796,0,0,0,0,0,0.132536329328224,0,0,0,0,0.145375317575269,0,0.0530671919840285,0,0,0,0,0.0738860656746171,0,0,0.033648912079683,0,-4.33680868994202e-19,0,0,0,0,0.0191060287101839,0,0
X600188.SH,0,0.0807288165827882,0,0,0,0,0,0.020928084536336,0,0,0.483765174404202,0,0,0,0,0,0,0,0,0,0,0,0,0.0666583461222352,0,0,0,0,-0.0183037056091225,0,0,0,0,0,0,0.107329496887974,0,0,0.0119728855281985,0,0,0.153371282701939,0,-0.0264398484391869,0,0,0,0,0,0.0627144802848392,0,0.00729779718058735,-0.0229188633753249,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00874539367258353,0,0,0,0,0,0,0,0,0,0.113204946462011,0,0,0,0,0,0,0,0,-0.0123577704244491,0,0,0,0,0,0,0,0,0,0,0.0787882908158661,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.434295720647558,0,0,0,0,-8.67361737988404e-19,0,0,-0.0195847323924596,0,0,0,-0.0109835955503406,0,0
X000792.SZ,0,0,0,0,0.293364257398006,0,0,0,0,0,0,0,0.0715173763049902,0,0,0,0,0,0.0696552491750342,0,0,0,0.0043200872350776,0.179236387903652,0,0,0,0,0,0.0286710630474583,0,0.00403363740674173,0,0,0,0,0.0525901044428987,0,0.0828755839100556,0,0,0,0,0,0,0,0.0771604615014097,0,0,0,0,-0.0170501210154985,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0255669421071697,0,0,0,0,0,0,0.0697916668828405,0,0,0,0,0,0.0570758708562616,0,0,0.0527025917505615,0,0.0589838642552269,0,0,0,0,0,0,0,0,0,0.0967097707660526,0.122840874569004,0,0.0318599038343328,0,0,0,0,0.0844328537324763,0,0,0,0,0,0,0.000801019650240738,0.0360721274152016,0,0.0307929151099495,0,0,0,0,0.0179676329783411,0,0
X601898.SH,0.0592580212928297,0.218352263320204,0,0.0285936212483084,0,0,0.019424178165617,0,0,0,0,0,0,0,0,0,0,0,0.0336162253806337,0,0,0,0,0,0,0,0,0,0,0.204537369576834,0,0,0,0,0,0.293732602083592,0,0,0,0,0,1.38777878078145e-17,0,-0.0471220890922695,0,0,0,0,0.0780714308621293,0,0,0,0,0,0,0,0.0126242657219507,0,0
X600111.SH,0,0,0,0,0,0.093111255089698,0,0,0,0,-0.113070371325702,0,0,0,0.000557024492884089,0,0,0,-0.0125132420866896,0,0,0,0,0,0,0,0,0.413641871652858,-8.67361737988404e-19,0,0,0,0,0,0.0152921487021791,0,0,0,0,0,0.227370927639556,0,0,0.0593658234255886,0,0.0179058676234802,0,0,0,0,0,0,0.118806068735019,0,0,0,0.0153459297463579,0,0
X600011.SH,0,0,0,0,0,0.0414069280897831,0,0,0,0,0,0,0,0,0,-0.165332582081213,0,0,0.03980181326746,0,0,0,0.280117121811381,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.973730438770149,0,0,0,0,0,0,-0.0843098632645995,0,0,0,0,0,0,0,-0.0213774822667454,0,0,0,0,0.0269412630645552,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0443729369496679,0,0,0,8.67361737988404e-19,0,0.284435805226558,0,0,0,0,0,0.10192544310239,0,0,0,0,0.0342340512249196,0,0,0.0215600715336042,0,0,0,0,0,0,0.101571464008691,-0.203150759519279,0,0,0,0.00361513804978008,0,0,0.121573451562949,0.0717454248063965,0,0,0,-0.0372608329846019,0,0,0,0,-0.0294638352593218,0,0
X002271.SZ,0,0,0,0,0,0.0400981797348409,0,0,0,0,0,0,0,0.196102070192922,0,0.0837528204577176,0,0,0,0,0,0,0.0252490906330694,0,0,0,0,0,-0.331192487737361,0,0,0,0,0.912382022296398,0,0,0,0,0.0426911726129715,0,1.73472347597681e-18,0,-0.0843597258218694,0,0,0,0,0,0,0,0,0.0091993376214384,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167849501462485,0,0,0,0,0,0,0,0,0,0.404886464423013,0,0,0,0.0503017328863621,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0748326890192173,0,0.0487656376861114,0.207197232711972,0,0.0332940268069928,0,0,0,0,0,0,0.123114531028086,0,0
X000877.SZ,0,0,0,0.0166824382571155,0,0,0,0,0,0.0430809714191636,0,0,0,0,0.107228439523384,0,0,0.057986580876733,0,0,0,0,0.072116590738691,0.00757771929370742,0,0,0.000397612104613368,0,0,0.0664786318058879,0,0,0,0.0949097422146862,0,0,0,0,0,0,0,0,0,0,0,0.0941175831801199,-0.0273762299936376,0,0,0.00179301493489482,0,0.0221985216810948,0,0,0,0,-0.0308343936390936,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225119300654308,0,0,0,0,0,0,0,0,0.105335387267311,0.00793777514669661,0,0,0.09265392703576,0,0.101309017914302,0,0,0,0,0,0,0,0.00319865032193293,-0.0295602018008002,0,0,0,0,0,0
X600010.SH,0,0,0,0.00751598547260957,0,0,0,0,0,0,0,0.600255417231894,0,0,0,0,0,0,0,0,0,0,0,0.085868051197095,0,0,0,0,0,0,0,0.2183272843176,0,0,0,0,0,0,-0.00527741161801418,0,0,0,0,0,0,0,-0.191124258188041,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0509876029320027,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0978437497452174,0,0,0,0.0358732725519977,0,0,-0.00853217785197669,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131802267195275,0,-0.0202442542098332,0,0.108449924289596,0,0,0,0,0,0,0,0,0,0.0399254117183641,0,0,0,0,0,0,0,0,-0.0130440955014338,0,0,0,-0.0225410243148238,0,0
X600547.SH,0,0,0,0,0.0272640371140141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536666358160088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0465811405205066,0.0359618868366916,0,0.150493412203734,0,0.0629197523981866,0,0,0,0.0396128102640704,0,0.0925812572827594,-0.0464197389963978,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.050799166790234,0,0,0,0,0,0.100809970616865,0,0,0,0,0,0,0.0872168564161337,0,0,0,0,0.077947886658901,0,0.0252157389590495,0.129308189397081,0,0,0,0,0.0672051187103586,0,0,0,0,0,0.0299048444101868,0,0,0.0622991890732399,0.133375884861249,0,0,0,0,0,0,0,0.129142851326498,0,0,0,0,0,0,-0.0139920617908525,0,0
