,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X300072.SZ,X002466.SZ,X600688.SH,X601992.SH,X600795.SH,X600660.SH,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000786.SZ,X600339.SH,X002271.SZ,X000959.SZ,X600489.SH,X000553.SZ,X000723.SZ,X000408.SZ,X600219.SH,X600176.SH,X600808.SH,X600352.SH,X000807.SZ,X601158.SH,X000883.SZ,X000983.SZ,X000630.SZ,X600549.SH,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0188878041647805,0,0,0,0,0,0,0.0375867150411515,0,0,0.0655417597027846,0,0.00161793282419106,0,0,0,0.0379463177059309,0,-0.0177412378062233,0,0,0,0,0,-0.0244494858308524,0,0,0,0,0.0543545505268795,0,0.0288310201485296,0,0,-0.0127818281992409,0,0.001231398349692,0,0,0,0,0,-0.0150333891065055,0,0,-0.00199720579133638,0.00679138074373097,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.16776574704427,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0152719605864532,0.0311408170860567,0,0,0.0401730579354993,0,-0.0473089118522963,0,0,0,0,0,-0.0251724051168049,-0.0354964311058288,0,-0.0948962651658028,0,-0.00419320847845851,0,0,0,0,0,0.101190082578304,-0.0114131942969382,0,0,0,0,0,0,0,0,-0.00391429477659697,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.059874979006546,0,-0.0263090207730614,0,0,0,0,0,0,0.467523710405493,0,0,-0.0269097126783258,0,0,0,0.141556914093657,0,0.0547493139717524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230133781000043,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410999551631871,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.105565610699841,0,0.275179543622949,0.105243269828858,-0.00601563885013187,0,0,0,0,0,0,0,0,0,0.00190943771814246,0,0,0.0937363828949922,0,0,0,0,0,0,0.015725776921065,0,0,0,0,-0.0285215608301297,0,0,0.301595529765229,0,0,0,0,0,0,0,0,0,-0.0368084908112253,0,-0.0190733135809983,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.00149757980287926,0,0.0742697977299091,0,0,0,0,0,0,0,0,0,0.00875074473257409,0,0,0,0.0131473617272131,0,-0.100194532029736,0,0,-0.104073850540538,0,0,0.117772384674775,0,0,0,0,0,0,0,0,0,0,0,0.119171624915909,0,0,0,0,-0.00554780388674968,0,0,-0.0987329887531138,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.387746567474422,0.0740840394628406,0,0.12420369348605,0,0.100082489080147,0,0,0,0,0,0,0,0,0,0,0,0.0164824072954476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079240548037508,0,0.0953416265083841,0,0,0.056999075830958,0,0,0,0,0,-0.0335731662109821,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0840463229231587,0,0,0,0,0,0,0,0,0,0,0,-0.00368426571636034,0,0,0,0.164566287266341,0,0,0.0660925870748311,0.0514535802907744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331018157575041,0,0.211872919525849,0.194267825207829,0,0,-0.0179506013240102,0.0221498462958376,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.389311610476782,0,0,0,-0.00178971359818334,-0.0678181848376224,0.0492585364860215,0,0,0.227752069365726,0,0,0,0,0.209942646796569,0,0,0.0973097465441335,0,0,0,0,0,-0.152165347527856,0,0,0,0,0,0,0,0,0,0,0,-0.103485878373375,0,0,0,0,-1.38777878078145e-17,0.120864767871991,0,0,0,0.0757445323806371,0.00565793883850792,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836017823911697,0.0218327987509962,0.0312146505784848,0,0,-0.0273430794660084,0,0,0,0,0,0,0,0.00163399368465723,0,0.00887006074664724,0,0,0,-0.0395755114798454,0,0,0.0361251749011964,0,0,0,0,0,0,0.0339390452584704,0.129048382273668,0,-0.0236006713377877,0.0160948678469432,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.100565775312114,0,0,0,0,0,0,0,0,0,0,0.129705658076812,0,0,0,0,0,0,0,0.177873418837925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248023963701117,0,0.237778410484873,0,0,0,0,0.0103262991487057,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0747529889162012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225221481565559,-0.653687459370955,0,-0.0281624388872548,0,0,0,0,0,0,0,0,-0.0576750803060706,0,0,0,0.173456113229751,0,0,0,0,0.0457530868506074,0.0748232915201872,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281934049750574,0,-4.33680868994202e-19,0.568421408893793,0,0,0,0,0,0.0476173362215762,0.0167298329783239,0,0.0166268757386602,0,0,0.0409151320528971,0,0,0,0,0,0,0.0685828561671892,0,0,0,0,0,0,0,0,0,0.0969446423363263,-0.0405411662170913,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.118634749123859,0,0,0,0,0,0,0,0,0,0,0,-0.106939629443105,0,-0.0966164043458847,0.0352573138181923,0,0,-0.0637461753707182,0,0,0,0,0,0,-0.1778513765326,0,0,0.0161366893672315,0,0.0848796673090199,0,0,0,0,-1.0842021724855e-19,0,0.30275294085955,0,-0.0499357624202746,0,0,0,0,0,0,0
