,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X300072.SZ,X600362.SH,X600660.SH,X600795.SH,X601992.SH,X600547.SH,X002466.SZ,X601991.SH,X600516.SH,X000898.SZ,X600111.SH,X600886.SH,X600176.SH,X000786.SZ,X000709.SZ,X002460.SZ,X600157.SH,X000553.SZ,X000792.SZ,X600352.SH,X600027.SH,X601699.SH,X002271.SZ,X600808.SH,X600489.SH,X000959.SZ,X000825.SZ,X000983.SZ,X600219.SH,X600299.SH,X002110.SZ,X000408.SZ,X600583.SH,X601158.SH,X002092.SZ,X000830.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.405822271715521,0,0.0469922088340545,0,0,0,0,0,0,0,0.0903314975074891,-1.73472347597681e-18,0,0,0,-0.0508241253184059,0.0242373448180857,0,0,0,0,0,0,0,0,0,0,-0.0236996153327132,0.00195962930511682,0,0,-0.0182481101720263,0,0,0,0,0,0,0,0,0,0.0176396390083401,0,0,0,-0.051140755353931,0,0,0.00330675791197548,0,0,0,0,0,0,0
X600028.SH,0.136390994959319,0,0,0,0,0,0,0,-0.0195062037107496,0,0.37950019221313,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0660083106087856,0,0,0,0,-0.0254502307211511,0,0,0,0,0,0,0,0,0,-0.0799506053065294,0,0,0,0,0,0.0304549919613314,0,0,0.12200410683205,0,0,-0.0844217367604778,0,0,-0.0102576954490484,0.0155471604741695,-0.00257165215145976,0,0,0,0,0
X601088.SH,0,0,0,0.108830020144733,0.124364732274269,0,0,0,0.156997073629384,0,0,0,0,0,0,-0.0807474983234396,0,0,0,0,0,0,0,0,0.0384287039930976,0,0,0,0,-0.0561838951561042,0,0,0.123370763300217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949945809175239,0,0,0,0.0158329174450354,0.145951934125976,0,0,0,0,0
X600019.SH,0,0,0.131178274708272,0,0.218354755290014,0,0,0,0.080867750963042,0,0,0,0,0,0,0,0,0,0,0.0807190955613578,0.439231528469461,0,0,0.0118453493932018,0,0,-0.18014158364409,0,0,0,0,0,0,0.0500877156129801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151843617001514,-0.00861810503712819,0,0,0,0,0,0
X600585.SH,0,0,0.16441287504701,0,0,0,0,0,0.194170789425473,0,0,0,0.235382589600012,0,0,0,0,0.0782376286060786,0,0,0,0,0,0.00446900361250224,0.273429210905192,0,0,0,0.271743610559912,-0.30135177079497,0,0,0,0,0,0,0,0,0,0,0.0246499210623043,0.0236517094806591,0,0,0,0,-0.0488946892180587,0,0,-0.0390515500058521,0.0484359501503761,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0754410009970292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273528381030317,0,0.122730115451809,0,0,0,0,0,0,0,0,0,0,0,0.122350827584159,0,0,0.0346899836920404,0.0374518568645225,0,0,0.0940270066309341,0.0243029467702604,0,0,0.0264127454680483,0,0,0,0,0,0,0
X600309.SH,0,0,0.137822664090605,0,-0.0930956254625673,0,0,0,0,0,-0.18404662369531,0,0,0,0,0,0,-0.0147190627234693,0,0.0055221238683288,0.0256964503196759,0,0,0,0.195860946921844,0,0,0,0,0,0.0152986296904703,0,0,-0.0739001841854823,0.0166481795841217,0,0,6.93889390390723e-18,0,0,0,-0.0541436627470162,0,0,0,0,0,0,0,-0.0490578370895551,0.0706178463315869,0,0,0,0,0,0
X600011.SH,0,0,0.00683579009134773,0,0,0,0.0330362159039013,0,0.0239566369458892,0,0,0.0630432092491804,0,0,0,0.00493134157718306,0,0,0,0.027603738600423,0,0,0,-0.0868185840461065,0,0,0,0,0,-0.0232007785376693,0,0.0551094152079589,0,0,0,0,0,0,0,0,0,0.0499275123829321,0,-0.0446929042216601,0,0,0,0,0,-0.00392411155998176,0.0100809081499948,-0.0863798889690134,0,0,0,0,0
X600188.SH,0,-0.172360694310115,0,0,0.279324414528227,0,0.0741555140899094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713226710206343,0,0.192393705046772,0,0,0.0861875368620923,0,0,0.326845002934664,0,0,0,0,0,0,0,0,0.0742049119879635,0,0,0,0,0,0,0,0.0255523399346657,-0.0235862424514375,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.164917787356954,0,0,0.0175276273635455,0,0,0,0,0,0,0,0.0147565396600444,0,0,0,0,0,0,0,0,0.00937791562626296,0.0436000666458956,-0.00839150031199919,0,0.088920624298511,0,0,0,0,0.0586918899338118,0.0395943362196242,0,0,0,0,0,0,0.0263780638345759,0,0,0,0.00163130628873059,0.00759807753034923,0,0,0,0,0,0
