,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X601898.SH,X600111.SH,X002271.SZ,X000877.SZ,X002466.SZ,X600010.SH,X600011.SH,X000708.SZ,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X000723.SZ,X000786.SZ,X600096.SH,X600803.SH,X600795.SH,X000807.SZ,X600219.SH,X600295.SH,X000932.SZ,X000408.SZ,X600801.SH,X000630.SZ,X601991.SH,X600141.SH,X000825.SZ,X600489.SH,X600985.SH,X000959.SZ,X601666.SH,X002353.SZ,X600157.SH,X002080.SZ,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.107546993702139,0,0,0.114277269638858,0,0,0,0,0.192558267156261,0,0,0,-0.0218650557624639,0,0,0,0,0,0,0,0.00320467775635005,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.100740286119076,0,0,0.137089179260093,0,0,0.092016118589428,0,0,0,0,0,0.038245298961623,0,0,0,0,0.0247770431004594,-0.0396521200269414,0.128594630182554,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0915714924435541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425845088872863,0,0,0,0,0,0,0,0,0,0,0.331947531640517,0,0.130771036983903,0,0,0,0,0,0,0.0270360403582141,0,0,0,0,0,0
X600028.SH,0.0622623226186869,0,0,0,0,0,0,0,0,0.0929095025444432,0,0,0,0,0,-0.0116352298303666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137515725200994,0,0,0,0,0.127946287426594,0.0764559090434148,0,0,0.00523041125814272,0,0,0,0,0,0,0,0,0,-0.0124488304521144,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.00865430915748666,0,0,0,0,0.18475641950614,0,0,0,0.20436429929434,0,0,0,0,0,0,0,0,0,0.0397713260528595,0,0,0,0,0.0289859978730695,0,0,0,0,0,0,0,0,0.0231348423546889,0,0.08691345639771,0,0,0,0,-0.0045990617231736,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516957937034242,0.101115133817262,0,0,0,0,0,0.00562530837265977,0,0,0.447020869372329,0,0,0,0.0123332677266837,0,0,0,0,0,0,0,0,0,0,-0.000925268519318716,0,0,0,0,0,0
X600188.SH,0,0.584672141716995,0,0,0,0,0.143900153133224,0,0,0,0,0,0,0,0,0,0,0.0443685532461275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464861257077279,0,0,0,0,0,0,0.215850795699781,0,0,0,0,0,-0.0457654547927802,0.106396231480539,-0.0691519940050854,0,0,0,0,0
X002460.SZ,0,5.42101086242752e-20,0,0,0,0,0,-0.104679622073001,0.0330190081683036,0,0.191318092886904,0,0,0.361765129423001,0,0,0,0,0,0,0.00962363147243395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150732789633879,0,0,0,0,-0.0362374148397619,0,0,0,0,0,0,0.394372370948174,0,0.0403698154733961,-0.0738146570260623,0,0.0580102563463913,0,0,0.0429990690796373,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182720718914793,0,0,-0.0105361656805921,0,0,0,0,0,0,0.0387998149860332,0,0,0,0,0,0,0,0,0.0894452595491735,0.267632428526001,0,0.121809383634765,0,0,0,0.0365142654879181,0,0,0,0,0,0,0,0,0,0,-0.00944196876077577,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0391901868988245,0,0,0,0,0.188471845888858,0,0,0.199362907469476,0,0,0,0.0890432552324736,0,-0.0573316497626784,0,0,0,0,0,0,0,0.317913323245203,0,0.221806922820777,0,0,0,0,0,0,0,0,0,0,0.134579007573151,-0.33329739008404,0,0,0,0,0,0,0,0.0112880094230483,0,0,-0.0149404554348288,0,0,0,0,0,0
X601898.SH,0,0.271422115476473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191037859986971,-3.46944695195361e-18,0,0,0,0,0,0.0561910243124001,0,0.0766642453184509,0,0,0,0.0232508998848024,0,0,0,0,0.228700963369473,0,0,0,0,0,0.0456133012037598,0,0,-0.00974559143580882,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.38774927575805,0,0,0,0,0,0.0767279902628123,0,0.0557480153214088,0,0,0.159688249658277,0,0,0.129151491707462,0,0,0,0,0,0,0.0795608823145848,0,0,0,0,0.0256413215690457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670917279288543,-0.00686036465242627,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-0.185764447053392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578735837413422,0,0.0070921353296254,0,0.347962797061927,-0.0365240771253971,0,0,0,0,0,0,0,0,-0.0116564728155668,0,0,0,0,0.104234699999211,0,0.0493480061364113,0,0,0,0,0,0,0.0164991611531361,0,0,0,0,0,0
X000877.SZ,-0.0181345959565615,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169366702637063,0.102010752275446,0,0.0577736759421542,0,-0.025602056896673,0,0,0,0,0,0.180425251645785,-0.0809857991344712,0,0,0,0.010401453702012,0,0,0,0,0,8.67361737988404e-19,0,0.48168000505272,-0.0232906912257491,0,0,0,0,0,0,0,0,0,0,0,0,0.00117098755086767,0.00343769731656705,0,0,0,0,0,0
X002466.SZ,-0.332807967628927,0,0,0,0,0,0.856875091470196,0,0,0,0,0.0333049951716435,-0.132046338910049,0,0,0.0660078010107925,0,0.0356494310529728,0,0,0,0,0,0,0,0,0.0886642166693941,0,0,0,0,0,0,0,0,0,0.0514679489409142,0,0,0,0.0208076264984665,0,0,0,0,0,0,0,0,0,0,0.0930712677539166,-0.0922081795037306,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.156689119462192,0.116666387363331,0,0.139236904974559,0,0,0,0.109310420691088,0,0,0.0659310944803047,0,0,0,0,0,0,0,0,0,0.023952089385438,0,0,0,0,0,0,0,0.127512149423783,0,0,0,0,0,0,0,0,0.113806424713956,0,0,0.0226986388201832,0,0.00172937153482286,0,0,0,0,-0.134307486844917,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075768675442922,0,0,0,0,0,0,0,0,0,0,0,-0.029968343964281,0,0.0170075681363135,0.0894317137375444,0,0,0.516436909156407,0.129549699505926,0,0,0,0.0395929580913625,0,0.217544888663367,0,0,0,0,0,0,0,0,0,0,0,0,-0.106537693276032,0.14590243708017,0,0,0,0,0,0
X000708.SZ,0,0,0,0.121529932825223,0,0,0,0,0,0,0,0.00775623511090155,0.0970881648390578,0,0.0457142465893546,0,0,0,0,0.222577428681331,0.066664289790707,0,0,0,0,0,0.0162437074684444,0,0,0,0,0,0,0,1.73472347597681e-18,0.235660518051511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496363611607521,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0817341900301774,0,0,0,0,0,0,0,0,0,0.150403327983951,0,0.00401053541882631,0,0,0,0,0,0,0.477307490725976,0.0339319530443129,0.141307230944521,0,0,0,0,0,0.0177804647150519,0.0070327923538528,0,0,0.0856293854306127,0,0,0,0,0,0,-0.00109490266539215,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.038520008871818,0,0,0,0,0,0,0,-0.0263271388840952,0,0,0,0,0,-0.103054438128198,0,0,0,0.0455272964985264,0,0,0,0,0,0,0,0,0.0199412956231205,0,0,0,0.848492439151562,0,0,0,0,0,0,-0.0373579866068819,0,-0.0446478689271887,0,0,0,0,0.0408775971296096,0,0
