,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600299.SH,X600188.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600021.SH,X000883.SZ,X600660.SH,X002470.SZ,X600098.SH,X600623.SH,X000792.SZ,X601918.SH,X600489.SH,X600863.SH,X300072.SZ,X600022.SH,X600578.SH,X600307.SH,X600547.SH,X600808.SH,X600008.SH,X002004.SZ,X000629.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.599389997038901,0,0,0,0,0,0,0,0.0266851501669797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463884362510385,0,0.0524822676593745,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276331710486656,0,0,0.0168843744593943,0,0,0,0
X600028.SH,0.233734074229296,0,0.226716192046991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167947881265838,0,0.127161238927605,0.122021880374742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10973972112234,0,0,0,0,0,0,0.0115537399330421,0,0,-0.00747243248588037,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0493337182436245,0,0,0,0,0,0.268229647508201,0,0,0,0,0,0,0,0.157043476713666,0.220885808460245,0,0.100418772440933,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605633547054269,0,0,0.0378500925139724,0,0,0,0,0,0,0,0,0,0,-0.0235635268057971,0.0443737398012487,0,0,0,0,0,0
X600011.SH,0,0,0.0893429713787508,0,0,0,0,0,0,0,0,0.404779529998664,0.132447984016104,0,0,0,0,0,0,0,0,0,0.153824094965803,0,0,0,0,0,0,0,0,0,0.103048935196566,0,0,0,-0.0255626022928317,0,0,0.00144197965073382,0,0,0,0,0,0,0,0,0,0,-0.00943387895173302,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.272580401504891,0,0.207127231258462,0.0656044828493037,0,0,0,0,0,0,0,0.0248771942824049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113018538962875,0,-0.0241894005116368,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0588136754082682,0,0,0,0,0,0,0.448622550448519,0,0,0,0,0.0102572262681577,0,0.100886096216885,0,0.0435418921735724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824583386406754,0,0,0,0.00548359295926227,0,0.00426482302465554,0,-0.0255634600728272,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-1.0842021724855e-19,0.0807380046514482,0,0,0,0,0,0,0,0,0,0,0,0.0537392946378453,0,0,0,0.0493184954737857,0,0.523118823367729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014223287541377,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.316060959147178,0,0,0,0,0,0,0.114581935384984,0,0,0,0.0607451416099569,0,0,0,0,0,0,0,0.216039494318263,0,0,0,0,0,0,0.144566271415832,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041720912987247,0,0,0,0,0,0,0
X600795.SH,0,0,0.237529281158024,0,0,0,0,0,0,-4.33680868994202e-19,0,0.143367800339679,0,0,0,0.057643110384901,0,0,0,0,0.00452949308778954,0,0.206910693935816,0,0,0,0,0,0,0,0,0,0,0,0,0.016060666988867,0,0,0,0,0,0,0,0,0,0.0882094996434341,0.0165087288488283,0,0,0,-0.0263648736949975,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232255363899087,0,0,0,0,0.206094088006865,0,0,0.358446831014142,0,0,0,0,0,0,0.0607769431491455,0,0,0.289987453124683,0,0,0,0,0,0,0,-0.00627663563343225,0,0,-0.0619435036649545,0.0735042367656562,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.226935898818032,0,0,0,0,0,0,0.109483540424506,0,0,0.110169268736,0,0,0,0.017332442583891,0,0,0,0,0,0,0,0,0,0,0,0,0.0322408436749273,0,0,0,0,0,0,0,0.111484862977042,0.0655297951269219,0,0.0267081756696719,0,0.170902472758343,0,0,-0.0125750583454779,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0285406168031306,0.0125604762198108,0,0,0,0,0.0573674307114906,0,0,0.289741886557311,0,0,0,0,0,0,0.0143178276126904,0.110709091121268,0,0.0937096455036879,0,0,0,0,0,0,0,0,0,0.0346155117839196,0,0,0.163479212363313,0,0,0,0.0480509061085306,0,0,0,0,0,0,0,0,0,0,-0.00656549252197305,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.114791880542637,0,0.234033713374067,0,0,0,0,0,0,0,0,0,0,0.189914568904393,0,0,0,0,0.106052804161002,0,0,0.096296758410533,0,0,0,0,0,-0.00981084006029322,0,0,0,0,0,0,0.0662573999407264,0,0.0262624643308003,0,0,0,0,-0.0247208920051458,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0923713646117538,0,0,0,0,0,0,0,0,0,0.694862163072759,0,0,-0.0955310936314707,0,0,-0.517272218242308,1.02270111193974,0,0,0,0,0,0,0.0405563184041751,0,0,0,0.0684825591854188,0,0.0617146302196377,0,0,-0.954386693443306,0,0,0,0,0,0,0,0,0,0,0,-0.0243454289902203,0,-0.37357083864247,0,0,0,0
