,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X600795.SH,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X000933.SZ,X600219.SH,X600612.SH,X300037.SZ,X000629.SZ,X600688.SH,X600157.SH,X000723.SZ,X002128.SZ,X601168.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.780917625049625,0.14590430025943,0,0,-0.0458947670557279,-0.00282637069394847,0,0,0,0,0,0,0,0,0.110988396207763,0,0,0,0,0,0,0,0,0,-0.219267160946106,0,-0.0464742670209653,0,0,0,0,0,0,0,0,0,0,0,-0.0360076654443599,0,0.0374016441795494,0,0,0,0,0,0,0,0,0,0,0.0305078470528701,0,0,0,0.0992072243050928,0,0
X600028.SH,0.457749919871784,0,0.0890013209955243,0,0,0,0,0,0,0,0,0,0,0,-0.0532395262063834,0,0,0,0,0,0,0,0,0,0.0460539357287282,0,0,0,0.0544288738107526,0.0628355784153555,0,0,0,0,0.0351003662562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486446267720152,0,0,0,0,0.104783512162361,0,0
X601088.SH,0.0705255132735497,0.156618935388434,0,0,0.0292817439052085,8.67361737988404e-19,0,0.186339916011665,0,0,0,0,0,0,-0.00922874156357576,-0.0187722791607487,0,0,-0.0434092272006251,0.0494838152354777,0,0,0,0,0,0,0.0271025499036789,0,0,0,0,0.116321917520741,0,0,0,0,0,0,0.0614374803230461,0.0126381026686924,0,0,-0.145612331633104,0,0,0,0,0,0,0,0,0.00984281407441508,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0965655206112501,0,0,0,0,0,0,0,0,0,0,0.12497611497505,0.0506603544452107,0,0,0,0,0.0806787081963248,0,0,0,0,0,0,0.0200460716202588,0,0,0,0.0211076309685869,0,0,0.289120530611112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708515014674322,-0.0746731926000326,0,0,0,-0.0915927945581249,0,0
X600188.SH,0,0,0,0,0,0.0299506905322039,0,0.217650156915744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478545761838432,0,0,0.166416603419198,0,0.488537690090581,0,0,0,0,-0.109509616192686,0,-0.0175132408001985,0,0,0,0,0.0476816707378571,0.111933434779246,0,-0.0199614673420433,-0.0619563002807074,0,0,0,0,0,0,0,0,-0.00748029092248378,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.242171777581323,0,0,0,0,0,0,0,7.85085725576168e-05,0,0,0,-0.20506695472343,0,0,0,0,0,0.0179312154755766,0,0,0,0,0,0,0,0,0,0,-0.0384391861304724,0.172109922190009,0,0.614071709878156,0,0,0,0.279686741484243,0,-0.136233525291819,0,0.13323153703103,0,0,0,0,0,-0.0127289701597663,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.032229128599982,0,0,0,0,0,0,0,0,0,0,0,0.0387540537505458,0,0,0,0.0589506550296373,0.166178164638259,0,0,0.200059969345764,0,-0.187093292499085,0,0,0,0,0.104141441898439,0,8.67361737988404e-19,0,0,0,0,0.0700474119069852,0,0,-0.116519073806614,0,0,0,0,0,0,0,0,-0.0241022695806763,0.0301111963043641,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.280395902489673,0,0,0,0,0,0,0.032498425895811,0,0,0,0.102919334087397,0,0,0,0,0,0,0,0,0.267724112298349,0,0,0,0.122728054080533,0,0,0.0186896760854883,0,0,0,0,0,0,0,0.0308345777758279,0,0,-0.0365469945268433,0,0,0,0,0,0,0,0,-0.0102074216567797,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0345066519050451,0,0,0,0,0,0,0,0.131277333004392,0,0,0,0,0,0,0.0194485143512748,0,0,-0.221299551474459,0,0,-0.00277009894863884,0,0.365610530197155,0,0,0,0.0252758492227451,0,0,0,0,0,0,-0.00294936838601526,0,0,0,0.164365347670468,0,0,0,0,0,0,0,0,-0.0116281289937434,-0.0176676249779917,0,0,0,0,0,0
X600547.SH,0.000529316915107124,0,0,0,0.0246079819798649,0,0,0,0,0,0,-0.0498826449846226,0,0,0,0,0,0,0,0,0,-0.161295557730364,0,0,0,0,0,0,0,0.453374773348595,0,0,0,0,0.036437994120513,0,-0.0772404082675241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314428207528396,-0.0482402491697617,0,0,0,0.0577998353788499,0,0
