,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X002075.SZ,X600362.SH,X600157.SH,X600111.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000539.SZ,X000027.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X000792.SZ,X600022.SH,X600098.SH,X002470.SZ,X600307.SH,X000629.SZ,X600863.SH,X600489.SH,X600808.SH,X600623.SH,X600578.SH,X601918.SH,X600612.SH,X600160.SH,X600547.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.775577011109999,0.0736790043723691,0,0,0,0,0,0,0,0,-0.0439097883332104,0,0,0,0,0,0,0,0,0,-0.0692557602118488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00314433844356356,0,0,0,0,0,0.0405072307426117,0,0,0,0,0,0,-0.0123793586509027,0,0.0440029115120189,0,0,0,0
X600028.SH,0.456933888600799,0,0.214411796508021,0,0,0,0.0612361244465174,0,0,0,0.0438739964306169,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0539145678262234,0,0,0,0,0,0,0,0.0754607749756674,0,0,0.0149048507276924,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00875116687880915,0.115564000479326,0,0,0,0,0
X601088.SH,0,0,0,0,0.31295162218307,0.129930757756205,0.0979742286119351,0,0,0,0,0,0,0,0,0,0,0,0,0.193254049777788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538333447650504,0.144705003459254,0,0,0,0,0,0,0,-0.0187592970072468,0,0,0,0,0,0,0.00739647039107686,0,0,0,0,0,0
X600011.SH,0,0,0.0375375186858804,0,0,0,0,0,0,0,0,0,0.211630015447578,0.279547835878293,0,0,0,0,0.327817988259577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.115662005732293,0,0,0.259909021118432,0,0,0,0,0,0,0,0,0,0.149712934089192,0,0,0,0,0,0,0,0,0,0.0918160391841582,0.00266124205081453,0,0,0,0,0,0,0,0,-0.00203735355888353,0,0,0,0,0,0,0
X600019.SH,0,0,0.169472994584394,0.098313017535094,0,0,0,0.0213256708597693,0,0,0.058949265806757,0,0,0,0,0,0,0,0,0.161168656479043,0,0,0,0,0.0643262755441824,0,0,0,0.144393310084652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247854927291456,0,0,0,0,0,0,0
X600585.SH,0,0.0204012048781577,0,0,0.051115199431692,0.108126275083927,0,0,0,0.0772270751273255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31780277958508,0,0,0,0,0,0.273622666590668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.225132650578103,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0735927215377607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243312033913619,0,0.214300508638114,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.158999577705444,0.0977300313260862,0,0,0,0,0,0,0.0156544610867206,0,0.0550334003482644,0,0.0319177196966838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205093011828528,0.0420074711661087,0.0151429774349439,0,0.143728328118713,0,0,0.00688595405132269,0,0.114876873340668,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862427052110424,0,0,0,0,0,0,0,0,0,0,0,0,0.00192358229889395,0,0,0,0,-0.0225527652848901,0,0,0,0.42180430212903,-0.410084621070485,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248606751915364,0,0,-0.182644880546824,0,0,0.226524441629272,0,0,0,0.28235664274331,0,0,0,0.0286381473084332,0,-0.156421970104945,0,0,0,0,0,0,0,0,0,0,0.0260112923257657,0,0.318104600413816,0,-0.0576907055651319,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.139234028020365,0,0,-3.46944695195361e-18,0,0,0,0,0.0137636608688824,0,0,0,0.00327752352531519,0,0.0190717468164979,0,0.0367280368614796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349537393893084,0,0.00671497454260789,0,0.0845765158420261,0.0285148203237886,0,0,0.0133613679830785,0.162807356494216,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.33852238175481,0.0126752285852957,0,0,0.011912457627048,0,0,0,0,0,0.0756134269387851,0,0,0,0,0.0943622652000678,0,0,0,0,0,0.0276606331320609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201576125568001,0,0,0,0.00260651469304338,0,0,-0.00500044588659983,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.269706832610339,0,0,0,0,0,0,0.172006917585471,0.0376181599179295,1.38777878078145e-17,0,0,0,0,0,0.0294356162548933,0,0,0,0,0,0,0,0,0,0,0,0,0.0140000289112583,0,0,0,0,0,0.243028221377013,0,0,0,0.168755315528318,0,0,0,0,0,0,0,-0.013399550265074,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155257824256759,0,0,0,0,0,0,0,0,0.0349641955517585,0,0,0,0,0.0147952549654592,0,0,0.177109805430771,0.00699580664583979,0,0,0,0.00715862374874668,0,0,-0.00249787296522077,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.00166466310189692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169413307661747,0,0.210998435906954,0,0,0,0,0,0,0,0,0,0,0,0.140224350566176,0,0,0.0394375082073394,0,0,0,0.0543431472472647,0,0.0224602317895286,0.00865943875122007,0.122373222318682,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.0149976238504603,0,0.00973516666478148,0,0,0.0842437133396795,0,0,0,0,0,0,0,0.00703501476867934,0,0,0,0,0.114314388780638,0,0,-6.93889390390723e-18,0,0,0,0.0172470264000276,0.201065024477771,0.0665794711261256,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.240379335744345,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.168539092499626,0,0,0.0440855823751228,0,0,0,0,0.206661636663495,0,0,0,0,0,0,0,0,0,0,0,0,0.0990394725543078,0,0,0,0.0197964373898329,0,0,0,0,0,0,0,0,0,0.0589474714857034,0.2212568195046,0,0,0,0,0,0.0371016412873921,0,0,-0.00500034183098979,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0301110325911289,0,0,0,0.433330181961713,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00353581941123582,0,0,0,0,0,0,0,0,0,0.148175808265777,0,0,0.0265586963897922,0,0,0,0,0,0,0,0,-0.0271253202652481,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194952885402839,0,0,0,0,0,0,0,0,0,0,0,0.0119341173383491,-3.46944695195361e-18,0,0.119615493196168,0,0.0565688106176057,0,0,0,0,0,0.341076071719432,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.114714829611033,0,0.111876140492502,0,0,0,0,0,0,0,0,0,0,0,0.416401252191716,0,0,0,0,0,0,0.000747296384919285,0,0,0,0.0383782346386208,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.468631416435745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232420666701533,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241757427105373,0.0138743428811319,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.152859488270214,0,0,0,0.010999743355706,0,0,0.00725148412998866,0.00220269948625285,0,0,0,0.0596723063839854,0,0.00813512117802379,0,0,0,0,0,0,-0.000738097419215073,0,0,0,0,0,0
X600309.SH,0,0,0,0.202653578331923,0,0,0,0.0978669067147216,0,0,0,0,0.0419782592799213,0,0,0.0404919104024531,0,0,0,0,0,0,0,0,0,0.0729176401215058,0,0,0,0.223379100752476,0,0,0,0,0,0,0,0,0.032343063102185,0.00904360348579151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0264425861127178,0.35906799174179,0,0,0,0,0,0,0.0873703957215628,0,0,0,0,0,0.0614769143717841,0.102232063492765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313412409683966,0,0,0.0564199300435916,0,0,0,0,0,0,0,0,0,0.0475803267191863,0,0,0,0,0,0
X000709.SZ,0,0,0,0,-0.0222444365297416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346520230734767,0,0,0,0,0,0,0,0,0,0,0,0.217244199738115,0,0,0,0.0287869858101312,0.0527294363511065,0.225562211476886,0,0,0,0,0
X000883.SZ,0,0,0,0,0.058011852075762,0,0,0,0,0,0.125615188877277,0,0,0,0,0,0,0,0.0291209292045302,0,0,0,0,0.317755266095931,0,0,0,0,0.0386566819081256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346573050918618,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0.0235048340923931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364479683316825,0,0.0291058309815441,0,0,0,0.199546171457087,0,0,0,0,0,0.23010667486915,0,0,0,0,0,0,0.187433881501891,0,0.180865132574877,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432394287201392,0,0,0,0.0072052501790937,0,0.144992648994668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519774146592883,0,0,0,0,0,0.0214709293808125,0,0,0,0,-0.00510810046619153,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.053116895511186,0,0.0584468613731902,0.119023164022884,0,0,0,0,0,0.287756424150421,0,0,0,0,0,0.0962114602546736,0,0,0.0405240433483001,0,0,0.0552969443309148,0,0,0,0,0.0656795813034511,0,0,0,0,0.0134693449701323,0,0,0,0,0,0,0,0,0.0466160598692196,-0.0228364922629306,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0574915265722761,0,0,0.0484625454196687,0,0,0,0,0,0.160965836820948,0,0.0125881055408989,0,0,0,0,0,0,0,0,0,0,0,0.0264248994905655,0.0867657716534452,0.0349442760281182,0,0.173346171681663,0,0,0,0,0,0,0,0,0,0,-0.0393134441307834,0,0,0,0,0,0,0
