,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X601898.SH,X000786.SZ,X600489.SH,X600010.SH,X600362.SH,X600111.SH,X600352.SH,X600176.SH,X601991.SH,X600188.SH,X600426.SH,X600299.SH,X600795.SH,X600688.SH,X600027.SH,X002466.SZ,X002080.SZ,X601992.SH,X600529.SH,X002353.SZ,X600612.SH,X002409.SZ,X600486.SH,X600219.SH,X000723.SZ,X600315.SH,X002075.SZ,X000301.SZ,X000932.SZ,X600516.SH,X000027.SZ,X600126.SH,X000898.SZ,X601158.SH,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0197261836664702,0,0,0.0962451678914389,0,0,0,0,0,-0.0201450705080622,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211452909957079,0.10337978194704,0,0,0,0,0.151394277837032,0,0,0,0,0,0,0,0,0,0,0,-0.00419444006550475,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0337220413095267,0,0,0,0,0,0,0,0.0315572936651939,0,0,0,0,0,0,0,0,0,0,0.000187814657014178,0,0,0,0.0829591116135449,0,0,0,0,0.0632292256786312,0,0,0,0,0.0569607112738944,0.0335548711652447,0,0,0,0.0445911396386669,-0.00924454839605223,-0.00481625648568439,0.00337231131478706,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566899114726624,0,0.0780005093557452,0,0,0,0,0,0,0,0.198785643551198,0,0,0,0,0,0.0118421515027659,0.0665836670222557,0,-0.0191504979724764,4.33680868994202e-19,0,0,0,0,0,0,0.0107419832450879,0,0,0,0,0,0,0,0.0567533118369381,0,0.00477850359668502,-4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0178853686749411,0,0,0,0,0.145081692261538,0.0170035483069439,0,0,0,0,0,0,0,0,0,0,0.0489548180965644,0,0.191746281712218,0,0,0,0,0,-0.017099276761139,0,0,-0.00363747402417578,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0420256358054015,0.0628142579384035,0,6.93889390390723e-18,0,0,0.00922726716983687,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.142860006419423,0,0.0714153096257233,0.0795195821199489,0,0,0,0,0,0.0706631533614265,0,0,0,0,0,0,0,0.118118683113277,0,0,0,0,0,0,0,0,0,0,0.0505657046902405,0,0,0,0.00185314625361489,0,0,0,0,0,-0.00615974423747149,0,0,0.0856275124714129,0,0,-0.0157691822369593,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919741056779844,0.571867545024686,0,0.0569652438859225,0,0.0547820591259622,0,0,0,0,0.064802202393256,0,0,0,0,0,0,0.0314680277028872,0,0.0207727625699885,0,0,0,0,0,0,0,0,-0.0549032527848447,0,-0.00462054434915541,0,0,0,-0.138382988955382,-0.0052415202970256,-0.026214939801295,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212575950531088,0,0,0,0,0,0,0,0.074948849084426,0,0.0625610959727288,0,0,0,0,0,0,0,0,0,0.0220584770914266,0,0.038447799160071,0,0,0.0859994484273754,0,0,0,0.0398117082774944,0,0,-0.0326611803784122,0,0,0,0,0.0100143677183324,-0.00244852172687749,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126056185619817,0,0,0.0833663168442157,0.0569138309239719,0,0.042106952486084,0,-0.0581156278884006,0,0.162819440975019,0,0,0,0,0,-0.0459832196296578,0,0,0,0.00936232669835082,0,0,0,0,0.206595372058472,0,0,0,0,0.114626967262821,0,0,0,0,0,0,-0.0085592854952079,-0.0126236348108512,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0478066632776783,0,0,0,0,0.222884487361546,0,0,0,0.171021659240329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339295837104044,0.075242283646426,0,0,0.0551683967900167,0.17049145527142,0,0,0.0549915572862836,0,0.0459709018315957,0,0,0,0,0.000673313612732409,-0.0196086884683326,0,0,0,0,0,0
X600011.SH,0,0,0.0950570101587848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103085980143556,0,0,0,0.0521762370455586,0,0,0,0,0,0,0,0,0.273336165913277,0.0564644674097568,0.0987000706171759,0,0,0,0,0.0200385230017558,0,0,0.100593429119143,0,0,0,0,0,0,-0.0602887162398406,0,0,0.0268731811602735,-0.0298530023356228,0.0029455423134611,-0.00333568496249769,0,0,0,0,0,0
