,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X600111.SH,X000708.SZ,X000301.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600795.SH,X000983.SZ,X600362.SH,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X000629.SZ,X600995.SH,X000807.SZ,X600160.SH,X000933.SZ,X000408.SZ,X600219.SH,X600096.SH,X600489.SH,X600378.SH,X000723.SZ,X000831.SZ,X002080.SZ,X000932.SZ,X600348.SH,X600801.SH,X600141.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0718421178590199,0,0,0,0,0,0,0,0,-0.00108513080744097,0.0492797788407546,0,0.0425262797524135,-0.0389400237904267,0,0.115493633162735,0.00865009760573486,0,0.0874565734395216,0,0,0,0,0.0295712902008667,0,0,0,0,0,0,0,0,0,0,-0.131120416893542,0.0168821650613787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00776991599789168,0.0203016700863444,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.164821078610757,0,0,0,0,0.0584074899934881,0,0.0516709771265046,0,0,0,0,0.00314446494388111,0,0,0,0,0,0,0.057345599198577,0,0,0,0.00240270079094402,0,0,0,0,0,0,0,0,0.0160918850165086,0,0,0.00927715581206792,0,0,0,0,0,0.0135102496055027,-0.0343063565710914,0,0,0,0,0
X601088.SH,0,0,0,0,0.0367587100673243,0,0,0,0,0,0,0.148744908030771,0,0,-0.0012872914492728,0,0,0,0,0,0,0,0.0112483316724745,0,0,0,0.124404743404184,0,0,0.0673205419824413,0,0,0,0,0,0,0,0,0,0,0,-0.0497977101792597,0,-0.0325254226418829,0,0,0.0148567595449219,0,0,0,0,-0.0182273627284602,0.0327447520701949,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.028939129724808,-0.148916963690175,0,0,0,0.185362265706581,0,0,0.233314887777106,0,0,0,0,0.203400804574571,0,0,0,0,0,0,0,0,0.187653912129137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173326985538238,0,0,-0.0215626264613396,0,0,0.0339988467353878,-0.0287394770321314,0,0,0,0,0,0
X600188.SH,0,0,0.133841625486308,0,0,0.0168138334477561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677087605318454,0.295917197018097,0,0,0.170653167718211,0,0,0.0964533496847134,0,0,0,0,0.249980583121445,0,0,0,0,0,0,-8.67361737988404e-19,-0.192201718586433,-0.02331371845484,0,0,0,0,0,0,0,-0.0219348856849702,-0.0215672263117418,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0247797318255537,0,0,0,0,0,0,0,0,0,0.0846159025764999,-0.0248321971315974,0,0,0.00684383084990037,0.329903045120212,0,0,0.00978578984220266,0,0.0408711451033261,0.013921490250055,0,0,-0.025271425753348,0,0,0.138452400506325,0,0,0.0103945345909956,0,0.0777046009704117,0,0,-0.064928106597619,0,0,0,0,0,0,0,0.171996198663019,0,0,0,0,0.00711471447588273,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0964955271877206,0,0,0,0,0,0.187715558902758,0,0,0,0,0.132482182135717,0,0.14394186817908,0.0358043640700725,0,0,0,0,0,0,0,0.162438630523148,0,0,0,0,-0.0192383837774452,0,0,0,0,0,0,0,0,0.0127804911116714,0,0,0,0.143246380016876,0,0.00427033618169757,0,0.026456066542336,0.0527295820207182,0.00563143509830052,-0.00987104501868682,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.608842176329255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01894573582347,0,0,0,-0.00961571725566849,0,0,-0.0548459009060797,0,0,0,0,0,0.0838051603003894,0,0,0,0,0,0,0.0316409450520138,0,0.0930682602022657,0,0,0,0,0.00375894892158764,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.327216553652182,0,0.155508665321255,0.0320406541497978,0,0,0,0,0,0,0,0,0.117448743784766,-0.0187455254295409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688081402919891,0,0,-0.0898894369963131,0,-0.00175436025860802,-0.00955764161423383,-0.192947458643542,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0186234231879164,0,0,0.540596538833797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249626293392135,0,0,0,-0.0809180334220766,0,0,0,0,0,0.137550108411308,0,0,0,0,0,0,0.0399714186621237,0,0,0.116847007822951,0,0,-0.116109347835925,0,0,0,0.0130592043604728,0,-0.0360706086400416,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161838817793195,0,0,0,0.0345069245088616,0,0,0,0,0.579215857813725,0.110796845668219,0,0,-0.176928043408812,0,0,0,0,0,0,-0.00097797972441651,0,0.0727824822501897,0,0,0,0,0,0,0,0,0,-0.0304619468763853,0.0498184545889947,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.2913440874805,0,0,0,0,0,0,0,0,0,0.0121638482862447,0,0.051314920085012,0,0,0,0,0,0,0,0.10418052687754,0,0.0572028232534803,0,0.0750680438120665,0,0.00790493616602332,0,0.127068551208712,0,0,0,0.0649639297286061,0,0,0,0,0,0,0.0550891288797815,0,0,0,0,0,0,0,0.00824332708226034,-0.0111623693218328,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.1037624943347,0,0,0,0,0.0890220686065138,0,0.279193976171567,0,0.0422154665861632,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0112228133703089,0,0,0,0,0,0,0.0380055613908725,0,0,0,0.207329478572554,0,0,0,0,0,0,0,-0.00048842053511474,0,0,0,0,0,0,0
