,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601991.SH,X600803.SH,X601699.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000723.SZ,X000807.SZ,X600219.SH,X600096.SH,X002080.SZ,X600378.SH,X300037.SZ,X600348.SH,X000933.SZ,X600688.SH,X000831.SZ,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025868434543228,0,0,0,0,0,0,0,0,0,0,0.203520071796538,0,-0.0386811480539845,0,0.10687585334763,0.175858075374188,0,0,0,0,0,0,0,0,0,0,0,0.0249220562455097,0.032368244085246,0,0,0,0,0,-0.0075003132461481,0.0153482816869089,0,0,0,0,0,0
X601088.SH,0.0581685012074451,0,0,0,0.468044336937026,0,0,0,0,0,0.0230759407181832,0,-0.0602192859492678,0,0,0,0,0,0,0,0,0,0.027158804584137,0,0,0,0.0797373869218627,0,0.0468999747493275,0,0,0,0,0.00254512263676907,0,0.0539330202759018,0,0,0,0,0,0,-0.0128463888894517,0,0,0,0,0,0,0,0,0.00569562440120214,0.0111343730925403,0,0,0,0,0,0
X600028.SH,0.543490228396986,0,0,0,0,0,0,0,0,0,0,0,0.0135786613242236,0,0,0,0.0412167224262392,0,0,0,0,0,0,0.01109365169994,0,0,0,0.0659710846889093,0,0,0,0,0.00295582791452577,0,0,0,0,0,0,0,-0.0129986726431256,0,0,0,0,0,-0.00919649342480625,0,0,0.020120035267994,0,-0.00321317160929424,0.00734076100950589,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.182920955167019,0,0,0,0,0,0,0,0,0,0,0.118104605972103,0,0,0,0,0,0,0,0.238612262650937,-0.112118023596072,-0.326815190554173,-0.0559079287330673,0,0.364664925834848,0,0.0422977799789565,0,0.0601057452656016,0,0,0,0,0,0,0.00347558000862149,0,0,0,0.0098913954764755,0,0,0,0,0,0,0
X600188.SH,0,0.640125001431962,0,0,0,0,0,0,0,0,0,0,0.00895622968598877,0,0,0,-0.0970893396863818,0,0,0,0,0,0,0,0,0,0,0.0185541424040946,0.0587388722222692,0,0,0,0.0758419829469623,0,0,0,0,0,0,0,0,0,0,0,0.063872543016583,0.275614632068767,0,0,0,0,0,0.00847492410878204,0.0224300148425706,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192495209316406,0,0,0.0599277258147608,0,0,0.362504014178393,0,0,0,0,0,0.0587467249438149,0,0,0,0.182921784569341,0,0,0,0,0,0,0,0,0,0.054310134238129,0,0,0,0.0286925293328324,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.587407356715969,-0.0421162854265145,0.0612730633667954,0,0,0,0,0,0,0,0,-0.0029271612953925,0,0,0,0.0660276410881804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787817027618319,0.0140169247787922,0,0.0869126806299725,0.0394593337895785,0,0,0,0,0,0,0.00916996561843516,-0.0206408895852969,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.655459713824791,0,-0.194118870655627,0.0591122125829721,0,0,0,0,0,0,0.0840180939364154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133478553212144,0,0,0,0,0,0.0949496475010345,0,0,0,0,6.93889390390723e-18,0.195838901910569,0,3.46944695195361e-18,0,0,0,0,-0.0294922139573492,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0165392142376267,0.169311244957512,0,-0.0582320048078296,0,0,0.0735601572181823,0.170807413896033,0,0,0,0,0,0,0,0.0638476570188971,0,0,0,0,0,0.0477692303506801,0,0,0,0,-0.0868974044529368,0.0812085590214758,0,0,0,0,0,0,0,0,0,0,0,-0.0731806776094056,0,0,0,0,0,0.130133713995434,0,0.0145334531058928,0.0135783947294032,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0192687292447694,0.346429447435074,0.0833831237671947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360651663592298,0,0.0816483833734443,0,0,0,0,0,0,0,0,0,0,0,0.123826439615994,0.044828574043724,0,0,0.0784039503200858,0,0,0.00719084798321472,-0.00720374718575068,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.168173958226086,0,0,0.0195249271466664,0,0,0,0,0,0,0,0,0.00466740880448288,0.042019823403595,0,0,0.395542646099583,0,0,0,0,0.389397331318412,0,0.302758704584732,0.146043091675242,0,0,0,0,0.32314886781858,0,0,0,0,0,0,0,0,0.158830731179375,0,0,-0.0326031388032031,0,0,0,0,0,-0.0285836483271428,0.0221984682705908,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.277296558241456,0,0,-0.0355488296653272,0,0,0,0,0.0804008747538632,0,0,0.0470698230620143,0,0,0,0,0,0,0,0,0.125912305323067,0,0,0,0,0.239433968541772,0,0,0.150697782597303,0,0.00848475916018345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279546550345923,-1.73472347597681e-18,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3923865055119,0,0,0,-0.0914193560055234,0.184863151441173,0,0.541230206051578,0,0,0,0,0,0,0,0,0.192576390544232,0,0,0,0.241036637580565,0,0,0,0.512831957740625,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0398783262779791,0.0326559305004831,0.06576387909037,0,0,0,0,0,0
X600111.SH,0,0,0,0.106571647746832,0,0,0.068828185001993,0,0,0.155340926229213,0,0,0,0,0,0,0.0887144541525654,0,-0.034611044943159,0,0,0,0,0,0,0,0,0.0193374161992309,0,-0.0439316740358012,0,0,0,0.06639442727529,0,0,0,0,0.182177770846961,0,0,0,0,0.0267710470857025,0,0,0,0.258908339747829,0,0,0,0,0.0353618184720579,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0468088148383175,0,0,0,0,0,0,0,0,0.0674406457572913,0,0,0,0,0,0,0,0.127886739466687,0,0,0.0905441226355254,0,0,0,0,0,0,0.104142124070968,0,0,0,0,0,0,0,0,0,0,0,0.0109842657059673,0,0,0,0.150658037119792,0,0,0,-0.00405463610149202,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.409845243349359,0,0.0704823095107428,0,0,0,0,0.0294878987778375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519637438549743,0,0.00445937268571562,0,0,0,0,0,0,0,0,0,0,0.107537665446689,0,0,0.0450338302758785,0,-0.047782807922273,0,0,0,-0.0284897411899535,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.128161823774805,0,0,0.119825129125707,0,0,0,0,0,0,0,-0.073801071170553,0,0,0,0,0,0,0,0,-0.0488401098262976,0,0,0,0.738517445658841,0.0986882659724578,0,0,0,0,0,0,0,0,-0.0274925614163122,-0.122982297717795,-0.0126388032026703,0,0,-0.171101898329262,0,0,0,-0.118042510803119,-0.0169795282968673,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.143361652368673,0,0,0,0,0,0,0,0,0.0370249303380229,0,0,0.013630218699161,0,0.121865976059775,0,0,0,0.154955183406954,0,0,0,0,0,0,0,0.547913029631121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244935156692315,-0.0293557154312902,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0221647359495969,0,0,0,0,0,0,0,0,0.118034214724905,0,0,-0.096749886640774,0,0,0,0,0,0,0,0.154607023013854,0,0,0.0488976236413425,0,0,0,0,0,0,0,0,0,0.048984989479863,0,0,0,0,0,0.0118369602705216,0,0,0,0.169028542261845,0,0,0,0.0112262557107078,0.0221009990061995,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0647599063917346,0.0698413576036638,0,0,0,0,0.0433646160075723,0,0.0203192190993679,0,0,0.168726275690322,0,0,0,0.0815159835173302,0,0,0,0,0,0.0375733605674707,1.73472347597681e-18,0,0,0,0,0,0,0.161129261838143,0,0,0,-0.00846076811453175,0,0.14409501075131,0,0.0404925025652349,0,0,0,0.0161865404555786,-0.0248082067967456,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0798532492606273,0,0,0,0,0,0,0,0,0,0,0,0,0.16659335647245,0.021877069471731,0.0190293364563758,0,0.0272638868682535,0,0,0,0,0.0793905002745716,0,0,0,0,0,0,0,0.0437440436703509,0,0,0,0,-0.0351701409063403,0,-0.278383018426342,0,-0.0167644150547606,0.00640294063871471,0,0,0,0,0,0
