,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X300072.SZ,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X600188.SH,X600660.SH,X601992.SH,X600027.SH,X600157.SH,X600886.SH,X600111.SH,X000898.SZ,X000709.SZ,X600489.SH,X600339.SH,X002466.SZ,X601158.SH,X600299.SH,X000959.SZ,X000792.SZ,X000630.SZ,X600583.SH,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X000983.SZ,X000539.SZ,X002092.SZ,X000825.SZ,X002460.SZ,X000027.SZ,X000723.SZ,X601699.SH,X600808.SH,X600021.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.216283462000845,0,0,0,0.0486548219715657,0,0,0,0,0,0,0.0214384114323023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534956149226572,0,0,0,0,0,0,0,0.0227959278276841,-0.029830052564231,0,0,0.0272807234294628,0,0,0.00132406934959871,0,-0.0116090342313617,0,0,0,0,0,0,0
X600028.SH,0.0216263026030753,0,0,0,0,0.114751952865532,0,0,0,0.108215999063467,0,0,0,0,0.0854552167291101,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152023493725444,0,0,0.0431778614964738,0,0,0.236290347782044,0,0,-0.0238434725153146,0.0134452040603163,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.131083520452831,0,0,0,0,0,0,0.0375998060026043,0,0,0,0,0,0,0,0,0,0,0,0.126037854944885,0.0318339861514155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00250435640547402,0,0,0.178273323538538,0,0.038232424777203,0,-0.023506478306708,-0.0225233929237676,0.00842873154725099,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.363628848541225,0,0,0,-0.0331390091983771,0,-0.147754647559873,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.134511378390939,0,0,-0.215805337247597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0861112233821742,0,0,0,0,0.239226924625117,0.102160618947945,-0.029649433607071,0,-0.00935665794536963,0.00105967107674245,0.0594294587037939,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0117240428318348,0,0,0,0,0,0,0,0,0.320244676041903,0,0,0,-0.00188609116613667,-0.0491839596029276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537179799820371,0,0,0,0,0,0,0,0.00413799785364666,0.000842837159761446,0.0527771426452,0,0,0,0,0
X600585.SH,0,0.385002152997821,0,0,0,0,0,0,0.365776109419715,0,0,0,0,0,0,0,0.31052585386903,0,0.0421527510669626,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0386994142675371,0,0.0459547066256456,0,-0.225489725069374,0,0,0,0,0,0,0.0530547013353831,0,0,0,0,0,0,0,-0.0909804440712537,-0.0483209763153763,0.0121134844343636,0,0,0,0,0,0
X600010.SH,0,0,0,0.0187471269799677,0,0,0,0,0,0,0,0,0.0177666933761853,0,0,0.0995442941907477,0,0,0,0,0,0,0,0.17666102061227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181916945491248,0,0,0,0,0,0.107622251260569,0,0,0,-0.00996295404902808,-0.00281070141801495,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0143001389539305,0,0,0,0.0298079078441288,0,0,0,0,0,0,0,0,0,0,0.0455877656910399,0,0,0,0,0,0,0,0,0,0.158870494494407,0,0,0,0,0.16056382119146,0,0,0,0,0,-0.0257316746625259,-6.93889390390723e-18,0,0,0.0705659933405666,0,-0.00306364656296405,-0.00289110720844171,0,0,0,0,0,0
X601600.SH,0,0,0,0.0665469731613522,0,0.0290512788288889,0,0,0,0,-0.0420182714296001,0,0.296319077740792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169731088758617,0,0,0,0,0,0,0,-0.174601472560347,0,0.278965393771969,0,0,0,0.160034902899172,-0.0151834086106323,0,0,0,0,0,0.153070216521856,0,-0.06041573513799,-0.00278584955224534,-0.000455468280203632,0,0,0,0,0,0
X600688.SH,0.156228415383991,0.350792970081667,0,0,0,0,0,0,0.0748943602673128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764125148205195,0,0,0,0.132794955530455,0,0,0,0,0,0,0,0,-0.0667976214464599,0.0366716929937769,0.00450967310933006,0.0702286162608476,0,0,-0.0210448456035231,-0.0337098047951664,-0.0108345269730148,0.0046025233772677,0,0,0,0,0,0
