,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600011.SH,X600547.SH,X600585.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600803.SH,X600111.SH,X600027.SH,X002460.SZ,X600426.SH,X601991.SH,X000301.SZ,X600160.SH,X000983.SZ,X002466.SZ,X601699.SH,X000786.SZ,X600219.SH,X000807.SZ,X002128.SZ,X000630.SZ,X600176.SH,X000933.SZ,X601168.SH,X600985.SH,X000877.SZ,X000408.SZ,X600096.SH,X000883.SZ,X002353.SZ,X000027.SZ,X002271.SZ,X002409.SZ,X000932.SZ,X600995.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.101991902777473,0,0,0,0.211576110932015,0,-0.036610674176534,0.0697875713143214,0,0,0,0,0,0,0,-0.157899211379083,0,0,0,0,0,0,-0.163078488530851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278325255583845,-0.0150837877822417,0,0,0,-0.00621376250385412,0,0
X601088.SH,0,0,0.249488600336428,0,0,0,0.238762750856402,0,0,0,0,0,0.10063132586482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683151110457044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998952140455847,0,-0.00332968268412025,0.0899207554780137,0,0,0,0,0.031125029593241,0,0,0,0,0.0241272395941236,0,0
X600028.SH,0.495050713230758,0.180007629646317,0,0,0.0179919039671298,0.0502307478270703,0,0,0,0,0,0,0,0,0,-0.0303128572202495,0,0,0,0,0,0,-0.0280848204686537,0,0,0,0,0,-0.0682626295422094,0,-0.0814364826328239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341924600589859,0,0,0,0,0,-0.0256441084803216,0,0,0,0.081105596046478,0,0
X600309.SH,-0.117063130994445,0,0,0,0,0,-0.0116109566908475,0,0,0,0,0,0,0,0,0,0,0,0,0.0323666240660126,0,0,0,0.0640643600182944,0,0,0,0,0,0,0,0,0,0,0,0,0.00361354624911831,0,0,0,0,0,0,-0.0238661103164632,0,0.204269391607244,0,0,0.0433842149035281,0,0,0,-0.0479185638690294,0,0,0,0.0107822919458944,0,0
X601898.SH,0,0.0282440700827638,0.0920427935826041,0,0,0,0.160291322172135,0,0,0,0,0,0,0,0,0,0,0,0.131820338950367,0,0,0.0616704734743165,0,0,0,0,0,0,-0.0087221020815705,0.258298233521819,0,0,0,0,0,-0.0302598795536949,0,0,0.191543546403312,0,0,0,0,0,0,-0.00243111235990219,0,0,0,0,0,0,0,0,0,0,0.0104686099307613,0,0
X600019.SH,0,0,0,0,0.165403904067752,0,0,0,0,-0.0357537924263033,0,0,0,0,0,0,0,0,0,0,-0.000915279482911676,0.147235903882559,0,0,0,0,0.0856724999102831,0,0,0,0,0,0,0,0,0,0.042030877583549,0.0314847637461382,0,0,0,0,0,0,0,0,0,0.385250799907567,0,0,0,0.0463300833920052,0,0,0,0,0.0528052280263513,0,0
X600188.SH,0,0.270183878215291,0,0,0.205955997669753,0,0,0,0,0,0,0,0.0354787415071334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307832992520042,0,0.385819819105313,0,0,0,0,0,0,0.0398254132574991,-0.0999758247854809,0,0,0,0,0,-0.0551290698309192,0,-0.142598525561086,0,0,0,0,0,-0.051760495770733,0,0,0,0,0.00231053065015921,0,0
X600886.SH,0,0,0,0,0.0259422379282983,0,0,0,0,0,-0.0972087434182702,0,0,0.194141478127739,0,-0.0188761617252435,0,0,0,0,0,0.126692575836241,0,0,0.0989882949831465,0,-0.0312407360761638,0,0,0,-0.138778048216503,0,0,0,0,0,-0.0790473455925202,0,0,0,0,0,0.108626857501775,0,0,0,0,0,0,0,-0.150195639438909,-0.00249981391471083,0,0.0590225775194535,0,0,0.0478051971423092,0,0
X600011.SH,0.0363004596061674,0,0,0,0,0,0,0,0,0,0,0,0,0.092451890614841,0,0,0,0,0,0.131948645148016,0,0.341241000332624,0,0,0.235001974037254,0,0,0,0,-0.159621780174986,-0.033570984809302,0,0,0.0876527600160083,0,0,0,0,0,0,0,0,0.0845824990712346,0.0633471928087044,0,-0.107588057393296,0,0,0,0.0616028605558049,0,0.0094994402578421,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0202660160700858,0,0,0,0,0,0,0,0,0,0,0,0.541266140087882,0.176694296666503,0,0,0,0,0,0,0,0,0,0.0581151413934341,0,0,0,0,0,0,0,0.0302638081117311,0,0.127337394305641,0.10815394948879,0,0,0,0,0,0,0,-0.0434629121848241,0,0,0,0,0.153081010460528,-0.0289421082224513,0,0,0,0,-0.0341582036476648,0,0
X600585.SH,0,0,0.0495599065798606,0,0,0,0,0,0,0,0,0,0.11354887342597,0,0.110138307994766,0.0434046717567843,0,0,0,0,-0.0394408115057102,0,0,0,0,0,0,0,0,0,0,0.069857710578881,0,0,0,0.147192520483255,0,0,-0.0349214278927185,0,-0.0960601779861565,0.0940602614035754,0,0,0,0,0,0,0,0,-0.0173386850183594,0.033005342191118,0,0,0,0,0.0360296650556964,0,0
X600660.SH,0,0,0,0,0,0,-0.131161320772839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748333812079478,0,0,0,0,0,0,0.0586004117610516,0,0,0,0,0.0534571588172552,0,0,0,-0.0836660413126609,0,0.0931532875923917,0,0,0,-0.0534377862734219,0,-0.0396151029801949,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148169426387382,0,0,0,0,0,0,0,0,0,0.128998449101707,0,0,0,0,0,0.221163936515014,0.146283696968655,0,0,0.257278619757853,0.122665584143167,0,0,0,0,0.0947077918826599,0.178367675516001,0,0,0.0736135755352839,0,0,0,0,0,0,0,0,0,0,0,0
