,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600426.SH,X000877.SZ,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X002271.SZ,X600985.SH,X600160.SH,X000408.SZ,X000786.SZ,X000630.SZ,X000807.SZ,X000932.SZ,X000933.SZ,X600176.SH,X600348.SH,X600612.SH,X300037.SZ,X601168.SH,X600219.SH,X002128.SZ,X600688.SH,X600995.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.637919723127717,0.368509306728219,0,0,0,-0.0182174939891826,0.111035788583453,0,0,0,0,0,-0.224687564527985,0,0,0,0.0400508836698818,0,0,0,0,0,0,0,0,0,0,0,0,-0.217679103926634,-0.134273491306542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110277136438928,0,0,0.0681936424514245,0,0
X600028.SH,0.603592550201005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201937921514772,-0.0708798076378264,0,0,0,0,0,0,0,0.043212707474044,-0.0448779788492124,0.0903539367944416,0.0989791999867362,0.0243170588053481,0,-0.0773658250038174,0,0,0,0,0,0,0,-0.0791295440004121,0,0,0,0,0,0,0.0778020591646607,0,0,0,-0.0117038078459777,0.00325919927793173,0,0,0,0,0,0
X601088.SH,0,0.130834795205452,0,0,0.0758389829059023,0,0.000451397040032468,0,0,0,0,0,0,0,0,-0.0604634555811037,0,0,0.0791249864044765,0,0,0,0,0,0,0,0,0,0,0,0,0.0821603863667153,0,0,0,0,0,0,0.0881025945350322,0,0,0,-0.0227620915693339,0,0,0,0,0,0,0,0,0,0.0193315816189273,0,0,0,0.0562140052810454,0,0
X600309.SH,0,0,-0.0321016499074045,0,0.341030607847834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350341629482106,0,0.347397054086769,0,0,0,0,0,0,0,0.164066901189098,-0.090249911801809,0,0,0,0,0,0,0,0,0.237667642076232,0,0,0,0,0,0,0,0,-0.00777831976743692,0,0,0,0,-0.0796871953855353,0,0
X600188.SH,0,0,0.075749230101997,0,0,0.0877434193011293,0.116965189433062,0,0,0.0597218005952778,0,0,0,0,0,0,0,0,0.238687502920611,0,0,0,0,0.042678565030998,0,0,0,0,0,0,0.0373871843850592,0.153952378760196,0,0,0,0,0,0,0.0434340128455771,0,0.00165626332972649,0,-0.00755129012005921,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00818808358856727,0,0,0,0,0,0
X601898.SH,0.124565656147202,0,0.0616735154287123,0,0.371927154787488,0,0,0,0,0,0.13116998853074,0,0,0,0,0,0,0,0.0391898603068852,0,0,0,0,0.0650198188109876,0,0,0,0,0,0,0,0,0,0,0,0,-0.00404088963132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112998059087476,-0.0240048855165986,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.257097340345268,0,0,0,0,0,0.0731398386708703,0.117224464261298,0,0,0,0,0.220536004990081,0,-0.0190443330214916,0,0,0,0,0,0,0,0,0,0,-0.0919214828941232,0,0,0.381630952391405,0,0,0,0.122066010562048,0,0,0,0,0,0.0711143153390408,0,0,0.280735897442784,0,0,0,0,-0.0141569456482284,-0.00404754928801766,0.0737731799706906,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.132396467133441,0,0,0,0,0,0.013594172814985,0,0,0,0,0,0,0,0,0,0.447654184831797,0,0,0,0,-0.0231089610221621,0,0,0,0,0,0,0,0.0355435497015205,0,0,0,0,0,0,0,0.0802833575744558,0,-0.0515727559926557,0,-0.00515599803146234,0.00564446934340282,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613205922732846,0,0,0,0,0,0,0,0.07150426602344,0.00530016904798392,0.206048801462933,0,0,-0.00732465755862821,0,0.240754449274085,0,0,0,0.0818696467735468,0,0,0,0.0292002697020433,0.0358982955972276,0,0,0,0,0,0,0,0,0,0,0,0,0.00765062787372557,0,0,0,0,0,0
X600547.SH,0.0123195279260163,0,0,0,0.113341496304404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0803806561950866,0,0,-0.0389766870548095,0.551083798888254,0,0.0388513844429434,0,0,0,0.00300471947081116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304648665097016,0,0.00151607772925422,0.0061226914229362,0,0,0,0,0,0
X600886.SH,0.159209268007115,0,0.0648374624098302,0,0,0.0083148032852069,0,8.67361737988404e-19,0,0,0,0.0640635230807351,0,0,0,-0.00654437296100428,0.236689377734776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151351082389174,0,0,0,0,-0.0506656679761925,0,0,0,0,0,0,0,0,0,0,0,0,-0.13436465945043,0,0,4.33680868994202e-19,0,0,0,-0.0190817093453477,0,0
X600660.SH,0,0,0,0,0.00584276780037445,0,0.00385378888579068,0,0,0,0.219217276779201,0,0,-0.0437926461729038,0,1.0842021724855e-19,0,0,0,0,0,-0.0425655931592904,0,0,0,0,0.139767370322923,0,0,0,0,0,0.31977480909112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108014415503591,0,0,-0.00700904129074716,0.0247189215997941,0,0,0,0,0.143533239638742,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082024411683113,0,0.0223481893816494,0.0814668417692838,0,0.137907071988025,0,0,0,0.0951724304298548,0,0.24982880860552,0,0,0,0.0781346182374508,0.285340415734585,0,0,0,0,0,0,0,-0.0109307441947107,0.0217331163485657,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0394799637163678,0,0,0,0,0,0,0,0,0,0,0,0.746141341917773,0,0,0,0,0.00639929398622241,0.272838595782197,0,0,0,0,0,-0.258143243950104,0.0929780565151843,0,0.0134012014579617,0,0,0,0,0,0,0,0,0,0,0,0.0706275348769344,0,0,0,0,0,0,0,0,0.00704987159862861,-0.0249266898895563,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0817237519201042,0,0,0,0,0,0,0,0,0.212423802301841,0,0,0,0.312412871060807,0,0,0,0,0,0,0,0,0,0,0.0672125142805648,0,0,0.141881512838288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00559290202978334,-0.00278571063234785,0,0,0,0,0,0
X002460.SZ,0,0,-0.0150974024506443,0,0,0,0,0,0,0,0,0,0,0.709546598360011,0,0,0,0.110055993724091,0,0,0.108667017579921,0,0,0,0,0,0,0,-0.0435928445104627,0,0,-0.188297252910619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014752086365019,-0.000826754467001243,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.441255181439814,0,0,0,0,0,0,0,0.0799100460437938,0,0,0,0,0,0,0,0,0,0,0.347497595268842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238283295460939,0,0,0,0,0.0162562781907569,0,0
X000708.SZ,0.160008386193634,0,0,0,0,0,0.201771659665841,0,0,0,0,0,0,-0.021958443594307,0,0,0,0,0,0,0.307443272451424,0,0,0,0,0,0.114571075308514,0,0,0.046193439057779,0,-0.085263089942758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387457149605032,0.0653706238029691,0,0,0,-0.0118559254421005,0,0
X601699.SH,0,0,0.148630420998014,0,0.533397350157163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625848485141433,0,0.0519161894260454,-0.129162014060465,0,0,0,0,0,0,0.263676788050561,0,0,0,0,0,0,0,0,0,0.0373312444795682,0,0,0,0,0,0,0,0,0.0736132795289683,0.0247352286973113,-0.0368497305560798,0,0,0,0.0745224989389872,0,0
X600111.SH,0.0957148660301446,0,0,0,0,0,0,0,0,0,0,0,0,0.242900842081053,0,0.0667254232013933,0,0,0,0,0,0,0,0,0.164703794620703,0,0,0,0,0,0,0,0,0,0,0.194204103863677,0,0,0,0,0,0.010386612327477,0,0,0,0.128403877375285,0,0,0,0,0,0.0141257538917874,-0.0147039724803953,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11225559573111,0,0,0,0.0216352589098939,0,0.280702452514728,0,0.126748529907876,0,0,0.0587072597240568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141311871800211,0,0,0,0,0,0,0,0,0,0.00619245380980604,-0.0100405185948493,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.256357480115244,0,0.00236730268564088,0,0.217860402071067,0,0.00941828102185721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027999369154972,0,0,0,0.0388542675781195,0.158502547718495,0,0,0,0.0138422583723552,0.035468627198619,0,0,0,0,0,0,0.0911667674269961,0,-0.00582334659667663,0.0202249249486499,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0131397082896162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12120958060516,0,0,0,0,0.142845391200807,0,0,0,0,0.0800981438945464,0.106885342914776,0,0,0,0,0,0,0,0.310552928634928,0,-0.00917694199115085,0.0257254912114484,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.0418479856284078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379905647494329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124045083487434,0,0,0,0.00814087008939804,0,0.236316617855146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456499145943349,0,0
X600426.SH,0,0,0,0.36090665496919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281147130274153,8.67361737988404e-19,0,0.00547801532903116,0,2.16840434497101e-19,0,0.0197512873712274,0.209499065208993,0,0,0.279774518023127,0,0,0,0,0,0,0,0,0,0,0,0.172861035497119,0.0321869688538908,0.00543283168143589,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.178155960320695,0,0,0,0.461164362572449,0,-0.109744541890757,0,0,0,0,0,0,0,0,0,0,0,0,0.0713182144342451,0,0,0,0,-0.0435532064243157,0,0,0,0.196253055950647,0,0,0,0,-0.0171020660293922,0,0,0,0,0,0,0,0,0,-0.00720763329026272,0,0,0,0.000215644712581483,-0.0119480187330642,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0692007552585861,0,0.535028490946227,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.144478312816441,0,0,0,0,0,0,0,0,-0.0679816945648634,0,0.299741995252698,-0.127020304546916,0,0,0,-0.062631091436657,0,0,0,-0.076801621254601,0.0848205845289696,0,0,0,0,0,0,0,0,0,0,0,-0.0122643264413529,0.00969656212308216,0,0,0,0.00956697304349533,0,0
X600803.SH,0,0,0,0.116169133071945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102670447429987,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125162806345117,0,0,0.0897119781463572,0,-0.000167837773538435,0,0,0,0,0,0,0,0,0,0,0.154973455225216,0,0,0,0.00705193841261708,0.0169978194943803,0,0,0,0,0,0
X600489.SH,0,0.0470078103346659,0,-0.139025419252095,0,0,0,0,0,0.606095759496351,0,0,0,0.080506150540177,0.00481486538921074,0,0,0,0,0,0,0.127323775739688,0,0,0,0,0,0,0,0,0,0.0648408750671753,0,0,0,0,0,0,0,-0.00981332640308398,0,0,0,0,0,0,0,0,0,0,-0.00675614944177949,-0.00162580887052248,0.00574139105991463,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0461314048349716,0,0,0,0,0,0,0,0,0.133307291924584,0,0,0.107202127041153,0,0,0,0,0,0,0.155090087809637,0,0,0,0.0665365379824565,0,0.13295945413635,0,0,0,0,0,0,0,0.0421052094972754,0,0,0,0,0,0.0218461414416931,0,0,0,0,-0.0206521313867828,0.0171315565335827,0,0,0,0,0,0
