,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X002271.SZ,X600111.SH,X600010.SH,X600011.SH,X000877.SZ,X600660.SH,X000301.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X600096.SH,X000786.SZ,X000408.SZ,X000983.SZ,X000723.SZ,X600803.SH,X600141.SH,X300073.SZ,X002080.SZ,X601991.SH,X601699.SH,X600219.SH,X002192.SZ,X600486.SH,X600801.SH,X300037.SZ,X002497.SZ,X600027.SH,X000683.SZ,X002353.SZ,X002407.SZ,X000959.SZ,X600348.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122280107652383,-0.113820710966437,0,0.165874666335787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204670951021379,0,0,0,0,0,0,0,0.00916127326469414,0,0
X601088.SH,0,0,0,0,0,0,0.184933230153656,0,0.0219280482051685,0,0.0801230794325734,0,0,0,0,0,-0.15498183736843,-0.0389278783382471,0,0,0,0,0,0,0,0,0,0,0,0.0330065225603354,0,0,0,-0.019394642028371,0,0,0.125527037572973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00800115134551955,0,0,0,0,0,0,0
X600028.SH,0,0.0360178982003175,0,0.0138588404749471,0,0,0,0,0.00329762925411466,0,0,0,0,0,0,0,0,0,0,0,0.164712754822486,0,0.0606002505242657,0,0.0101919501820348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164155108251704,0,0.0106280057790017,0.0668962817411744,0,0,0,0,0,-0.0113941749429999,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0906326215243407,0,0,0,0,0.207435259356424,0,0,0.000535730768421198,0,0,0,0.111267708470569,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0530922562686775,0,0,0.031049488921492,0,0,0,0.0665378052513875,-0.0186276832195349,0,0,0.083589711032432,0,0,-0.0195199042214485,0,0,0,-0.026524656604434,0,0
X002460.SZ,0,0,0,0,0,0.306405063470912,0,0,0,0,0,0,0.129063663474505,0,0,0,0,0.0265739877970671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.276424476379614,0,0,0,0,0.0740951235249107,0,0,0,0.0341402421752479,0,-0.0517855028590821,0,0,0,0,0
X002466.SZ,0,0,0,0,0.6612322301134,0,0,0,0,0,0,0,0,0.118479756458527,0.055230126106727,0,0,0,0,0,0.0412684081631366,0,0,0,0,0,0.0257491840693213,0,0,0,0,0,0,0,0,0,0,0,0.0605763171684507,0,0,0,0.097511946760321,0,0,0,0,0,-0.026566686810747,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600188.SH,0,0.333169300865206,0,0,0,0,0,0,0,0,0,0,0,0,-0.183291573158045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429058686968452,0,0,0,0.187322066288678,0,0,0,0,0,0,0,0,0.00794206192173202,0,0,0.160877537327107,0.199239764420921,0,0.0558691946564858,-0.0337419397332282,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0465077741107475,0,0,0.152938438189941,0,0,0,0,0,0,0,0.131495811580897,0,0,0,0,0,0,0,0,0,0,0.0148314070068309,0,0,-0.0321888009734852,0,0.0224889867809127,0,0,0,0,0.37728998403817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0057341148320722,0,0
X000792.SZ,0,0,0,0,0.132098651480563,0,0.142566389236035,0,0,0,0,0,0,0,0,0,-0.0129396537869808,0,0,0,0,0.00834695789691419,0,0,0,0,-1.38777878078145e-17,0.0637083487404451,0.408861958186078,-0.0418807984893991,0,0,0.0705995666096353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.131353945213864,0,0,0,0,0,0,0,0,0.00479745137161869,0,0,0,0.123895130255385,0,0,6.93889390390723e-18,0,0,0.00674391791381983,0,0,0,0,0,0.0947463854376459,0,0,-0.0643396460041793,0,0,0.013499779646709,0,0,0.015339892459863,0,0.254410799406197,0,0,0,0.00589932821853735,0,0,0,0,0,0,0
