,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X002271.SZ,X000301.SZ,X600886.SH,X000877.SZ,X600795.SH,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X000629.SZ,X000786.SZ,X600160.SH,X000723.SZ,X600219.SH,X002080.SZ,X600489.SH,X600348.SH,X600995.SH,X600096.SH,X600378.SH,X000933.SZ,X000807.SZ,X600157.SH,X600688.SH,X600985.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.536946631128478,0,0,0,0,0,0,0.164277016467623,0.243885955369119,0,0,0,0,0,0,0,0,0,0,0,0.0942839228582236,0,0,-0.0234708266323035,0,0,0,0,0.0701513403152301,0,0.0329708918578181,0,0,0,0,0,0,0,-0.0118787264933821,0,0,0,0,0,0,0,0.0279924928797582,0,0,-0.000887100102655881,-0.0110644251202458,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.387091827104959,-0.0295759702458039,0,0,0,0,0,0.148550630285365,0,0,0,0,0,-0.0109840000753221,0,0,0,-0.0293193825419178,0,0,0,-0.0739440551262235,0.102556664798046,0,0,0,0.187333540044277,0,0,0,0.0381437029546626,0,0,0,0,0,-0.0172802160245629,0,0.0814707648890829,0,0,0,0,0,-0.0485614947137187,0,0,0,-0.0160564680257046,0,0,0,0,0,0
X600028.SH,0.553071296171327,0,0,0,0,0,0,0,0.00273899811427456,0,0,0,0,0,0,0,0,0.00484334490442138,0,0,0,0,0,0.0147118526026701,0,-0.0139804410867206,0,0.0941461618239829,-0.00382175108861781,0.0524571846035488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.63348284785879e-05,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138763780284775,0,0.0310455004274796,0,0,0.215474121306343,0,0.113698542652138,0,0.159852565363766,0,0,0,0,-0.113877283722657,0.310645096995243,0,0,0,0,0,-0.147663788418194,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.00719088670754924,-0.0481379742001407,0,0,0,0,0,0
X600188.SH,0,0.712024533538927,0,0,0,0,0,0,0,0.121072270291338,0,0,0,0,0,0,0,-0.0573948100794456,0,0,0,0,0,0,0,0,0,0.0315096113738007,0,0.0138953868042872,0.0436588076271576,0,0,0,0,0,0,0,0,0,0,0,0,0.183899122015325,0,0,0,0,0,0,0,0.00862384868009633,0.0549805264543768,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.487675413932778,0,0,0,0,0,0,0,0,0,0,0,0,0.0196736555008367,0,0,0,0,0,0,-0.164702699142321,0,-0.125789278458203,0,0,0.0370753816341525,0,0,0.111327775446619,0,0.198558993782932,0,0,0,0,0.153530138730367,0.0989265529308328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.032891400474357,0,0,0.0507668686459197,0,0,0,0,0,0,0.00467125734089851,0,6.93889390390723e-18,0,0,0,0,0.0074821780192188,0,0,-0.136535901613332,1.0842021724855e-19,0,0.0458461773616109,0,0.445455460203068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169968785569992,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.566178053417794,0,0,0,0,0,0,0,0,0,0.155440769460822,0,0,0,0,0.063806559908318,0.0722675520226597,0,0,0,0,0,0.0323815946613423,0.0306138254337833,0,0,0.347039687586482,0,0,-0.00781997395093057,0,0,0,0,0,-0.000521766664155532,0,0,0,0,0,-0.127352187705052,0,0,0,0,-0.0211921441981071,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.22095871724403,0,0,0,0,0,0,0,0.268939041838948,0,0,0,0,0,0,0,0,0.0205598599656507,0,0,0,0,0,0,0,0,0.232571423953045,0.0262256566106162,0,0,0.0112411063353442,0,0,0,0,0,0,0,0.034206896328923,0,0,0,0,0.0977017866871034,0,0.0357971139729428,-0.00464201267512074,0,0,0,0,0,0,0
X601898.SH,0,0,0.140540251736573,0,0.0867609314169644,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264683010136414,0,0,0,0,0,0,0,0,0,0.173183070569796,0.0148890459942105,0,0.418372986938211,0,0,0,0,0,0,0,0,0,-0.00540874952876406,0,0,0.0728838707825509,0,0,0,0,0,0,0,-0.0309482503533805,0,0,0,0,0,0,0
