,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X300072.SZ,X600688.SH,X600309.SH,X600547.SH,X600795.SH,X601991.SH,X600660.SH,X600362.SH,X600188.SH,X000709.SZ,X600027.SH,X600886.SH,X002466.SZ,X600157.SH,X600111.SH,X600489.SH,X600339.SH,X000959.SZ,X000898.SZ,X600299.SH,X601158.SH,X600008.SH,X000883.SZ,X600583.SH,X600578.SH,X600219.SH,X000630.SZ,X000408.SZ,X002460.SZ,X000539.SZ,X000792.SZ,X000786.SZ,X600352.SH,X000401.SZ,X000983.SZ,X000027.SZ,X002092.SZ,X000723.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0160789778527814,0,0,0,0.0281739368336005,0,0.152527938642267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251705469931791,0,0,0,0,0,0,-0.0271144874811294,0,0,0,0,0,0,0,0,0,0,0,-0.0141004815274968,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0406006492346192,0,0,0.0579282902012126,0.157974608551328,0.0346050516772221,-0.0123909917065223,0,0,0,0.0177406084927976,0,0,0,0,0,0,0,-0.0535654105545509,0,0,0,0,0,0.012771121252369,0,0,0,0,0,0,-0.0290916665367216,0,0,0.00883277620866303,0,0,0.0272889505401884,0,0,0.0884738182213374,0,0,-0.0039277857205249,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.116526163490403,0,0,0,0.0705115264786223,0,0,0,0,0,0,0,0,0.040972839201371,0.0840522935639102,0,0,0,0,0,0,0,0,-0.0175309186230951,0.162709640126354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381879890590759,0,0,0,0,0,0,-0.00344140973076321,-0.00302974453046901,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.382632533561823,0.0997431355008263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966677987863433,0,0,0,0,0,0.0674762664288863,0,0,0,0,0,0,0,0,-0.131749762877353,0,0,0,0,0,0.104437689921022,-0.00591718041953307,-0.0122407516627647,0.0259551526867824,0,0,0,0,0
X600011.SH,0,0,0.203182766614552,0,0,0,0,0,0,0,0,0,0.063001427682272,-0.232097029834555,0,0,0,0,-0.114498837140792,0.0625964220142293,0.659294698553851,0,0,0,0,0,0.0702412855276469,0,0,0,0,0.111034201394756,0,0,0,0,0,0,-0.00719761720720712,-0.0422572369971492,0,0,0,0,0,0,0.0434827499692587,-1.73472347597681e-18,0,-0.130490707625729,0.0338324299217643,-0.0110745368122609,0,0,0,0,0,0
X600585.SH,0,0,0.115150081083561,0,0,0,0,0,0,0.0825814593818602,0,0,0,0,0,0,0,0,0,-0.17932356680339,0,0,0.0352090173704038,0,0,-0.152533480368438,0,0,0.278579669441513,0,0,0,0,0,0,0,0,-0.14288438516485,0,0,0,0.133578715114409,0,0.217418504265502,0,0,-0.178358306537863,-0.0835153313802708,0,0,0.0122694773117119,-0.0191062136290061,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0224584645446371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301830616125983,0,0,0.0871690686319808,0,0,-0.0894533386110452,0.1269694107157,0,0,0,0,0,0,0,0.0147922340745355,0.100904103648257,0.0355179827881384,0,0.0248511005195815,0,0,0.00202952179238356,-0.0104100674809654,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379703667922785,0,0,-0.168275949094025,0,0,0,0.0580317280777181,0,0.223058349505132,0,0,0.261500925062176,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.409061198178634,0,0,0,0,0,0,0.0257438606478399,0.0340562356876289,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01924783076177,0,0,0,0,0,0,0,0,0.0050996535632852,0,0.358170474088541,0,0,0,0,0,0,0,0,0,0,0.255843109775884,0,0,0,0,0,-0.00379265979440496,-0.00365314110713809,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0908283779438547,0,0,0,0,0,0,0,0,0,0.37533287608436,0,-0.198352716175559,0,0,0,0,0,0,0,0,0,0,0,0.21417296726447,0,0,0,0.0585500196985105,0,0,0,0,0,0,0,0,0.0576389298431688,0,0.0795758972035999,0,0,0,0.0121678904472359,0.0007366967120501,0,0,0,0,0,0
