,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600010.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X600352.SH,X601158.SH,X600547.SH,X000898.SZ,X600489.SH,X000709.SZ,X000792.SZ,X002353.SZ,X000883.SZ,X000831.SZ,X000539.SZ,X600008.SH,X000630.SZ,X000629.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600660.SH,X600549.SH,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X002470.SZ,X600098.SH,X000937.SZ,X600348.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.446784830902441,0,0,0,0,0,0.0446764633040966,0,0,0,0,0.106034809334791,0,0,0,0,0.119314138202475,0,0,-0.00247716791714426,0,0,0,0,0,0,0,0,0.0529498061956461,0,0,0,0,0,0,0,0,0,0,0,0.0793376611721729,0,0,0,0,0,0,0,0.0490359683898638,0,-0.0180353088188367,0,0,0,0,0,0,0
X600028.SH,0.534609465282932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34494141137464,0,0,0,0,0,0.00156779834023775,0,0,0,0,0,0,0,0,0,0,0.0249594718213428,0,0,0.0858552724542355,0,0,0,0,0,-0.0428428965914491,0,0,0,0,0,0,-0.0390236793873973,-0.0101984260788356,0,0,0,0,0,0
X601088.SH,0,0.0748119784467819,0,0,0,0,0.094602348705551,0,0,0,0,0.0320437057018348,0.128263043714132,0,0,0,0.0765560384421144,0,0,0,0,0,0,0,0,0.0770150342089944,0,0,0,0,0,0,0,0,0,0,0.00217426996566127,0,0,0,0,0.375281861680558,0,0,0,0,0,0,0,0,0,0,-0.00278629707989123,0,0,0,0,0,0
X600011.SH,0,0.0625026842431827,0,0,0,0.101376889912277,0,0.149963374805403,0,0,0.0482388131688485,0.254276703399691,0.0908687794799448,0,0,0.0729866265536102,0,0,0,0,0,0,0,0,0,0.0513981053965743,0,0,-0.0125296347787565,0,0,0,0,0,0.0310615425936776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0.126607829850615,0.0699814726548388,0,0,0,0,0.122319020141457,0,0,0.0560999514081931,0,0,0,0,0,0.00218973518987993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267877383976766,0,0,0,0,0,0,0,0,0.198330555489514,0,0,0,0,0,-0.00243454982204985,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.10751512745766,0.0748001858442287,0,0,0,0,0,0,0,0,0,0,0,0.346769966553336,0,0.228323397016871,0,0,0,0,0,-0.0109746984470905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417750902734646,0,-0.0720039535014127,-0.0185709818319491,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0886114427324006,0.0972624636324383,0,0.0179211820518549,0,0.0319063502878774,0,0,0.0362365052728863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132432969419014,0,0,0,0,0,0,0,0.480235426512543,0,0,0,0,0,0,0,0,0,0,-0.00233344419634527,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0968627034546613,0,0.171480580349176,0.121707732978472,0,0.0205897849046886,0,0,0,0.0906698715547868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757590366847184,-3.46944695195361e-18,0,0,0,0,0.0213903059325818,0,0,0,0,0,0,0,0,0,0,0,-0.0419996664248205,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.254103702076497,0.167794054587234,0,0.0494405837115971,0,0,-5.42101086242752e-20,0,0,0.0962332282531218,0,0,0,0,0,0,0,0.0527143595100231,0.058967674659813,0,0,0,0,0,0,0,0,0,0,0,0.0910912927775581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280628781529867,0,0,0,0,0,0
X600795.SH,0,0.0934674194513772,0,0,0,0,0,0,0.0998473683503926,0,0,0.331488645526141,0.0133577536764745,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.109056853330759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026027541138102,0,0,0,0,0,0
