,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600188.SH,X002466.SZ,X601600.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600886.SH,X002460.SZ,X600547.SH,X300072.SZ,X600176.SH,X601992.SH,X600111.SH,X000898.SZ,X600352.SH,X000786.SZ,X600027.SH,X000553.SZ,X000792.SZ,X600299.SH,X000709.SZ,X000825.SZ,X600426.SH,X000408.SZ,X002271.SZ,X601158.SH,X000830.SZ,X601699.SH,X600489.SH,X000883.SZ,X600219.SH,X600315.SH,X600157.SH,X600583.SH,X600808.SH,X600339.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0636588267089906,0.251697088030622,0,0,0,0,0,0.0101702985693844,0,0.0437941169604555,0,0,0,0,0,0.0689899380742101,0,0,0.044258878595748,0,0.0146804884596528,0,0,0,0.0936660293796886,0,0,0,0.0230554583117934,0.0838673290406083,0,0,0,0,0.0341565001321804,0,0,0,0,0,0,0,0,0.00699892901334583,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.296254338325853,0,0.193421847808776,0,0,0,0,0,0,0,0,0,0.45459339616811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243845409268979,0,0,0.115163620133572,-0.0324914912805446,0,0,0,0.0644303652857587,0,0,0,0,0,0,0,-0.0284897352399812,0,0,-0.0258738777638407,0.00783417351211891,0,-0.100355127554505,0,0,0,0
X601088.SH,0,0.161286387944972,0,0.0850471136205211,0.117764466722419,-0.0393027010491064,0,0,0.0327856218846389,0,0,0,0.349039593708361,0,0,0,0,0,-0.0420096898224033,0,0,0,0,0,0,0,0,-0.204887040316227,0,0,-0.0665082606705668,0,0,0,0,0,0,0,0.426971326716886,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00405968616836204,-0.0281802676547329,0,0,0,0,0,0
X600019.SH,0,0,0.298825045256951,0,0,0,0,0,0.293393049732959,0,0,0,0,0,0,0,-0.0577514470196212,0,0.0447089887273025,0,0,0,0,0,0,-0.0718964795730565,0,0,0,0,-0.130019737379142,0,0.110338585694244,0,0,0,0,-0.128299664194894,0,0,0,0,0,0,0,0.153687977504209,1.73472347597681e-18,0,0,0.0106621034666664,0,0,0,0,0,0,0
X600585.SH,0,0,0.56892211822677,0,0,0,0,0,0,0,0.00351177527742659,0,0,0,0,0,0.0896883467686758,0,0.0200041350351224,0,-0.0181684710708247,0,0,0,0,-0.111387565124374,0,0,0,0,0,0,0,0,0,0.0798763560915454,0,0.203944397499624,0,0,0,0,0.038153461139931,0.0717519891084906,0,0,0,0,0,-0.00659493934324279,0.0541601005900801,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0929569530545313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063611227531678,-4.33680868994202e-19,0,0,0,0,0,0.429090567427022,0,-0.0291898126941673,0.150582188419582,0,0,-0.0441775304170452,0,0.292430512824389,0,0,0.120050087135954,0,0,0,0,0.00598676949958869,0,0,0,0,0,-0.00797267422964015,-0.0252820356067507,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00758220134215794,0.194339988513101,0,0,0,0,0,0,0,0,0.108008592784041,0,0.0532081464765833,0,0,0,0,0,0,0,0.0395424833057756,0,0.00409636290709586,0,0.139637988135964,0,0,-0.0155461152338377,0.0110140976523291,0,0,0,0,0,0
X601898.SH,0,0.0436156515986581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038057615994832,0,0,0,0,0,0.0470683498210704,0.0792130897869058,0.0231251107716422,0,0,0,0,0,0,0,0.0252176366104577,0.00875599275508161,0,0,0,0.00855212985009372,0.0935480183107472,0,0,0,0,0,0,0.130681037191478,0,0,0,0,-0.00907054676303163,0,0,0,0,0,0
X600188.SH,0,0,0.508587131009468,0.166269887259147,0,0,0,0,0,0.281640448477203,0.0331516473006885,0,0,0,0,0,0,0,0,0,0,0.236621593280339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1681025549446,0,0,0,0,0,0.150251192635593,0.0136980993325211,0.175089812056508,0,0,-0.00418682578618978,0.0191245566570222,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.140024619062927,0,0,0,0,0,0,0,0.00574629423726194,0,0.42786076549139,0,0,-0.0510439015344307,0,0.121113676108068,0,0,-0.052034577622944,0,0,-0.0159547483826243,0.144176050234991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468909854734824,0,0.0226032424102022,0.0058299263135808,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.206978239658682,-0.149496409064984,0,0,0,0,0,0,-0.205236392976786,0,0.250389875516509,0.273741011646512,-0.193652377722508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134008941657102,0,0,1.38777878078145e-17,0,0,0,0.0339011873245349,0,0,0,0,-0.580750128935769,0,0.1748413142299,0.0699465694532984,0,0,0,0,0,0
