,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X600688.SH,X601991.SH,X600623.SH,X600027.SH,X600362.SH,X600886.SH,X600111.SH,X600157.SH,X600188.SH,X601992.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X000709.SZ,X000883.SZ,X000539.SZ,X600309.SH,X000898.SZ,X600583.SH,X000027.SZ,X600547.SH,X600352.SH,X600489.SH,X000630.SZ,X002470.SZ,X300072.SZ,X000629.SZ,X600098.SH,X600176.SH,X000012.SZ,X000723.SZ,X600160.SH,X000761.SZ,X600021.SH,X600610.SH,X600315.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112872976488273,0,0,0,0.0311328140438032,0.0591391484526187,0,0,0,0.104130509766059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552283350498386,0.0254334251002473,0.0562561582075078,0,0,0,0.0191455931910228,0,0,0.0192016622799757,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.114105562990475,0,0,0,0.0180023773959227,0,0.022617398643588,0,0.106359833810382,0,0,0,0,0,0,0,0,0,0,0,0.195873259755248,0,0,0,0,0,0,0,0.00291437508505315,0.00471416578543053,0,0,0,0,0,0,0,0,0.0419553317154505,0,0.0309776762338184,-2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.456902701060465,0,0,0,0,0.0634712686574688,0,0.0321937115742218,0,0,0,0.0119260613313626,0,0,0,0,0.0220528061600837,0,0,0,0,0,0.087556350644643,0,0,0,0,0,0,0,0,0,0,0,0.0333229987553612,0.0981156007221339,0.0346642095475669,0,0,0,0,0,0,0,-0.0229742036326519,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0317111256369255,0,0.130876342501612,0,0,0,0,0,0,0,0,0,0,0.0774726013325819,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895608796121522,0,0.00291072935024372,0,0,0.0171083225140529,0.159307272943763,0,0,0,0,0,0.00581585639640463,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0566330609749494,0.250711683527894,0,0,0,0,0,0,0,0.267904542252026,0,0.0962136751332494,0,0,0,0,0,0,0.10629058810196,0,0,0,0,0,0,0,0,0,0.119629136944416,0,0,0.0331024360602114,0,0,0,0.0751326726725599,0.00462332685840192,8.67361737988404e-19,0,0,0,0.00386755328106252,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00980528319184749,0,0,0,0,0,0,0,0,0,0,0,0,0.0565774098023738,0,0,0,0.726522164816644,0,0,0,0.0618588322220506,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0715927450441817,0,0,-0.017002718592238,0,0,0,0,0.0125740281569552,-0.0567137654210181,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.158606646246964,0.0267959302026016,0,0,0,0,0,0,0,0,0.191864124915536,0,0,0,0,0,0,0,0.104312306073659,0,0,0.0767964192306503,0,0,0.0112145990108273,0,0,0,0,0,0,0,0,0.0119956099578647,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,-8.67361737988404e-19,0.0508441560813377,0,0,0.177283714408898,0,0,0,0,0,0.0284468171522431,0,0,0.00773179348440658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635488287690293,0.0480981127855744,0,0.224472573790089,0.143016591990205,0,0.013202810615329,0,0.0337673889935506,0,0,0,0,-0.000555781870203118,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00800344064004127,0,0,0,0,0,0,0.076125533463628,0,0,0.32139559099163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133075217992956,0,0,0.14528480311542,0,0.0415984426650827,0,0.0398978399803687,0.0714130492653867,0,0,2.16840434497101e-19,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0359503539479679,0,0,0,0,0,0,0,0,0,0,0,0,0.0557785716054929,0.0376099024623658,0,0.0365155438113637,0,0,0,0,0,0,0,0,0,0,0,0,0.0761896022502943,0,0,0,0,0.0834909911990759,0.136613423900136,0,0,0,0,0.0706864309165606,0.119285190498581,0,0,0,0,0,0,0,0,0,0,0,0
