,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X000709.SZ,X000831.SZ,X000883.SZ,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X000630.SZ,X000027.SZ,X000825.SZ,X002470.SZ,X600660.SH,X600008.SH,X600549.SH,X600021.SH,X000629.SZ,X600315.SH,X600808.SH,X600578.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000960.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.513740176789447,0,-0.0129794864167846,0,0,0,0,0,0,0,0.089041331621313,0.0800359336887471,0,0,0,0,0,0.0720522892359621,0,0,0,0,0,0,0.0145246782799655,0,0,0,0.0195479054554149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168174182519454,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.490793288807533,0,0,0,0,0,0,0,0,0.0221414255652138,0,0,0,0.0132373726593148,0,0,0,0.43803318763776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,-0.0183178164919649,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0144178190332211,0,0,0,-0.0387270602266268,-0.0116268196199638,0,0,0,0,0,0
X601088.SH,0,0.0513826391271796,0,0.00691937458634697,0,0,0.0467906192383736,0,0,0,0,0.139172802780737,0.14773730807326,0,0,0,0.0431945800776337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591420538890926,0,0,0,0.409656989741532,0,0,0,0,0,0,0.00556061702517189,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.157321655190975,0,0,0,0,0,0,0,0,0,0.0179487197894711,0,0,0,0,0.370722791224763,0,0.229636533675662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555415163862287,0,-0.055522094179042,-0.0114318158361424,0,0,0,0,0,0
X600011.SH,0.0620937038043566,0,0,0.101267501919044,0,0,0,0.116080408092337,0.118052419589521,0,0.145168280768858,0,0.0638630139227313,0,0,0.0550041771754582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194760256597849,0,0,0,0,0,0,0,0,0,-0.00475438248596085,0,0,0,0,0,0
X600585.SH,0,0.118766144999785,0.0361491589271807,0,0,0,0,0.0612477135535609,0,0,0,0,0.00198622486137027,0,0,0,0.0130559459068291,3.46944695195361e-18,0,0,0.151989714277849,0,0,0,0,0.0146507275787821,0,0,0,0,0,0,0,0,0,0.1893257159886,0,0,0,0,0,0,0,0.209257498317777,0,0,0,0,0,0,0,0,0.0020913268503882,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.110620595387289,0.0864221915671041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125449653957764,0,0,0.139491150138801,0,0,0,0,0,0.359908428486339,0.175917838570935,0,0,0.0188145529705804,0,-0.00438538341522269,-0.00420515083965536,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0588796012289228,0,0,0,0,0,0,0,0.0382470584792182,0,0,0,0,0,0,0,0,0,0.617141600939018,0,0,0,-0.146213116178802,0,0,0,0,0,0,0,0,0,0,0.212665666646801,0,0,0.166788779158361,0,0,0,0,0,0,0,0,0.186139751930853,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.158489958035288,-0.0377513496472498,0,0.220709812417229,0,0.203777112571571,0,0,0,0.0276171810366915,0.0293696605574573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00100791476141533,0,0.117591067863865,0.0692559307383049,0,0,0,0,0,0,0,0,0,0,0,0.0163001531149932,-0.0197743710320183,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.175545924744751,0,0.202363709999521,0,0,0.122380022874606,0,0,0,0.0584510362014278,0,0,0,0,0,0,0.109279409213564,0,0.0588103492998207,0,0,0,0,0.052526138176978,0,0,0,0.0335689029717465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039024397137372,-0.032884458287759,0,0,0,0,0,0
