,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000553.SZ,X000786.SZ,X000825.SZ,X000883.SZ,X600583.SH,X000539.SZ,X000408.SZ,X002470.SZ,X600612.SH,X002110.SZ,X600157.SH,X600339.SH,X600021.SH,X300072.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.310698061294494,0,0,0,0,0,0,0,0,0,0,0,0,0.0219929241087241,0,0,0,-0.0148515124000536,0,0,0,0,0,0,0,0.0624104507908429,0.131147466377908,0,0,0,0,0,0,0,0,0,0,0.298845004697988,0,0,0,0,-0.0269134121735596,0.00705990211581045,0,0,0,-0.0150191671219832,0,0
X600028.SH,0.139303546600746,0,0.077993198279623,0,0,0.0371964782639714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580955039514365,0,0,0,0,0,0,0,0,0.133870027796002,0,0,0,0.145376994816485,0,0,0,0,0,0,0,-0.147700135916272,0,0.140981245979856,0,0,-0.133732102649237,0.383595181432972,0,0,0,0,0.00477447884709826,0.139764656685065,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.298188004020969,0,0,0,0,0,0,0,0,0,0,0,0,0.0614657416741106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101933931954968,0.0924574073921717,0,0,0,-0.0556468275939035,0,0,-0.0129480270416824,0.0120102485433324,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.260978128543681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22596233248466,0,0,0,0,0,-0.156982574421596,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0311683491091821,0.0369109353026657,0,0,0,0,0,0
X600019.SH,0,0,0.0660205543447288,0,0,0,0.118474015505522,0,0,0,0,0,0,0,0,0,0,0,0.145309651955447,0,0.326031919968831,0,0,0,0,0,0,0,0,-0.0940546490919168,0,0,0,0,0,0,0,0,0,0.081644782056741,0,0,0,0,0.0712391780982478,0,0,0,0,0,0,0.0118023581840674,0.00472291569730694,0,0,0,0.0141795510659878,0,0
X600011.SH,0,0,0,0.194581595738211,0,0,0.141666616860701,0,0,0,0,0,0,0,0,0,0,0.623831042476866,0,0,0,0,0,0,0,0,0,0,0,-0.212059878573952,0,0,0.0272518695954127,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00809126101973646,-0.0576776930399348,-0.0569149934873921,0,0,0,0,0.00501986044689032,0,0,0,-0.0640543829094277,0,0
X600309.SH,0,0,0,0,0,0.329803328181741,0,0,0,0,0,0,0,0,0,0,0,0,0.251731699082987,0,0,0,0,0.188048633385882,0,0,0,0,0,-0.15648282933093,0,-0.1794705075268,-0.467745264417476,0,-0.129826004245992,0,0.337793517445778,0,0,0,0,0,0.333292934063314,0,0.257474464342778,-0.0206741090768827,0,0,6.93889390390723e-18,0,-0.39654529539847,-0.0406575474854287,0,0,0,0,0,0,0
X600010.SH,0,-1.73472347597681e-18,0,0,0,0.0137050354807247,0,0,0.011382118471089,0,0,0,0,0,0,0,0,0,0,0.0629361772326175,0,0,-0.0314263969118456,0,0,0,0,0,0,0,0,0,0,0.195659059035009,0.20281044938757,0.239317838890409,0,0,0,0,0,0,0,0,0,-0.0804730695717737,0,0,0,0,0,-0.00454486748118551,0.0231027594024348,0,0,0,0.0274809141899333,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390814732721639,0.0135680024785726,0,0.116545467338395,0,0,0,0.627886613021908,0,0,0,0,-0.0947993905021064,0,0,0,0,0,0,0,0,0,0,0,0,0.0999406910711278,0.0770725310189742,0,0,0.010360698437188,-0.0391444711536025,0,0,0,0,0,0
X601898.SH,0.356288832945661,0,0,0,0,0,0,0,0,0,0.386017549847333,0,0,0,0,0,0,0.0394739188937551,0.0962340759971653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150035732880734,0,0,0.0119154536701207,0,0,0,0,0,0,0,0,0.0767786694261109,0.0255036921080881,0,0,0,0,0,-0.016063729200052,0.0298036978300087,0,0,0,0,0,0
