,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600027.SH,X600111.SH,X600188.SH,X600362.SH,X600309.SH,X600583.SH,X600688.SH,X601158.SH,X601992.SH,X000898.SZ,X000709.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X000629.SZ,X002353.SZ,X600489.SH,X600352.SH,X600808.SH,X000831.SZ,X000027.SZ,X600578.SH,X000825.SZ,X000630.SZ,X600547.SH,X600549.SH,X601699.SH,X600307.SH,X600863.SH,X000983.SZ,X600008.SH,X600660.SH,X600098.SH,X000937.SZ,X600315.SH,X000959.SZ,X600348.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.57558347924669,0.0658529731746076,0,0,0,0,0,0,0,0,0,0,0,0.0209074827173019,0,0,0,0,0,0.0699501159993664,0,0,0,0,0,0,0,0,-0.0409980085194614,0,0,0,0.00351903234848834,0,0,0,0,0,0,0,0.0552653867794727,0.000805647751270912,0,0,0.0595535979600653,0,0,0,0,0,-0.0393425373638297,-0.00930147596304452,0,0,0,0,0,0
X600028.SH,0.515536657337545,0,0,0,0,0,0,-0.00650054427246918,0,0,0,0,0,0,0,0,0,0,0.307370482268845,0,0,0,0,0,0,0,0,0.0519188095905501,0,0,0,0,0,0,0,0.0630830298784765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381476118100093,0.000850928649058494,0,0,0,0,0,0
X601088.SH,0,0.079039270148212,0,0,0,0,0,0,0,0,0,0,0,0,0.193731302335365,0.0425342381034403,0,0,0,0,0.135664705648122,0,0,0,0,0,0,0,0,0,0,0,0,0.134507185660031,0,0,0,0,0,0,0,0.113723799890558,0,0,0,0,0,0,0,0,0,-0.023296910977069,-0.01334196993667,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0859567015370684,0,0,0.10636886598117,0,0,0.079114485064269,0,0.343324289064011,0,0.146062175892868,0,0,0.100001481324805,0,0,0,0,0,0,-0.119460188418793,0,0,0,0,0,0,0,0.0672085682206923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145157572036364,0,0,0,0,0,0
X600019.SH,0,0,0,0.0175097672381535,0,0,0,0,0,0,0.142546122049276,0,0,0,0.0599611898029343,0,0,0,0,0,0,0.332181273551395,0.251168771150677,0,0,0,0,0,0,0,0,0,0.0869169975006853,0,-0.0412356817156821,0,0,0,0,0,0,0,0,0,-0.090280231526818,0,0,0.0598914123047577,0,0,0,-0.0161724451080524,0,-0.00406573993829764,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0370631097229068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353796649946137,0,0.0541435150055728,0,0,0,0,0,0.0950118363387262,0,0,0,0,0,0.0652794899078352,0,0,0,-0.0259387899171395,0.0276801875369593,0,0,-0.0618710847787176,0.000559165097965775,0,0,0,0,0,0
X601898.SH,0,0,0.124787747152006,0,0,0,0,0,0,0.255893271944557,0.0400702203666105,0,0,0,0.0935119973679464,0,-0.0547281548919802,0,0,0,0.100042657305046,0,0,0,0,0,0.0416481875829327,0,0,0,0,0,-0.0452058324131134,0.0665312210765502,0,0,0,0,0,0,0,0.209195757148877,0,0,0,0,0,0,0,0,0.0345417970808778,-0.0255049102942863,-0.0121675805701438,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275396866325032,0,0,0,0,0,0.00299776002623255,0,0.130917911152311,0,0,0,0,0,0,0.165513389211418,0,0,0,0,0.0308974646897514,0,0,0,0.000446715915213126,0,0,0,0,0,0,0,0,0,-0.0251332744213282,0,0,0,0,0,0
X600795.SH,0,0.00447008150488994,0,0,0,0,0,0,0,0,0.164018739966908,0,0.0830466019265122,0,0,0,0,0,0,0,0,0,0.0631906138084367,0,-0.0514011863808155,0,0,0.0544821385102161,0,0,0,0,0,0,0,0,0,0,0,0,0.0802215169829445,0,0,0,0,0,0,0.0587542927665678,0,0,0,-0.0108031193988817,-0.00287888839276523,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.191399238880196,0.28848733734847,0,0,0,0,0,0,0.0200487557317632,0.394385219952412,0,0,0,0,0,0.0201069151558264,0,0,0,0,0,0,0,0,0,0,0,0,0.00910735374356635,0,0,0,0,0,0,0,0,0,0,0,0,0.0132752246734426,0,0,0,0.00275896702090616,0,0,0,0,0,0,0
X600886.SH,0,0,0.341651197533628,0.144212032111438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545592521125037,0,0.0815088478334532,0,0,-0.0572065991935406,0,0,0,0.0552772232773772,0,0,0,0,0,0,0.0366399868710293,0,0,0,-4.33680868994202e-19,-0.000282371819891845,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.209641726932147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506659138864447,0,0.108837658786414,0.287876837315046,0.333163001930258,-0.194697947124654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155557540296353,0,0,0,0,0,0
X600027.SH,0,0,0,0.251803069746769,0,0,0,0.205425510917262,0.0868195115452193,0.0856165948660408,0,0.0522058337690312,0,0,0,0,0,0,0,0.0303800543470107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116307643842089,0,0,0,0,0,0,0,0,0,0,0,-0.000910350783904545,-0.00859089718933104,-0.0997371272832589,0,0,0,0,0
