,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X601991.SH,X600795.SH,X600309.SH,X600362.SH,X600660.SH,X600188.SH,X600886.SH,X601992.SH,X600027.SH,X600157.SH,X600111.SH,X002466.SZ,X600489.SH,X600339.SH,X000898.SZ,X000709.SZ,X600299.SH,X000959.SZ,X601158.SH,X000792.SZ,X600583.SH,X000630.SZ,X000408.SZ,X000883.SZ,X002460.SZ,X600352.SH,X000983.SZ,X600219.SH,X000539.SZ,X000825.SZ,X000027.SZ,X000723.SZ,X002092.SZ,X600578.SH,X601699.SH,X600021.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.204215761583814,0,0.0099432558338174,0.0232365823575749,0,0,0,0,0.0474420413697819,0,0,-0.0325623546111615,0,0,0,0,0,0,0,0,0,-0.00471262577776971,0,0,0,0,0,0,0,0,0,0.0672826916159391,0,0,0,-0.0582022416620707,0,0,0,0,0.0225409314272678,0,0,0,0,0,0.0764945642413983,0,0,-0.00825303877583357,-0.000562491470810426,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0420250890771718,0,0,0,0.072858314402532,0,0.222318636901124,0,0,0,0,0.106938130727786,0,0,0,0.0432417349905065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355548100211401,0,0,0,0,-0.0382176452077704,0,0.0457868559941801,0,0,0,0.0226811630385183,0.000711015761658502,0,-0.00241121710459642,0.0101941091929694,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.179728918234673,0,0.119434590785979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226944162647032,0.108237399651873,0.0761656091450749,0,0,0,0,0,0,0,0,0,0,0.0511599083265457,0,0,0,0,0,0,0,0.066379479934158,0.00436019613361938,0,0,-0.00790369555701989,0.000535263243577351,0,0,0,0,0,0
X600019.SH,0,0,0.11037146528125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322467470438076,0,0,0,-0.0345169913760887,0,0,0,0,0,-0.0358066530642398,0,0,0,0,0,0,-0.0109177780855157,-0.0226167966545831,0,0,0,-0.321911321398147,0.248307952379907,0,-0.0122243554712558,0.312465510439083,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.362923615848149,0,0,0,0,0,0,0,0.00460732011683106,0,0.239773275866217,0,0,0,0.109058098070848,0,0,0,0,0,-0.123994414052922,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.152393623898808,0,0,0,0,0.0472597239022843,0,-0.00563055529120798,0,0,0,0,0,0,0
X600011.SH,0,0,0.0514110091406755,0,0,0,0,0,0,0,0,-0.212317673691493,0,0,0.105247286519281,0.0346239958434423,0,0,0,0,0.152483694796641,0,0,0,-0.0538915037464588,0,0,0,0,0,0,0,0,0,0,0,-0.00944932915141167,0,0,0,0,0,0,0.0430396984766113,0,0,0,0,0,0,0.0555852864994691,-0.0224465763920158,0,0,0,0,0,0
X600010.SH,0,0,0,0.0633957268995662,0,0,0,0,-0.0322799383359266,0.155586323961289,0,0,0,0,0,-3.46944695195361e-18,0.179079028498683,0,0,0,0,0,0,0,0,0.0218890138460076,0.197948818975841,0,0,0,0,0,0,0,0,0,0,0,0.0328079680627931,0,0,0,0,0.0414536993828949,0.0561887338727214,0,0,0,0,0,0,-0.00437575405154457,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636262552644253,0.0015514979937299,0,0,0,0,0,0,0,0,0,0.0584578089332704,0,0,0,0,0,0,0.321744599980346,0.0100819789769619,0,0,0,0,0.295486307899116,0,0,0,0,0,0,0,0,0,0.0672904066299803,0,-0.00203407278600739,-0.00216351765316329,0,0,0,0,0,0
X300072.SZ,0,0.134658525216547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101121687167817,0,0,0,0,-0.182851101787775,0,0,0,0,0.259844423086038,0,0,0,0,0.170540286562199,0,0,0,0,0,0,-0.103293252906649,0,0,0,0,0,0.0186540264829974,0,0,0.0673143250515127,-0.0171027179906894,0,0,0,0,0,0
X601600.SH,0,-0.0845437682847613,0,0,0.0782025982325426,0,0,0,0,0,0,0,0,0,0,0.167149934041413,0,0.0567047516881209,0,0,0,0,0,0,0,-0.0175730271940267,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0216195118400789,0,0,0.535138214716687,0,-0.0819316921189979,0,0,0,0,0,0,0.0490385334595108,0,0.00819717597271603,-0.00912834346755531,0,0,0,0,0,0
