,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601991.SH,X601898.SH,X600795.SH,X601600.SH,X600886.SH,X600027.SH,X600010.SH,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X600309.SH,X601158.SH,X600688.SH,X601992.SH,X000898.SZ,X000709.SZ,X000883.SZ,X000792.SZ,X000539.SZ,X002353.SZ,X000831.SZ,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X000630.SZ,X000027.SZ,X600578.SH,X600547.SH,X000825.SZ,X600549.SH,X600008.SH,X600863.SH,X600307.SH,X601699.SH,X000983.SZ,X600660.SH,X600315.SH,X600098.SH,X002470.SZ,X000937.SZ,X000959.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.594441042189724,0.0699871606405744,0,0,0,0,0,0,0,0,0,0,0,0.0468276057644234,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580119529712046,0,0,0,0,0,0.00536231179239169,0,0,0,0.00845675375376994,0,0,0,0.021881264705651,0,0,0,0,0.0634492363693334,0,0,0,-0.0359440896470703,-0.0132953357428457,0,0,0,0,0,0
X600028.SH,0.544179732837916,0,0,0,0,0,-0.0247389650159287,0,0,0,0,0,0,0,0,0,0,0,0,0.314651573569859,0,0,0,0,0,0,0.0308910913508473,0,0,0,0,0,0.0583467684451884,0,0,0,-6.52342375298919e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337502717298399,0.00583440390979229,0,0,0,0,0,0
X601088.SH,0,0.0557096393211339,0,0,0,0,0,0.152734617616174,0,0,0,0,0,0,0.222169429537035,0,0,0,0,0,0.108575682322038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109426007406737,0,-0.000128354519613467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286483314999186,-0.0202927405228201,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.131502395827917,0,0,0,0,0,0.0877290210522169,0.211204588898774,0,0,0.0572924715477573,0,0,0,0,0.103277342811657,0,0,0,-0.109032068977597,0,0,0,0,0,0,0,0,0,0.0917714253458001,0,0,-0.0104747728304609,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300493695146934,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.182716334552311,0,0,0,0,0,0,0,0,0,0,0.272915427430862,0.216724641350764,0,0,0.0132800829531091,0,0,0,0,0.00713488006696699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169777345143429,0,0.0876323536371324,0,0,-0.0477123030669973,-0.0067565438979899,-0.0585414033665723,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0269438697253342,0,0,0,0,0,-0.0185402674336751,0,0,0,0,0,0,0,0,0,0.0192126839320289,0,0,0,0,0,0,0,0,0.121800252301505,0,0,0,0.0194422390199159,0,0.0433071080525804,0,0,0,0,0,0.032879261243113,0,-0.0667883207011969,0.00218026173299803,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0282051523374846,0,0,0,0,0,0,0,0.0416890756223584,0.00851819386484469,0,0,0.00232449152198279,0,0,0,0,0,0,0.115721857763694,0,0,0,0.163957679410282,0,0,0,0,0,0,0.0498886173060867,0,0,0,0,0,0,0,0,0,0,-0.0231962319328592,0,0,0,0,0,0
X601898.SH,0,0.0129709304283614,0.131771044063135,0,0,0,0,0,0,0.344587122609453,0,0,0,0,0.0388117196243852,0,0.0484153085199638,-0.0874407640167601,0,0,0.0808939425971636,0,0,0,0,0,0,0.0754219338610918,0,0,0,0.0119163002950453,0,-0.00198104395836696,0,0,0,0,0,0,0,0.0458063763561859,0.144101720816224,0,0,0,0,0,0,0,0.0196638279995596,-0.0195816497205955,-0.0243570121066166,0,0,0,0,0,0
X600795.SH,0,0.0991612348066487,0,0,0,0,0,0,0,0,0.0841072404017595,0,0,0,0,0,0,0,0,0,0,0.185404352149445,0,-0.0207183221708513,0,0,0.0810910605137539,0,0,0,0,0.0237900808718374,0,0,0,0,0,0,0,0.0194066108046695,0,0,0,0,0,-0.00842770174499484,0,0,0,0,0,0,0.00315451146970772,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.404059177862461,0.0847663936791769,0,0,0,0,0,0,0,0.184395341087025,0,0,0,0,0,0.0895822879970603,0,0,0,0,0,0,0,0,0.0469231688254957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0110696055863321,0,0,0,0,0,0
