,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X600299.SH,X600623.SH,X600547.SH,X600660.SH,X000709.SZ,X002466.SZ,X601158.SH,X600489.SH,X000792.SZ,X000898.SZ,X600583.SH,X600309.SH,X000629.SZ,X600352.SH,X000539.SZ,X000060.SZ,X000883.SZ,X002075.SZ,X000983.SZ,X000959.SZ,X000630.SZ,X000027.SZ,X601699.SH,X600021.SH,X300072.SZ,X002470.SZ,X600022.SH,X600578.SH,X000012.SZ,X600098.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0455183554705908,0.124553200942402,0,0,0,0,0,0,0,0.0456222982186867,0.185349248915497,0,0,0,0,0,0,0,0,0,0,0.0149275020035359,0.0364686304041531,0.0691623557246584,0,0.035653490640076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416868797567353,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0541340236981605,0.180528321614872,0,0,0,0,0,0,0.0100100893004739,0.00731929079610411,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0393580409888363,0,0,0,0,0,0,0,0,0,0,0,0.0702908938737169,0,0,0,0,0,0.0398356507779264,0.0276589885083258,0,0,0,0.0299586432282395,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.325298136216041,0,0,0,0,0,0.0381657792189143,0,0,0,0,0,0.0826794033982514,0,0,0,0,0,0,0,0.0815312186056615,0,0,0.122870177247053,0,0,0.101571390103577,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0779935905749215,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0268767850192338,0,0,0,0.00269571588918192,0.00752145258912649,0,0,0,0,0,0,0.0674714432817467,0.0205697557697547,0,0,0.015947915386427,0.0525665787493984,0,0,0,0,0,0,0,0,0,0,0,0.139784659928106,0,0,0,0,0.134700867907068,0,0.0426741156678462,0.056082891530989,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299606623626028,0,0.0601122627053561,0,0.0368123369652134,0,0,0,0,0.152032003188476,0,0,0,0,0,0,0,0.0761339514538804,0,0,0.10035606119084,0,0,0,0.0985977021999555,0.241092381772082,0,0,0.0874450097615315,0,0,0.0985797468348062,0,0,0,0,0,-0.0019778713035968,-0.0100568109232937,0,0,0,0,0,0
X600019.SH,0,0,0.0866171353055043,0,0,0,0,0,0.235590014641318,0,0,-0.0695169281773283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310160291975131,0,0,0,0,0,0.0557361488391355,0,0.0267521531736074,0.099022917494666,0.143563353473042,0,0,0,-0.0466070615289939,0,0,0.138857242983489,0,0.0687184143383443,0,0,0,-0.00910537612653785,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0246694312231946,0,0,0,0,0,0,0.0683425255175595,0,0,0.00058686985924541,0,0,0,0,0,0,0,0,0,0.0776773827837446,0,0,0,0.055406592399025,0,0,0,0,0,0.0492370726876242,0,0,0,0,0,0,0.242136767432696,0,0.0660061978128703,0,0.0924719365507731,0,-0.0118194347644117,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.257690012500604,0,0,0,0,0,0,0,0,0,0,0,0.0400550952370539,0,0,0,0,0,0,0.119778024052723,0,0,0,0,0,0,0.261246267922396,0,0,0.0640099488751937,0.0527001211624509,0,0,0,0,0,0,0,0,0.0256883512578813,0,0,0,0.0554908008224876,0.0290902013840961,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0375636608980891,0,0,0,0,0.0423417284088074,0,0.0605823683080345,0.262560040183946,0,0,0,0,0,0,0,0.00227793514650619,0.147416781966532,0,0,0.109809214212354,0,0,0.0206616423448593,0,0,0,0,0.035112296088915,0,0,0,0,0,1.73472347597681e-18,0,0.132056695571572,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0813657232393615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220587550325008,0,0,0,0,0.0697994237469347,0,0.177326267841912,0,0,0,0,0,0,0,0.200458733303212,0,0,0.234380941949145,0,0,0,0,0,-0.063768993675934,-0.0110187742957571,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.078766624425653,0,0,0.00360769945625618,0,0,0,0.114259764760711,0,0,0,0,0,0,0.101182253904748,0,0,0,0,0.00701575146315366,0.01361787325327,0,0,0,0,0,0,0.053397882391825,0.036806633724668,0,0.00858760313129364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263750787142792,0.0273480029031809,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.520524516553005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071088933371428,0,0,0,0.168563896099092,0,0,0,-0.0105504965227571,-0.0293358203874455,0,0,0,0,0,0.0779172987540494,0,0,0.168582226717912,0,0,0,0,0,0,0,0,0,0,-0.00659000697716015,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.00298780370394016,0,0,0,0,0,0,0,0,0,0,0,0,0.130127865014659,0,0,0,0,0,0,0,0,0,0,0.0442803212924291,0,0.0345205219645746,0.0376189080291168,0.24359123349868,0,0,0.00382821726832214,0,0,0,0.0196527304750207,0,0.115219374768123,0,0,0.00890747278943872,0,0,0.14540134907276,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0089687368023564,0.104700882719471,0,0,0,0.0951284021203109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485414014691405,0.0420475214066453,0,0.0319803469718504,0,0,0.100235256211817,0,0,0.0298511325327219,0,0,0.102869592207374,0,0,0,0,0,0,0.0143445579581076,0.228216981515074,0,0,0,0.00886786224924132,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0864552383818361,0.101726306614036,0,0,0,0,0,0,0,0,0,0.03234015127012,0,0,0,0,0.00548963289054051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346463880554552,0,0,0,0,0,0,0,0.0463603633567003,0,0,0,0,0.138740715322003,0,0.297742615095138,0,-0.0809941701331916,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0590457152372833,0.163190804492199,0.00681917250567535,0,0,0,0.296539014770459,0,0,0,0,0.0580793860012146,0,0,0,0,0,0.173405513839254,0,0.0032986573218918,0,0,0,0,0,0,-0.00721942325857382,0.0673441349357202,0,0.108487339769945,0,-0.0515856205248941,0,0,0,0,0,0,0,0,0,0,0.0074976660788842,0,0,0,-0.086126965997971,0.0541308555754987,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.199745279162318,0,0,0,0.0857928641262328,0,0,0,0,0,0,0,0,0,0,0.113639498133993,0,0,0,0.172582255359654,0,0,0,0.0460032628974532,0,0.0415591256365993,0,0,0,0,0.202680343383142,0,0,0,0,0,0.0235009988735356,0,0,0,0,0,0,0,0,0.0541767118123935,0,-0.0138112133164753,0.00983897501521519,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115672865471335,0.121549799947294,0,0,0,0,0,0,0,0.0361456339081514,0,0.0978651159455341,0,0,0.183151103013618,0,0,0,0,0.0269315910254513,0,0,0,0,0,0,0,0.00641227361862582,0,0,0.0936196630477179,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709416564901071,0.0534220488749012,0,0,0,0,0,0,0,0,0,0,0.0117347535524437,0,0,0.180506381218771,0,0,0,0,0,0.164234415218197,0,0.0855051468763247,0,0.0513425930261661,0.242482645271004,0,0.10928989748158,0,0,0,0,-0.00273432235415988,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315363895556305,0,0.151650322322844,0.0963595176125824,0,0.115482639454034,0,0.173096960589155,0,0,0,0,0,0,0,0,0,0,0,0,0.266203689541652,0.0282369341469754,0,0,0,0.0222199350591944,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141105936534024,0,0,-0.0789141313763545,0,0,0.145532335197693,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267661102696676,0,0.563024985749308,0,0.29744660129641,0,0,0.0785693626162528,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547347860714902,0,0,0,0,-0.0239536831900782,0,0,5.42101086242752e-20,0,0,0.96539939679054,0,0,0,0,8.67361737988404e-19,-0.025707778353648,0,0.256242433720131,0,0,0,-0.0140868455028078,0,0,-0.0757475088025389,0,0,0,0,0,-0.0473934634744579,0,0,0,0,-0.00491721385479177,0,1.73472347597681e-18,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0834242038144323,0,0,0,0,0,0.121301014803941,0,0,0,0,0,0,0,0.0853233835380616,0,0,0,0,0,0,0,0,0,0,0.0152543401067228,0,0,0,0,0,0,0,0,0,0,0.00975201717310604,0,0,0,0.113593037316961,0,0,0,0,0,0,0,0,0
