,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600111.SH,X600803.SH,X600010.SH,X601699.SH,X002460.SZ,X000983.SZ,X600160.SH,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X002128.SZ,X000807.SZ,X600985.SH,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X600348.SH,X000883.SZ,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.101619293034718,0.399767226983021,0,0,0,0,0.08585725999525,0,0.192498735387683,0,0,0,0,-0.137402830586782,0,0,0.030046421509589,0,0,0,0,0,0,0,0,-0.108271901190439,0,0,0,0,0.0403250480049124,0,0,0,0,0,-0.0392974732322341,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00612884440411449,0.00793033526538376,0,0,0,0,0,0
X601088.SH,0.242394976398795,0,0,0,0.0132885662609259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362008179144049,0,0.270618193725867,0.0139245279068353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045820206018231,0.00743211883126411,0,0,0,0,0,0,0,0,0,0,0,0.0634282706775815,0,0
X600028.SH,0.381774838611642,0.104487400035488,0,0,0,0,0.0652249685811759,0,0,0,0,0,0.0784456984732147,0,0,0,0,0,0,0,0,-0.00860293288613823,0.000290521990515547,-0.15760316283843,0,0,0,0,0,0,0,0.0494965310246104,0,0.0076332632504502,0,0,0,0,0.07328890490447,0,0,0,0,0,0,0,0,0,0,0,0,0.0131886067409875,-8.67361737988404e-19,0,0,0,0.00189116581569706,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193544714600854,0.0938764676146004,0,0,0.0420391536137715,0,0,0,0,0,0,0.00514452165853281,0,0,0,0,0,0,0,0,0,0.0657557222935933,0.0688418268040745,0.011554223495905,0,0.00800902468488357,0,0,-0.111626633024682,0,0,0,0,0,0,0,0,0,0,0,0,0.0476145218533566,0,0
X600188.SH,0.121315948959262,0.0607652577277481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893680107731554,0,0,0,0,0,0.198710065596528,0,0,-0.0151538309006436,0,0,0,0,-0.00945995858573192,0.0653127041180039,0.121874067657349,0,0.17286603224943,0,0,0,0,0,0,0.142011057699178,-0.111617722226843,0,0,0,-0.213755436638653,0,0,0,0,-0.0580557938875831,0,0,0,0,0,0,0
X601898.SH,0,0.111064924029139,0,0,0.024293924829709,0,0,0,0,0,0,0,0,0,0,0.0155209196655213,0,0,0,0,0,0,0.127975746488009,0,0,0,0,-0.0623192862825326,0,0,0,0,0.0514429571524666,0,0.299376900312758,0,0,0,0,0,0,0,0,0.102811051295449,0.240392946626315,0,-0.0423109844625084,0,-8.67361737988404e-19,-0.0218281206737339,0,0.205769338228672,-0.0255448945586811,0,0,0,0.161096396243039,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119228490384274,0,0.352779417165082,0,0,0,0.142625223573223,0,0,0,0,0,0,0,0,0,0,0,0.0312337936447363,0,0,0,0,0,0,0,0,0,0,0,0.138240028285499,0,0.046337397884173,0,0,0,0.0258887237372373,0,0,0,0,0,0
X600011.SH,0.027075930597755,0,0,0,0,0,0,0,0,0,0,0,0,0.264603590749992,0,0,0,0,0.0810034194336663,0,0,0,0,0,0,0,0,0.338709736871345,0,0,-0.104333666286299,0,0.193370265308503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218414354167991,0.0374815251367467,0,0,0,-0.0971325529267417,0,0
X600886.SH,0,0,0,0,0,0.118381635673805,0,0,0,-0.00237709149527561,0,0,0,0.267066617290198,0,0,0,0,0,0,0,0,0,0,0,-0.0302179842701752,0.000420330438156242,0,0,0,-0.164653639553282,-0.0937378594981632,0,0,0,0,0.0742321655295614,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204980679001327,0,0.017947013296509,0,0,0,0.0630753756768426,0,0
X601600.SH,0,0,0,0,0,0,0,0.0284940331801135,0,0,0,-0.015315363020304,0,0,0,0,0,0,0,0,0.0888919211719444,0,0,-0.0381657296066684,0,0.16473664658858,0,0,0,0,0,0.299569028560338,0,0.13324048902833,0.168030022834888,0,0,0,-1.38777878078145e-17,0.178323448494772,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
