,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X002466.SZ,X600362.SH,X000301.SZ,X600111.SH,X000786.SZ,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X600795.SH,X000027.SZ,X601991.SH,X600803.SH,X600219.SH,X600352.SH,X600489.SH,X000408.SZ,X600801.SH,X000807.SZ,X000932.SZ,X600688.SH,X002353.SZ,X000898.SZ,X300037.SZ,X600315.SH,X000825.SZ,X002080.SZ,X601699.SH,X600157.SH,X000959.SZ,X600486.SH,X000830.SZ,X600299.SH,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0843119645509807,0,0,0,0,0,0,0,0,0,0,0,0.0457425260654817,0.0341875745029331,0,0.0121725159902035,0,0.0224509938456224,0.0531055783848287,0.115169738827748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576804116886331,0,0,0,0.0385189828061635,-0.0393978061904724,0,0,0,0,0,0.00474718067259661,0,0,0,0,-1.35525271560688e-20,0,0
X600028.SH,0,0,0.0569217318781274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453876892817212,0.00486822364024474,0.0880126442900566,0,0,0,0,0.00128924480126976,0,0,0,0,0,0,0,0.00880161315708762,0.052107797907139,0,0,0.0700955829642111,0,0.0508219018258181,0,-0.100364649091685,0,0,0,0,0.105852064591113,0,0,0,0,0.0874258994982044,0.0194289628409569,0,0,0,-0.0257823327129196,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.120964699049453,0,0,0.141563128664404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278669254790143,0,0.0070144468610326,0,0.0357960250632705,0,0,0,0,0,0,0.0270376438421986,0.00521221526758895,0,0,0,0.00147474625368246,0,0
X600309.SH,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0986113826170425,0.236579280065388,0,0,0.189470542332931,0,0,0,0,-8.67361737988404e-19,0,-0.0806599338575593,0,0,0,0,0,0,0,0,0,0,0,0.0482034514119765,0.0366160069927059,0,0,0,0,0.111072934346057,0.124404962425792,0,-0.0219543387786372,0.100766103099626,0,0,0,0,0,0,-0.0110328336401277,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443001714014972,0,0,0,0,0,-0.0346832133844554,0,0,0,0,0,0.00946029458785722,0.129522844972969,0,0.0877239606073642,0,-0.0176698920436096,0,0,0,0,-0.0266656103591073,0,0,0,0.0479722139982448,0,0,0,0,0,0,-0.00179779566964703,0,0,0,-0.0238893740874828,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.227807184695858,0,0,0,0,0.701568890743968,0,0.0127208493251787,0,0,0.0894290247504367,0,0,0,0,0,0,0.0456748877551235,0,0,0,0,0,0,0,0.0297525193617438,0,0,0,0,0.0482610109970311,0,0,0,0,0,0,0,0.0220880693876437,0,2.16840434497101e-19,0,0,0,-0.0321750512647332,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0447531643701467,0,0,-0.0773754561178243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230317729547707,0.334416172692709,0,0,0.0972846930526646,0,0,0.144528994852085,0,-0.0423978626554811,-0.0247501031154883,0,-0.0531620607149009,0,0,0,0,0,0,-0.0310780079436246,0,0,0,-0.0138994151456364,0,0
X002271.SZ,0,0,0,0.00950814414067827,0,0,-0.0596930431590492,0,0,0,0,0,0,0.0738460770527193,0,0.0167682401391595,0.130439984197108,0,0,0,0.145413185967306,0,0,0,0,0,0,0,0,0,0.02910473294952,0.207723343799882,0,0.0416628449509855,-0.0734278348530431,0,0,0,0.035530997613259,0.0962987117867612,0,0.099138091702294,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0944232572171052,0,0,0,0,0.0269768323677367,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.109545926021659,0,0,0.107318945610622,0.128915339423812,0,0,0.0279128622949752,0,0,0,0,0,0,0,-0.109807450006766,0,0,0,0,0,0,0,0,0,0,0,0,0.163120672522652,0,0,0.0293212206707793,0,0,0,0.156877427961923,-0.0874114272339234,0,0,0.0296504675071881,0,-0.016037606955859,0,0,0,0,-0.0185057725788187,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0167601285805896,0,0,0,0,0,0,0.00122978601269075,0.0913110716765131,0,0,0,0,0,0,0,0,-0.0148331260716855,0,0,0,0,0,0,0,0.0138474712270637,0,0.149493301022234,0.324244533988181,0.18333251074223,0,0.163823156163047,-0.00872533817189053,0,0,0,0,0,0,0.258618922169955,0,0.0939128618140059,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.158083606266317,0,0,0,0.229033497295098,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.06543564132755,0,0,0,0,0,0,0,0.214651742004735,0.0122785418040597,0,0,0,0,0.0146112276707633,0,-0.0457639578743109,0,0.322836831783341,0,0.252611568582918,0,0,0,0,0,0,0,0,0,0,0.0269648186352233,0,0
X600547.SH,0,0,0,-0.00717547721303834,0,0,0,0,0,0,0,0,0,0,0,0,0.0563519399509075,0,0.0440465189061322,-0.0294337456122554,-0.00956097065636632,0,0,0,0,0.125088029645056,0,0,0,0,0.259711909547256,0.0190610036708319,0,-0.0240965106132394,0,0,0,0,0,0,0.0956128187808567,0.00372193503584972,0,0.0347895115557035,0,0,0,0,0,0,0,0,0,0,0,0,0.00467909506314981,0,0
X601600.SH,0,0,0,0.0189409815396289,0,0,0,0,0,0,0,0,0,0,0.0280305092923011,-0.0730159719171969,0.0189155234606004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361777968795566,0.0124805294124941,0,0,0.157932529550563,0,0,0.0430734020019335,0,0.160558133667667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.214164055497057,0,0,0,0,0,-0.176319844645608,0,0,0,0.389513060643637,0,0,0,0,0,-0.0172506716641726,0,0,0,0,0,0,0.184052413040497,0,0,0,0,0,0,0,0,0.0348137857645142,0,0,0.0494217398069194,0,-0.254532550553107,0,0,0,0,0.230941519992279,0,0.0695180081472703,0,-0.101714326107107,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.1115027831567,0,0,0,0,0,0,0.0816768962022668,0,0,0,0,0,-0.172179065610718,0,0,0,0,0,0,0,0.345541092797874,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0220952450294803,0,0,0,0,0,0,0,-0.121116433559413,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.115998639631644,0,0,0,0,0,0,0,0.102374221002214,0,0,0,0,0.070563574356115,0,0.25099464372631,0,0,0.342202797988628,0,-0.0876218341033095,0,0,0,0,0.105952228507868,0,0,0,0,0,0,0,0,0,-0.00240600303204995,0,0.0474145331744976,0,0,0.0230625445715486,0,0,0,0,0,0.111483708409874,0,0,0,0,0.0402462339398946,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.365069890058004,0.0666261476685744,0,0,0,0,0,0,0,0.223455871988167,0,0,0,0,0,0,0.00822032353502291,0,0,0,0,0,0.0482288891660194,0,-4.33680868994202e-19,0,0,0,0,0.0519271672196633,0,0,0.0460499345125089,0,0,0,0,0.00111287822963576,0,0,0,0,-0.0986481800546589,0,0,0,0,-0.0740065968971066,0,0
X000786.SZ,0,0,0,0.277233735623358,0,0,0.0690333486466181,0,0,0,0,0,0.244926028785483,0,0,0,0,0,0,0,-0.0470467176731135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260696623873567,0,0,0,0,0,0,0,-0.108986051347329,0,0,0,-0.00927018481925591,0,0
X600010.SH,0,0,0,0,0,0.28168979744718,0,0,0,0,0.0762584477471261,0,0,0,0,0,0.0523620123363243,0,0,0,0,0,0,0,0,0.0365007293895005,0,0,0,0,0,0.0116542389200931,0,0,0,0,0,0.115474064730538,0.0297381518076069,0,0,0,0.103919429889001,0,0.155551963620673,0.0693933329141521,0,0,0,0,0,0,0,0,0,0,-0.0337646478295424,0,0
X600188.SH,0,0,0,0,0,-0.178783183099895,0,0,-0.219558088733753,0,0.562820324387015,0,0,0,0.333634447894571,0,-0.0951410445373448,0,0,0,0,0,0,0,0,0,0.161542162765947,0,0,0.213677338630406,0,0,0,3.46944695195361e-18,0.145734565157434,0,0.0405984713808655,0,0,0,0,0,0.194577200296158,0,0,0,0,0,0,0,0,-0.0148403723316401,-0.0727369085890678,0,0,0,0,0,0
X600426.SH,0,0,0,0.158992349756278,0,0,0,0.0594580844747169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962536917477936,0,0.0589358649812626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366392178600222,0,0,0,0.418637619350291,0,0,0,0,0.0147789861375697,0,0,0,0,-0.0418449837607614,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00428763658728111,0,0,0,0,0,0,0.209932614793024,0,0,0,0,0.233615516692535,0.0705121011490482,0,0,0,0,-0.0144041202496657,0,0,0.0956589003813857,0,-0.00561176382394219,0,-0.0454635654378352,0,0.0509688024865824,0,0.0277377015864229,0,0,0,0,0,0,0,0,0,0.0522364631136759,0,0,0,-0.0280793932758102,0,0
