,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600188.SH,X600795.SH,X600362.SH,X600886.SH,X600111.SH,X600027.SH,X601992.SH,X600688.SH,X600309.SH,X601158.SH,X000898.SZ,X000709.SZ,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X000539.SZ,X000027.SZ,X000825.SZ,X600489.SH,X000629.SZ,X000630.SZ,X600547.SH,X600808.SH,X600549.SH,X601699.SH,X600352.SH,X000959.SZ,X600008.SH,X600578.SH,X000831.SZ,X600660.SH,X600307.SH,X000983.SZ,X002470.SZ,X000937.SZ,X600098.SH,X600315.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.627486114664281,0,0,0,0,0,0,0,0,0.0722116000506836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153661405898428,0.0142562748970073,0,0,0,0,0,0,0.0887214223987858,0,0,0,-0.0220466838814878,0,-0.0273863045831874,0,0,-0.0263817968260675,0,-0.085229312805281,0,0
X600028.SH,0.571489579802102,0,0,0,0,0,0,0,0,-0.0281566496697262,0,0,0,-0.073585521602561,0,0,0,0.372401925026689,0,0,0,0,0,0,-0.0381007666805727,0.0987830924526081,-1.73472347597681e-18,0,0,0,0,0.0575638221387966,0,0.0105642779197116,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105159818305053,0,0,0,0,-0.0172139668914723,0,0,0,0,-0.0211370897500362,0,0
X601088.SH,0,0.0808765399062876,0,0,0,0,0.157501460710586,0,0,0,0.147671897110799,0,0,0,0,0,0.0788244735414044,0,0,0,0,0,0,0,0,0.0506287932531325,0,0,0,0,0,0,0,0,0,0,0,0,0.0149868771122061,0.0256807994452771,0.0769924160035105,0,0,0.123802630357207,0,0.0262990670965517,0,0,0,0,0,-0.0118028534290948,3.61691051286445e-05,0,0,0,0,0,0
X600011.SH,0,0.03566916780153,0,0,0,0.141068301777377,0,0,0,0,0.0628627643067946,0,0,0,0,0.341675091137604,0,0.0817566118333243,0,0,0,0,0,0,-0.121396025791124,0,0,0,-0.0201239875689235,0,0,0,0,0,0,0,0,0,0,0,0.0794860433309217,0,0,0.0211464906776643,0,0,0,0,0,0,0,0.0176950888190205,-0.0306114733763363,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0538831745906335,0.0698620619072204,0,0,0.0939137900261589,0,0,0,0,0,0,-0.0578154907877051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.44758662931654e-05,0,0,0.0316046551585728,0.0767928790508365,0,0.09314006067691,0,0,0,0,0,0,0,-0.0580550892503876,0.0152246581499105,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0819355304483771,0,0,0,0,0.131266199619646,0,0,0,0,0.298750036364203,0.105555027511447,0,0,0,0,0,3.46944695195361e-18,0,0,0.165764228777011,0,0,0,0,0,0,0.134146764699074,0,0,0,0,0,0,-0.0372239269105145,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.336090586591855,0,0.0920846675040986,0,0,0,0,0,0.132217402690578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781193181787347,0,0,0,0,0.0219823044208735,0,0,0.141715049344259,0,0,0,0,0,0,0,-0.0215141502673476,-0.0288074332289263,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0429017921157187,0,-1.73472347597681e-18,0,0,0,0,0.0456051901417715,0.0156972274552473,3.46944695195361e-18,0.0219393074173438,0,0.00198910845237115,0,0,0,0.0399588459879524,0,0,0,0,0,0.104145410822997,0,0,0,0,0.00865799550136962,0,0,-8.67361737988404e-19,0.116443192246125,0,0.0350023829195423,0,0,0,0,0,0,0,0,0,0.00996958871329378,-0.0327826408877294,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0325437108889788,0,0,0.318934279764278,0,0,0.0291879661270115,0,0,0,0,0.149420627020814,0,0,0,-0.00689927775082314,0,0,-0.0076358172955559,0,0,0.210188345604518,0,0,0,0,0.0968844061363463,0,0.0316132832735711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199216589153203,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343500295807119,0,0,0,0,0.178596872866499,0.256468450596054,0,0.18935845911213,-0.0610543212550895,0,0,0.0110313047166615,0,0,0,0.193768362422552,0,0,0,0,0.231688219702339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874121225162405,0,0,0,0,0.189200154933055,0,0
X600188.SH,0.0522640273445604,0.149145444244877,0,0,0,0,0.411643631796069,0,0,0,0,0,0,0,0,0,0,0.310680161572519,0,0,0,0,0,0,0.043486581839717,0,0,0,0,0,0,0,0,-0.0756615537200882,0,0,0,0,0,0,0,0,0,0,0,0.364750558512551,0,0.0767689240663377,0,0,0,-0.0200770463091833,0.0630837796255176,0,0,0,-0.0512955937024551,0,0
X600795.SH,0,0.100254806610125,0,0,0,0,0,0.00500080834074202,0,0,0,0,0,0,0,0.0317820229584884,0,0,0,0,0.139615084418653,0,0,0,0,0.102013211936927,0,0,0,0,0,0,0,0.0252015166063168,0,0,0,0.0487955977056445,0,0,0,0,0,0,0,0,-0.0167882124496175,0,0,0,0,0.00626138174114522,0,0,0,0,0,0,0
