,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X600516.SH,X600176.SH,X002466.SZ,X000629.SZ,X600299.SH,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X600219.SH,X300072.SZ,X600801.SH,X000825.SZ,X600339.SH,X601158.SH,X002110.SZ,X600489.SH,X600583.SH,X000553.SZ,X000786.SZ,X000883.SZ,X601699.SH,X600426.SH,X000301.SZ,X000932.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.200966151095087,0,0,0,0,-0.0729410682092552,0,0,0.130365841882598,0.0347203233198856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114721256346321,0,0,0.205621637854915,0,0,0,0.019460609620677,0,0,0,0,0,0.375557297732263,0,0,0,0.0125089039881093,0.0155035188318077,0,0,0,0,0,0
X600028.SH,0.0787599254079744,0,0,0,0.24595797097161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137627203758094,0,0.0359000571766455,0,0,0,0,0.155031884625844,0.179444379906085,0,0,0,0.0098802528309454,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0392920372965335,0,0,0,0,0.186120373774193,0,0,0,0,0,0,0.110929189253446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877962149676989,0.0112577231975046,0.0475172947488702,0,0,0,0,0,0,0,0,0.0158485816411936,0.0739208475533897,0.0767071235292463,0.0309565574093187,0,-0.00469952277558451,0,0,0,0,0,0,0
X600585.SH,0,0,0.118140875380949,0,0,0.0815065098257438,0.0747669817662928,0,0,0,0,0,0,0,0,0,0,0,0.0714069937914423,0,0,0,0.0417074934646097,0,0,0.0284088964787711,0,0,0,0,0,0,0,0.525223020208381,0,0.0486575681347264,0,0,0,0,0,0,0,0,0.0246177881059159,0,0,0,0,0.0058979308382497,0,0,0,0,0,0,0
X600019.SH,0,0.0966692958775891,0,0.0533985964207999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627336376239213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322932716477743,0,0,0,0,0,0,0,0,0,0,0,-0.0106908308326685,0,0,0,0,0,0,0
X600011.SH,0,0.0119777489862944,0,0.0702109497150031,0,0,0,0,0,0,0,0,0,0,0.0842969215703109,0,0,0,0,0.742136227599871,0,0,0,0,0.0457047191488216,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176356219643862,0,0,0,0,0,0,0,0,0,0,-0.00849884613192043,0.0444894079808807,0,-0.0614133250711542,0,0.0141962015741121,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124607948226526,0.0406694910151504,0,0,0,-0.333511128574237,0,0,0,-0.103116321451785,0,0,0,0,0.228890595379799,0,0,0,-0.496844865454133,0,0,0.131167411350663,0,0,0.20004578050864,0,0,0,-0.323237460675966,0,0.040453235791219,0,0.208982246157915,0,0,-0.250575177751434,0
X600010.SH,0.129885358423317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109943191675493,0.0181367581164477,0.049327805407567,0,0.153260521552684,0.0802858830379306,0,0,0.00401062151715592,0.0161213264495494,0,0,0,0.0521546595579561,0.0133553583562485,0.0618164412208031,0,0,0,0,0,0,0,0,0,0,0.0488003461790288,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.240037443054827,0,0.115335241974541,0,0,0,0,0,0,0,0,0,0,0,0,0.061455706186173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022642453022524,0,0.0481030448453838,0,0,0.019912292915504,0,0,0,0,0,0,0.129008120403913,0.156963534545267,0,0,0.0259395344659322,-0.0398711286014865,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0377350553846197,0,0,0,0.128071667360247,0.0587466039517993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189461354590978,0,0,0,0,0,0,0,0,0,0,0.0130129949374006,0,0.0427233736396409,0,0,0,1.73472347597681e-18,0.0697334474651897,0,0,0,-0.0242896687405914,0,0,0,0,0,0,0
X600688.SH,0.208897066582443,0,0,0,0,0,0,0,0,0,0,0,0.0724872635172078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658682066903995,0.0815994558506962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172135783046812,0,0,0,0,0.0167910047040863,0,0,0,0,0,-8.67361737988404e-19,0
X600547.SH,0,0,0,0,0,0,0.0365618230275229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26551003473394,0,0,0,0.506354894427433,0,0,0,0,0,0,0,0,0,0,0.00944413741937334,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.00690866077337586,0,0,0,0.0177189315309554,0,0,0,0,0,0,0,0,0.143595918490451,0,0,0,0,0,0.0208002106436337,0.0987145822234989,0,0,0,0,0,0.0266653078246413,0,0.0295241459537676,0,0,0,0,0.0644421231126414,0,0.0328940774078183,0,0,0.279053166294043,0,0,0,0,0.028267317306572,0.0337766001261182,0,0,0,0,0,0
X601600.SH,0,0,0,0.129334976558233,0,0.00650011145069893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12126109508491,0,0,0,0,0,0,0,0,0,0,0,0,0.00715660086695379,0,0,0,0.170260614434004,0.017207509142792,0,0,0,0.127496714313206,0,0,0,0,0,-0.0961258451990062,0,0,0,0,0,0
X600886.SH,0,0.238664165168577,0,0,0,0.211215945032562,0,0,0,0,0,0,0.0148160476796392,0,0,0,0,0,0.0695255688977026,0.0460526469029842,0,0,0,0,0,-0.0252693955676981,-0.0135249693169041,0,0,0,0,0,0,0,0.0764945964881615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174944083317556,0.0117235966208398,0,0,0,0,0,0
X600188.SH,0,0,0.506075395911068,0,0,0,0.0149864712862983,0,0,0,0,0,0.0120240328337948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268544955752435,0,0,0,0,0,0,0,0,0,0,0.0105050124965619,0,0,0,0,0,0,0.421830234785124,0,0,0,0,0.0592042250577229,-0.0395703022249441,0,0,0,0,0,0
X600795.SH,0,0.0528331919703017,0,0,0,0.0188040246938892,0,0,0,0,0,0,0,0,0.0529580968790694,0,0,0.138570088595183,0,0.111151799474588,0,0,0.0426544800722488,0,0.0104736678488706,0,0.0550201918286482,0,0,0,0.0415446974390031,0,0,0,0,0.0567802031154536,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00263689390691811,-0.0411039037771723,0,0,0,0,0,0
X600362.SH,0,0,0.049032014230886,0.0315301247016912,0.0392569941584297,0,0.0738323202785221,0,0,0,0,0,0,0.021322275528659,0,0,0,0,0,0,0,0,0.169391635075832,0,0.074160816749506,0,0,0,0,0.0381894737195358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0796754848356609,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.606377195640221,0.101715793526872,0.028513876220527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543126195150874,-0.110448856425836,0,0,0.260781570521062,0,0,0,0,0.00459352192987152,-0.017412886705135,0,0,0,0,0,0,0,0,0.131151801642018,0,0,0,0,0,-0.0227232706061863,0,0,0,0.00414233475425104,0,0
X600027.SH,0,0,0,0,0.607659793849303,0.400420499132748,0,0,0,0,0,0,0,0,0,0,0.155615238851173,0,0,0,0,0,0,0,-0.021825948819606,0,-0.0104272198529367,0,-0.0559155297618882,0,0,0,0,0,0,0,0,0,0,-0.0849309652195184,0,0,0,0,0,0,0,-0.0655500121272198,0,-0.0100281243350149,-0.0799218072214489,-0.238382682787576,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330670048039302,0,0,0,0,0,0,0,0.00194021207351719,0,0,0,0,0,0,0,0,0.0755199025121853,0,0,0.283888337452664,0,0,0,0.00190812483166428,0,0.0325910610419095,0,0,0,0,0,0,0,0,0,-0.017679730756882,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.0714292852367633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137004448702644,0,0.385395781599619,0,0,0,0.0139423892891295,0,0,0,0,0,0,0.0184280415022509,0,0,0,0.101774037819573,0,0,0,0,0,0,0,0,0,0.0959124151660404,0,-0.0170857399056501,0,0,0.0261893765224026,0,0,0,0
X600516.SH,0,-3.46944695195361e-18,0,0,0,0.00312107011275194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175137958674789,0,0,0,0.621585215903179,0,0,0,0,0.0201303410520533,0,0,0,0,0,0.235049754144295,0,0,0,0,0,0,0,0.0152182826544891,-0.0552758619668075,0,0,0,0,0,0
