,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X601991.SH,X002466.SZ,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X601600.SH,X600362.SH,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X002460.SZ,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X600299.SH,X600426.SH,X000709.SZ,X000408.SZ,X002110.SZ,X000792.SZ,X000883.SZ,X600315.SH,X600808.SH,X000830.SZ,X601158.SH,X000932.SZ,X600801.SH,X600219.SH,X601699.SH,X002271.SZ,X000539.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.252743524819864,0,0,0,0,0,0,0,0,0,0,0,0.076793058054969,0,0,0.0235534858334094,0,0,0,0.0667601813941352,0,0,0,0.0431182676226915,0,0,0,0,0,0,0,0,0,0,0.0267588837103708,0,0.0119341779398939,0,0.143035171234463,0,0,0,0,0.066497330367723,0,0,0.0633976680424631,0,0.00755469885873224,0.0183442241765429,0,0,0,0,0,0
X600028.SH,0.106496986010319,0,0.226285624372468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438117316929931,0,0,0,0,0,-0.126678422448604,-0.0336314020945726,0,0,-0.038102331771717,0.0374993047590022,0,0,0,0,0,0,0,0,0,0,0,0,0.109467118108739,0,0,0,0,0.0115422346312655,0.0134635683393456,0,0,0,0.173890866180911,0,0
X601088.SH,0,0,0,0.19844352806694,0,0,-0.0286909325373975,0,0,0,0,0.00864888568179067,0,0.564310213266775,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205556213940479,0,0,-0.0431543306904321,0,0,0,0,-0.171158713190766,0,0,0,0,0,0,0,0,0,0,0.0248143988931408,0,0,0,0,0.00221714591792892,0,0,0,0,0,0
X600585.SH,0,0,0.105823941364359,0,0,0.0718074786791983,0,0,0,0,0,0.0506825554344298,0.423256042242485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171423895552182,0,0,0,0,0,0,0,0.0972640272978045,0,0.0930050474361347,0,0,0.285323633408138,0,0,0,0,0.0578244434426311,0,-0.0275795559497297,0.0211549900091204,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.152959700032985,0,0.0396816861298836,0,0,0,0,0,0.419292773695288,0,0,0,0,0,0,0,0,0,0.025251705750543,0,0,-0.0448049764309528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105891364807085,0,0,0,0,0,0,0,-0.00369929804011697,0.0534821349110236,0,0,0,0.0902957312075198,0,0
X600309.SH,0,0,0.289409814758964,0,0,0,0,0.0734768925652197,0,0,0,-0.184738173345178,0,0,0,0,0,0.0344548617161755,0,0,0,0,-0.0551491321008932,0,0,0,0,0,0,0.0994637205832899,0.0836843939902158,-0.0653923817725356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151241201129186,0,0.0457633221901524,0.00397468916391566,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0841209337776094,0,0,0,0,0.0197361552239653,0,0,0.0645874567130242,0,0,0.170551335784612,0.0682007192406522,0,0,0,0,0,0.0327408103664267,0,0,0,0,0,-0.00148823466329267,0,0,0.0473093804239608,0,0,0,0,0,0,0,0,0,0,0,0.00835250489991938,-0.0255575802410564,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0990460502445956,0,0.0320261010177983,0,0,0,0,0,0,0,0,0,0.0510893921783576,0,0,0,0.205595455702165,0.000473940119103167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255736719875655,0.272143576646607,0,0,0,0,0,0,0,-0.0822254206688691,0,0.0304761244014637,-0.0787419683378367,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.314438524867202,0,0,0,0,0,0,0,0,0.268422398309086,0,0,0,0,0.0809466862378147,-0.205278316282439,0,0,0,0,0,0,-0.0111565186060497,0,0,0,0,0,-0.0312944601263897,0,0,0,-0.314679631439644,0,0.00466668102903853,0.0146883436747171,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570553208942409,0,0,0.0662289654179972,0,0,0.151307333758549,0,0,0,0,0,0,0,0.0336408925636589,0.128147875229581,0,0.0110011011161216,0,0.0959991975795263,0,0,0,0,0,0,0.0117984879408399,0,0,0,0,0,0,0,0.0319559164048862,0,0.00517739804416577,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0333473315094163,0.0259577696065509,0,0,0,0,0,0,0,0,0.038510698713519,0,0,0,0,0.2301836353853,0.0537162291072293,0,0,0,0,0,0,0,0,0,0,0.0629884412568866,0,0.0689959707588278,0,0.0386449552530986,0,0.0227517150857119,0,0.0264861583485525,0,0,0,0,0,0,0,0.00891809691780833,-0.0473585180619179,0,0,0,0,0,0
