,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X601898.SH,X600011.SH,X000792.SZ,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600795.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600027.SH,X002271.SZ,X600426.SH,X600803.SH,X000983.SZ,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X000629.SZ,X600096.SH,X000723.SZ,X600985.SH,X000786.SZ,X600219.SH,X600160.SH,X600995.SH,X600378.SH,X600157.SH,X600141.SH,X600489.SH,X002080.SZ,X300073.SZ,X600688.SH,X000933.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.541853270802584,0,0,0,0,0,0.227802674658744,0,0,0,-0.0325621536740321,0,0,0,0,0,0,0,0,0.0586533615166982,0,-0.0309012554209913,0,0,0,0,0,0,0.0438630029357135,0,0,0.00669481004404997,0,0,0,0,0,0,-0.0137468553373874,0,0,0,0.0310887548120634,0,0,0,0.0510606499889308,0,0,-0.00498263692594608,0.0242475102004627,0,0,0,0,0,0
X601088.SH,0,0,0,0.0277227980051155,0.493270018112038,0.106494181668082,0,0,0,0,0,0,0,-0.101123048527753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260683340611464,0,0,0,0,0,-0.0865832095100362,0,0,0,0,0,0.0819392226431246,-0.0931461964648466,0,0,0,0,0,0,0,0,-0.0579991353919039,0,0,-0.0268272003996393,0,0,0,0,0,0
X600028.SH,0.34333862133048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951612789436656,0,0,0,0,0.0446364007385809,0.048064058242685,0,0,0,0,0.0137323945041765,0.011137257857814,0,0,0,0,0,0,0,0,0.0548390568472538,0,0,0,0,0,0,0,0,0,0.00675367481573624,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863141818955559,0.0584035744761602,0.0122690634144105,0,0,0,0.0881156140556116,0,-0.0656060025612701,0,-0.0107265135021096,0,0,0.12140682582411,0.0809116967316911,0,0.0654775481659293,0.00941783402467897,0,0,0,0,0,0,0,0,0,0,0,0.00382138368569716,0,0,0,0,0,0
X600188.SH,0,0.707139702667098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700881885996998,0,0,0,0.00890956350152246,0,0.00371191299451507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921238455877608,0,0,-0.0809564967524872,-0.00550768729670725,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.826255650549862,0,0,0,0,0.0579269526585539,0,0,0,0,0,0,0,0,0,0,-0.0587577052689746,0,0,0.136760522905805,0,0,0,0,0,0.19949251768754,-0.0253781039590017,0,0,0,0,0,0,0,0,0,0.121189292458722,0,0.0452326855970707,0,0,-0.104656433130418,0,0,0.0574819485933187,-0.0029032491003827,0,0,0,-0.11177145986569,0,0
X600585.SH,0,0,0,0,0,-0.0463809962740958,0,0,0,0.0185668576014405,0,0,-0.0279237796252622,0,0,0.018670653089878,0,0,0.136696684791726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836238311574927,0.0121243766683255,0,0,0.214870289653307,0,0,0,0,0,0,0,0,0,0,0.068442594155135,0,0,0.0363660200890289,0.00940063425091301,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.407135552467386,0,0,0,0,0,0,0,0,0,0,0,0,0.0719751995511652,0,0,0,0,0,0,0,-0.227701821974472,0,0,0,0.0178947233400038,0.0311817614577735,0,0.0261697694060106,0,0,0,0,0,0,0,0,0,0,0,0,0.0682949187856162,0,0.170481516232555,0.105734625580975,0,0.118968700902057,-0.0735564274980449,0,0,0,0,0,0
X601898.SH,0.0863472752234128,0,0,0,0,0.0922995327375973,0,0,0,0,0,0,0.0410230817795666,0,0,0,0,0,0,0,0,0,0,0,-0.0343946703547578,0,0.221928193442645,0.421731957186527,0,0,0,0,0,0,0.0156915658021032,0,0.0725207246561821,0,0,0,0,0.0303139808987056,0.112062602124576,0,0,-0.0986510444531866,0,0,0.0970633299613252,0,0,0,-0.0196660655726838,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183226668022345,0,0,0,0,0.546489399248643,0,0,0.0531803230247027,0,0,0,1.73472347597681e-18,0,0,0.0436928028702183,0,0,0,0,0,0,-0.194816580846492,0,0.120835915228049,0,0,0,-0.355709215528557,0,0,0,0,0,-0.0321925751636817,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.300475536990691,0,0,0,0.112300924354693,0,0,0,0,0,0,0,0,0,0,0,0.145670769649197,0,0.00173443454172288,0,0.0563872309332396,-0.0315920130952302,0,0,0,0,0,0.0670375148884408,3.46944695195361e-18,0.0221045873474354,0,0,0.242988788756225,0,0,0.0260654179756914,0,0,0,0,0,0,0,0,0,0,0,0.0358420891875395,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0494041211799523,0,0,0,0,0,0.112901938101517,0,0,0,0,0.251566536904167,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162816393321857,0.25074685976621,0,0,0,0,0,0,0.080238130289185,0,0.0305871479309819,0,-0.178724554640847,0,0,-0.0474558825170997,0,0,0,0,0,0
