,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X000786.SZ,X600886.SH,X601898.SH,X600010.SH,X600176.SH,X600801.SH,X600362.SH,X601600.SH,X600489.SH,X600352.SH,X600188.SH,X600426.SH,X601991.SH,X600111.SH,X600795.SH,X002080.SZ,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X600803.SH,X002466.SZ,X002075.SZ,X600529.SH,X300037.SZ,X600219.SH,X600315.SH,X000027.SZ,X002353.SZ,X600486.SH,X000723.SZ,X000883.SZ,X601158.SH,X000898.SZ,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149163839205948,0,0,0.035021275857965,0,0,0.0397013754038804,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254769640051808,0.0312450631378781,-0.0205277859443024,0,0.112876023874681,0,0.096889760623635,0.031685852923856,0,0.00525210804625816,0,0,0,0.00288825505374352,0,0,-0.017861398555025,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.028171860679997,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0550314464328994,0,0,0,0,0.0231537002826252,0,0,0,0,0,0,0,0,0.0234102551499153,0,0,0,0,0.0844053756678459,0.0177370451397693,0,0.00701874336230929,0,0,0,0,0,0,-0.0230697313974229,0.003616700010916,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0344248999240331,0.0910172486337466,0,0,0,0,0,0,0,0,0,0,0.0749132632748369,0.294445279883545,0,0,0,0,-0.0109122069941125,0,0,0,0,0,0,-0.0442516964471941,0,0,-0.0133463668932993,0,0.0155888277065887,0,0,0,0,0,0,0,0,0,0,0.0259091474409848,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.106154063812033,0,0,0,0,0,0,-4.33680868994202e-19,0.0177540011607022,0.0140891910337172,0,0,0.118411569665627,0,0,0,0,0,0.031972918356093,0,0,0,0,0,0,0,0,0,0,0,0,0.0946911967814415,0.0380467070327545,0,0,0,0,0,0,0,0,0,0,0,0.149427048730126,0,0,-0.0279226229914166,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.214824920435866,0.114709145851605,0,0,0,0,0,0,0,-0.0881648269747412,-0.169442702126883,0,0,0,0.218915928955956,0,0,0.360166089891582,0,0,0,0,0,0,0,0,0,0,0,0.148911999963037,0,-0.0524957008178407,0.121306306566663,0,0.0067989756110677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248670622563455,-0.0226573932737867,0,0,0,0,0,0,-0.0257224608523678,0,0,0.010858641228443,1.73472347597681e-18,0.0361591745816376,0,0.0641916859080607,0,0,0,0,0.156585711794464,0,0.0286387981608422,0.00582155454602958,0,0,0,-0.0811109354755652,0,0
X600547.SH,0,0,0,0,0,0,0,0.0452612282722471,0,0,0.0792154646635408,0,0,0,0,0,0,0,0,0,0.540855114037659,0,0,0.0308145890112472,0,0.0628173859924704,0,0,0,0,0,0,0,0,0.0127369338993428,0,0,0.0301167060293728,0.0180267144581794,0.108166850985668,0.0738615228960634,0,-0.0423999462895767,0,0,0,0,0,0.0534327090884023,0,0,0,-0.00948495382421103,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.26163832085554,0,0,0,0,0,0.0252944995335881,0.0785578182952547,-0.11642338640049,0,0,0,0.365402981530173,0,0,0,0,0,0,0.13439496653802,0,0,0,0,0,0,0,0,0.103146430542997,0,0.163618118248727,0,0,0,0.103078540775484,0,0,0,0,0,0,0,0,0,0,0.000207437950556676,0,0.0183120239875666,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.100683250026794,0,0.010559847738568,0,0,0.16295417317287,0,0,0.01556709561761,0,0,0,0,0,0,0,0.129008967594642,0,0,-0.0370914182834102,0,0.219257525971971,0,0,0,0,0,0,0,0.065956075743428,0.0196811611220078,0,-0.00671874323625685,0,0,0,0.148899658188722,0,0,0,0.0766471571800066,0,0,0,0,0,0,-0.0730264388482269,0.0668291041917493,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0803745529773316,0,0,0,0.0783923823335878,0,0,0,0,0,0.246289296430469,0,0,0,0,0,0,0.0863108690035978,0,0,0,0.759396709907838,0.168737982701315,0,-0.105551579950877,0,0,0.0507073401213193,0,0,-0.219653949481359,0,0,0,-0.0744291144325246,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0308739663310578,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.16960202274016,0,0,0,0.140469572002161,0,0,0,0,0,0,0.116960872716259,0,0,0,0,0,0,0,0,0.0133198591436662,0,0,0,0,0,0,0.0321605096061006,0.318791576411047,0,0,0.275025076352132,0,0.0298373869326832,0,0.0217580393301956,0,0,0,0,0,0,0,0,-0.0641256306182197,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138571415571499,0,0,0.0625230673175408,-0.0312415847412647,0,0,0,0,0,0,0,0,0,0,0,0.0621443673072773,-0.0140442706382958,0.228326454268742,0,0,0,0.0522753964948372,0,0,0,0,0,0.0800238058821281,0,0,0.0673817403592659,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.109742674282487,0,0.157459037151611,0,0,0,-0.162106595044302,0.331423830854447,0.0906328017262414,0.380701911095523,0,0,0,0,0.394806759371026,0,0,0,0.0658591731765538,0,-0.130547847340572,0,0,0,0,0.0551284815326361,0,0,0.0169520019712826,-0.348901163855836,0,0,0,0,0,0,0,0,0,0,0,0,-0.00663345360152495,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0529448821398972,0,0,0,0,0,0.0224223755080099,0,0,0,0,0,0.116994510175872,0,0.181220320419438,0.00284799837439577,0,-0.0762408658606432,0,0,0,0,0,0,0.0589197964112802,0.0197962205976095,0,-0.0284178005460531,-0.0689909011632065,0,0,0.102863932606053,0,0,0,0,0,0,0.0553724374460947,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0146279466443638,0,0,0.0810632426986046,0,0,0.049221176122107,0,0,0,0,0,0,0,0,0.304397687619031,0.0169634473833929,0,0.0093097418395305,0,0,0,0,0,0,0,0,0,0,0.0139762688480338,0,0.0271318609191244,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0448681092363,0,1.0842021724855e-19,0.00473724820522002,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0368619150584951,-0.0955835186037565,0.0295818867494411,0,0,0,0,0,0,0.408343751139851,0,0,0,0,0.0730590374961917,0,0,0,0,0,0,0,0,0,0,0.0181724502424131,0.0643710921055702,0,0.0018315966980564,0.00138930958576723,0,0,0,0,0.166360905534129,0,0,0.0954599342038576,0,0,0,0.0474545001067661,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.165765616338713,0,0,0,-0.155295122701196,0.0165389021246091,0,0,0,0,0.0627068733334015,0.440004521028769,0,0,0,0,-8.67361737988404e-19,0,-0.158530193319953,0,0.194223669359517,0,0,-0.0193819895061636,0,0,0,0,0,0,0,0,0.0571790274398888,0,0,0.0937995870050009,0,0,0,0,0,0.0481509922044131,0,0,0.11839706216572,-0.0405623407032045,0,0,0,0,0,0
X600801.SH,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0656911120788092,0.113923302270756,0,0,0,0.034005392492768,0,0,0,0,0,0,0.0254889026690595,0,0,0,0.0843818788754438,0,0,0,0,0,-0.102503868277644,0,0.0363175523691491,0,0.0455976916958933,0.0698036505138943,0,0,0,0,0,0.0693542000727411,0,0,0,0,0,0,-0.0467276835382502,0.0609451140899841,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.246511226902579,0,0,0,0.108770996989536,0,0.021610302807663,0,0,0,0,0,0,0,0.0406147079233333,0.0779427091891204,0,0,0,0.0471189880695048,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.129589461868535,0,0,0,0,0,0.131718988572157,0,0,0,0,0,0,-0.0174647361739802,-0.00761823115602238,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0985596264197133,-0.0509693439005978,0,0,0,0.24624871513593,0.015236007988874,0,0.0504008813777226,0,0.125164762206639,0,0.0241173419373396,0,0,0,0,0,0,0.116805852845624,0,0,0,0,0,0,0,0,0,0.0511717894618494,0,0.0114386865489452,-4.33680868994202e-19,0,0,0,0,0,0,0.0434450548368843,0,-0.0483768882495644,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.0998069686551874,0,0.906534129782211,0,0.00175853472064176,-2.16840434497101e-19,0,0.0746624497996656,0,0,0,0,0,0,0.0271763398603665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053478129100927,-0.0841272815361799,0,0,0.0431551083278099,0,0,0,0,0,0.0483189160614007,0,0,0,0.0830811273876259,0,0,-0.0267209193681812,0,0,0,0,0,0,0
