,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000301.SZ,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X600795.SH,X600362.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X000408.SZ,X600803.SH,X601991.SH,X600801.SH,X600486.SH,X601699.SH,X600219.SH,X600141.SH,X600027.SH,X002080.SZ,X600295.SH,X300073.SZ,X000932.SZ,X000807.SZ,X000830.SZ,X600157.SH,X600985.SH,X600688.SH,X600489.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.093453496744904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826232437680543,0,0,0,0,0,0,0.117712414968363,0,0.0873778398667185,0,0.093883117231067,0,0,0.0275617716276739,0,0.0631254492890094,0,0,0,0,0,0.120689584501052,0,0,0.00575335388677382,-0.0445906912097652,0,0,0,0,0,0
X601088.SH,0.155029752250042,0,0,0,0,0.201455935237415,0,0,0,0,0.217228692440623,0,0,0,0,-0.0283275604954938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500361503163661,0,0,-0.0907064211214748,0,0,0,0,0.163929404396627,0,0,0,0,0.0455508982623015,-0.00323068912754668,0,0,0,0,0,0
X600028.SH,0.0334897007591598,0,0,0,0,0,0,0,0,0,0.0490605161461139,0,0,-0.0764680141706562,0,0,0.0152810894155807,0,0,0,0.0610162874672103,0,0.0231847111194945,0,0,0,0,0,0,0.0132603677849232,0,0,0,0,0,0,0.0733518788520156,0,-0.00861043678907041,0,0.0390420039990678,0,0,0,0,0,0,0,0.0185843053942262,0,0,0,-0.0217343298300337,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0273789922385858,0,0,0.383979013453756,0.034426463573253,0.0449518052663242,0.108725400016724,3.46944695195361e-18,-0.0318031798822052,0,0,0.0185865330492943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128446735139399,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0270822068366659,0.0008046976640761,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0247968929507017,0,0,0,0,0,0.0733899035793202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447488912796394,0,0,0,0,0.441289474323372,0,0,0,0,0.0130204341655397,0,0,0,0,0,0,0,0,0,0,0,0,-0.00342416172998208,0.00374290215946605,0,0,0,0,0,0
X600188.SH,0,0.469146930485394,0,0,0,0,0.0706592788150028,0,0,0,0,0,0.0548091842969247,0,0,0,0.0532328296355433,0,0,0,0,-0.0904985424866795,0,0,0,0,0.0387847395977258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517244376541626,0,0,0.438816230822995,0,0,0,0.191316964421477,0.0906000429854442,-0.0243920195455063,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.529544364444654,0,0.223902627099383,0,0.0552785643234084,0,0,0,0,0,0,0.0701456000017613,0,0,0,0,0,0.00150141190119926,0,0,-0.0354360019266393,0,0,0,0,0,0.0402441472652397,0,0,0,0,0,0.0387354590887943,0,0,0,0,0,0,0,0,0,-0.0825313477278488,0.0257427561034457,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.46287353071699,0,0,0.0550616984901975,0,0,-0.0485918927607197,-0.0476431451057804,0,-3.46944695195361e-18,0,0,0,0.140088771183781,0,0,0,0,0,0,0,0,0,0,0,0.111315673976816,0,0,0,0,0,0.397839729844596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012750916972573,0.013106758188983,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105325195027191,0,0,0,-0.017905678690789,0,0,0,0,0,1.73472347597681e-18,0,0.581817391907639,0,0,0,0.125672288840715,0,0,0,0,0.00438618286752583,0,0,0,0,0,0,0
X002466.SZ,-0.110879258857717,-0.104967290454751,0,0,-0.0033829366055119,0,0.820142722733671,0,0,0,0,0,-0.0740362320148544,0,0,0,0,0,0,0,0,0,0,0,0.101231200985792,0,0.0974113987523572,0,0,0,0,0,0.0332438810314221,0,0.140105065509482,0,0,0.0201550642597479,0,0,0,3.46944695195361e-18,0,0.0210650696392848,-0.0822122696238078,0,0,0,0,0,0,0,0.0065387487231922,0,0,0,0,0,0
X601898.SH,0,0.143175122061932,0,0.0563301088204692,0,0,0,0,0,0,0,0,0,-0.0257212020940075,0,0,0,0,0,0.173972277837595,0,0,0,0,0,0,0.208718936027775,0,0.0643289141890239,0,0,0,0,0,0,0.0111184080036865,0,0,0,0,0.0248403553409908,0,0,0,0,0,0.271118979822521,0,0,0,0,0,-0.0376333132207068,0,0,0,0,0,0
X600111.SH,0,-0.0927398455961435,0,0,0,0,0.312048555266565,0,0,0,0,0,0,0,0,0,0.0229318981567511,0,0.386129279114941,0,0,0,0,0,0,0,0,0,0.00926142278946944,0,0,0,0,0,0,0,0,0,0,0.120004327849768,-0.0518883673948338,0.00557037318618259,0,0.126574004454703,0,0,0,0,0,0,0,8.67361737988404e-19,0.0416581500820127,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.141157350434736,0,0,0,0,0,0,0,0.00161100746542646,0.142113267182327,0,0,0,0,0,0,0,0,0,0,0.431462345273631,0,-0.0167753527027921,0,0,0,0,0,0,0,0,0.0973598128145029,0,0,0,0,0,0,0,0.2130360585027,0,0.110044236057683,0,0,0.0123215440040755,0.0671924487245342,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165353183996429,0,0,0,0,-0.0610048071229182,0.0451036621078577,0,0,0,-0.0195946273511544,-0.0640002602782362,0,0,0.386252558124909,0,0,0.40093320818809,0,0,0,0,0,0,0,0,-0.115234120239977,0.0772490475238904,-0.0276581542340451,0,0,0,0,0,0
