,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X601158.SH,X000792.SZ,X002075.SZ,X000959.SZ,X000709.SZ,X002466.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600352.SH,X000883.SZ,X600219.SH,X600623.SH,X000983.SZ,X000060.SZ,X600098.SH,X000539.SZ,X600021.SH,X000027.SZ,X000937.SZ,X601699.SH,X002470.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.387655276313647,0.00772312449496085,0,0,0,0,0,0,0,0.0153568512719602,0.0214159516047354,0,0,0,0,0,0,0.0409405425277772,0,0,0,0,0,0.0623304103116243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983013484353303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0594455255033732,0,0,0,0,0,0.241258981211935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904102446271141,0,0,0,0,0,0,0,0,0,0,0,0.0659772797772041,0,0.0423212364532596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224704999926271,-0.0972087096201903,0.0482679813560367,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.195042414670017,0,0.0280712110417791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123845649205309,0,0,0,0,0,0,0,0,0,0,0.0493478204093428,0,0,0,-0.1038879116036,0,0,0,0,0,0,0.0618137633810303,0,0,0.0255640628485899,-0.021890289117837,0,0.000651802652787147,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.262370128371174,0,0,-0.0738597370394301,0,0.14625136581222,0,0,0,0,0.0416983853833138,0,0,0,0,0,0,0,0.130273976387126,0,0,0.0298869137096921,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405567547336722,0,-0.181393951347003,0,0.182256051901823,0,0,0.0517340623239429,0,0,0.00574685874860931,0,0.0459431041889373,-0.536310400490277,0,0,-1.73472347597681e-18,0,0
X600011.SH,0,0,0,0,0,0,0,0.0419093350128635,0,-0.0417459020845439,0.0875001089956679,0,0.162193619485596,0,0.0462302203486797,0,0,0,0,0,0,0,0,0,-0.0693594775461747,0,0,0.0385690327166196,0,0,-0.010284042401129,-0.0328525944413686,0,0.0166507648900294,0,-0.0561324713919234,0,0,0,0,0,0,-0.0216334114459324,0,0,0,0,0,0,0.0369932578025808,0,-0.0486992855830502,0.0701443617864305,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00774774654442872,0.0424018765818286,0,0,0.0234097091858927,0,0,0,0,0,0,0,0,0.117796358439086,0,0.241177193560264,0,0.0156950501956503,0,0,0,0,0,0,0,0,0,0,0,0,0.0818193484766266,0,0.0428519976161469,0,0,0,0,0.0567272232961791,0,0,0,0,-0.00502221543146349,0.0051461155577755,0,0,0,0,0,0
X600585.SH,0,0.172412953954977,0,0.161222408369895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746827877459034,0,-0.00126376473040433,0.178031548905724,0,0.0522025323369743,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.124652643752617,0,0,0,0,0,0,0.101815337460505,0,-0.0666625987078869,0,0.0914620216404918,0,0,0,-0.0240542814649394,0,0
X601898.SH,0,0,0.27541108649147,0,0,0,0,0,0,0,0,0,0,0.0865850315077211,0,0,0,0,0,0,0,0.00462765567798868,0,0,0,0,0,0,0,0,0,0,0,0,-0.034295297350536,0,0.16924105262684,0,0,0.0384053962529047,0.168683750976643,0,0,0,0,0,0.0797885356989312,0.0664976127450356,0,0,0,-0.0107628857009035,-0.0604514860388878,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046474803936459,0,0,0,0,0.216003717735092,0,0,0,0,0.200273978102843,0,0,0,0,0.0610350680551997,0.000212650532230307,0,0,0,0,0,0,0,0,0.142432638239296,0.0747188564750134,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.000330622383223698,0,0,0,0,0,0,0,0,-0.189504879960492,0,0,0,0,0.0688375895623595,0,1.00960797179751,0,0,0,0,-0.040789357238363,0,0,0,0,0,0,0.0339624158838759,0,0,0,0,-0.0406224333607164,0,0.0487867265094267,0,0,0,0,0,0,0.1280450780404,-0.109390922846385,0,-0.03525643012329,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0101275401627505,0,0,0.0675891231610353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229150401686871,0,0,0.120397782179815,0,0,0.346043748980801,0,0,0,0,0,3.46944695195361e-18,0,0.160444167443183,0,0,0.0562630244326072,0,0,0,-0.0308365844605587,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.211337449745259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24956967710208,0,0,0,0,0,0,0,0,0.112516247855948,0,0,0.396918732406139,0,0,0,0,0,-0.0851557097842665,0,0.139114529532881,0,0,0.195420968593078,0,-0.0304113273337589,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0348004056816177,0.0412680816170856,0,0,0,0,-0.0849031872479856,0,0,0,0,0,0,0.016954438451693,0,0,0,0,0,0,0.0436423833247028,0,-0.108867064630508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485801567625184,0,-0.000864859756889172,0.0210013350060955,0.0962389477559601,0,0,-0.0843789767516721,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.211158272447134,0,0,0,0,0,0,0.35433261206816,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.143646883898811,0.248797107371565,0.0822180908766254,0,0,0,0,0,0.305905939147949,0,0,0,0,0,0,0,0,0,0,-0.0628931602339354,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0.211539882844071,0,0,0,0,0,0,0,0,0,0,0,0,-0.281847001962212,0,0.120738388061426,0,0,0,0,0,0.489253966099643,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.347158617757255,0,0,0,0,0.528369147325292,-0.577627534565261,0.446200430079041,0,0,0,0.557334827865472,0,0
X601991.SH,0,0,0,0,0,0,0,0.0567760852778927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829352922783741,0,0,0,0,0,-0.0500018106769383,-2.16840434497101e-19,0,0.010993269372915,0,0,0,0,0,0.140813637242478,0,0,0,0,-0.00176563199837519,0,0,0.0435835502837922,0,0.00612385593102443,0,0,0,0,0,0,0,0,0
X600157.SH,0,-0.12011340463919,0,0,0,0,0,0,0,0,0,0,0,0.545622596883213,-0.0500687140955311,0,0,0,0,0,0,0,-0.0434506975506388,0,0,0,0,0,0,0,0.0761862606568793,0,0,0,0.0588200368833187,0,0,0,0,0,0,0.0102817263472808,0.00774557132674319,0,0,0,-1.73472347597681e-18,0,0,0.0506028312675566,0,0.0553173475593677,-0.0139846261954409,0,0,0,0,0,0.242244988672461
