,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X000301.SZ,X601699.SH,X600027.SH,X600160.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X600426.SH,X601991.SH,X000630.SZ,X000408.SZ,X000786.SZ,X601168.SH,X000807.SZ,X000933.SZ,X002271.SZ,X600985.SH,X600176.SH,X600219.SH,X600612.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.282772011600104,0,6.93889390390723e-18,0,0,0.0376952076295741,0,0.246646214883237,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0260494007439247,0,0,0,0,-0.0486482286302607,0,0,0,0,0,0,0,0,0,0,0,-0.0761984166587249,0,0,-0.0315880517982757,0.0362386068805047,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.166244137724323,0,0,0,0,0,0,0,0,0,-0.118606007684248,0,0,0,0,0,0,0.0442599370326881,0,0,0,0,0,0,0,0,0,0,0,0.241766013074974,0,0,-0.0784437319281267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.163074276505512,0.107918855053351,0,0.116743474684805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.170136449188387,0,0,0,0,0,0,0,0,0,0,0.0227120995869975,0,0.0489910874369763,-0.0550655196154054,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173215854767154,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0657291323363069,0,0,0,0,0.0197014152975176,0.25854773246443,0,0,0,0,0.179163904206084,0,0,0,0.0389282472537953,0,0,0,0,0.0124142179547893,3.46944695195361e-18,0.0823884743982426,-0.0993954510806215,0,0,0,0,0,0,0,0.10413698454765,0,-0.0260951503572431,-0.0374821078362825,0,0,0,0,0,0
X600188.SH,0,0,0.0556494548846836,0,0,0.133070419081932,0,0,0,0,0,0,0,0,0.0653920744488763,0,0,0,0,0,0,0,0.23009836733155,0,0.0331254406776422,0.247232684382481,0,0,0.0450197806913701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305514025371024,0.104326268588471,0,0,0,0,0,0,0,0,-0.025425689506625,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0632381387368251,0,0,0,0.162184307329763,0,0,0,0,0,0,-0.0330047958334965,-0.0710996447670374,0,0,0,0,0,0,0.392999140633372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106454017833044,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266093473152051,0,0.191392633730256,0,0,0,0,0
X600019.SH,0,0,0,0,0.041564444666212,0.057173230885962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329056834584524,0,0,0,0,0,0.0549856904075226,0,0,0,0,0,0.097926979884616,0,0,0,0,0,0,0,0.111978627812473,0,0,0,0,0,-0.0469020789586274,0,0,0,-0.0092199041489208,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.280375336365544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27903279732571,0,0,0,-0.111151134198866,0,0,0.182566246198055,0,0.0291547754758139,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264927361668747,-0.0278691973796384,0,0.00125734276627785,0,0,0,0
X600585.SH,0,0,0,0,0,0.0697507835931307,0,0,0,0,0,0,0,0,0,0,0,0,0.0902245476751852,0,0,0.11657314311154,0,0,0,-0.0654404207672422,0,0,0,0,0,0,0,0,-0.0174939821182489,0,0,0.0532429721567962,0,0.182495818497392,0,0,0.0232083659788885,0,0,0,0,-0.0851748037388555,0,1.73472347597681e-18,0,-0.0774097862291505,0.077948683237735,-0.0512963531920308,0,0,0,0,0
X601600.SH,0.0819648601933869,0,0,0,0.0666283314209979,0,0,0,0,0,0,0,0,0.0630949527315495,0.147480348934433,0,0,0,0,0.0144029879187431,0,0,0,0,0,0,0,0,0.0347332364275256,0,0,0.224583285280814,0,0,0,0.22748941674833,0.0405572168730127,0,0,0,0,0,0.0167294833739512,0,0,0,0,0,0.0628328518032664,0,0,-0.013690380453299,0,0.137811363112145,0,0,0,0,0
