,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000708.SZ,X000301.SZ,X000807.SZ,X002466.SZ,X600027.SH,X000786.SZ,X601991.SH,X000408.SZ,X600219.SH,X600176.SH,X600426.SH,X002128.SZ,X000983.SZ,X000630.SZ,X601168.SH,X601699.SH,X000933.SZ,X600096.SH,X600378.SH,X002353.SZ,X000877.SZ,X600985.SH,X600157.SH,X600549.SH,X600299.SH,X000831.SZ,X002271.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.771014687491125,0,0,0.0227397263864418,0,0,0,0,0,0,0,0,0.0256612456353951,0.00927044002817288,0,0,0,0,0,0.00291566484635748,0,0,0,0,0,0,0,0.00739308777626744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352145729673436,0.00945275590305821,0,0,0,0.0023395590864834,0,0
X601088.SH,0,0,0,0,0,0.491600610541173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981967043822752,0,0,0.00198582681635693,0.0836138899341067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226687652499564,-0.00738249180015564,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.22210618546492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918815574769944,0,0,0,0,0,0,-0.0265117816268239,0,0,0,0,0.0885950006627909,0,0,0.0520614452936749,0,0,0,0,0,0.170984870372111,0,0,0,0,0,0,-0.00809939145477238,0.0166050488378407,-8.67361737988404e-19,0,0,0,-0.0221707239683136,0,0
X600309.SH,0,-0.0863228875902373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180929574594712,0.0921711540980586,0,0,0.222763657843481,0,0,0.00982668692338752,0,0,0.070213934265428,0,0,0,0.0890554826255736,0.0299933508338888,0,0.0474595358558665,0,0,0,0,0,0,0.103375006721694,0,0,0,0,0,0,0,-0.0391258294406347,-0.00701224909726737,0.00711840564553064,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356517711810757,0,-0.0119061997543471,0.22768619592621,0,0.110618156068497,0,0.0685684778189975,0,0,0,-0.0246681386051376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167124109617441,0,0,0,0,0,-0.0117106309245591,-0.00374455229844545,-0.00515021361468054,-0.030786786740869,0,0,0,0,0
X601898.SH,0,0.580302609661429,0,0,0,0,0.104437137106216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113516821764553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164186258584592,0,0,0,0,0,0,0,0,0,0,0,0.0403544021084393,0.0215876426665621,-0.00237910650060812,0,0,0,-0.0385710865018257,0,0
X600019.SH,0,0.0970873834631669,0,0,0,0.191880618287888,0,0,0,0.167770421475203,0,0,0,0,0,0,0,0,0,0,0,0,0.108036862787411,0,0,0,0.18075135729611,0,0,0,0,0,0,0,0,0,0,0,0,0.0615208209688509,0,0,0.0122021381986544,0,0,0,0,0,0,0,0,0.00395068035707397,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0868752514535893,0,0,0,0,0,0,0,0,0,0,0.164819282301142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103576777047691,0,0.138547131611427,0.00310429362395039,0.127550656283245,0,0,0,0,0,0,0,0.0724649960816832,0,0,0,0,0,0,0,-0.00402886303438908,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.066530885860287,0,0,0,0,0,0,0,0.0466471763893581,0,-0.127660632690959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209679391196784,0.0824883315136476,-0.0937459819125929,0,0,0,0.128915522914847,0,0,-0.00151245578586732,-0.000513256720679647,0,0,0,0.0289360561957451,0,0
X601600.SH,0,0,0,0,0,0,0.237383490576662,0,0,0,0,0,0,0,0,0,0,0.912693810107522,0,-0.12731234647992,0,0,0,0,0.122416511758976,0,0,0.0962002720698617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224533969047824,-0.282525852874421,0,0,0,0,0,0,0,0,-0.0147151884524956,0,0,0,0,-0.116045362064878,0,0
X600886.SH,0,0,0,0,0.105776783170449,0,0,0,0,0,0,0,0,0,-0.156674223729661,0,0.427157354874733,0,0,0,0,0.106290266830568,0,0,0,-0.101076981391555,0,-0.00655517706664452,0,0,0,0,0,0,0,0,0,0,-0.0461786411096717,0,0,0,0,0,-0.0139554632010838,0,0.156957694965779,0,0,0,0,0.0177693582654878,-0.0138960181402422,0,0,0,-0.00976534880650727,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148597543505762,0,0,0,0,0,0.552020517431985,-0.0418500857050132,0,0,0,0.113028202091215,0,0,0,0,0,0,0,-0.0023682516042219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011943514043248,0.00958258002600104,0.00193056035336349,0,0,0,-0.0349920822779352,0,0
X600011.SH,0,0,0,0,0,0,0.171701050614146,0,0,0.0480217051381926,0.0718896831887418,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.394221265541926,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156233932980445,0,0,0,0.0794457841096665,0,0,0,0,0,-0.0171529320775731,0,-0.00116950209130109,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102006261961524,0,0,0,0.0334130427466793,0,0,0,0,0,0.270323146289392,0,0.0137376181781186,0,0.130225435238199,0,0,0.108909868463409,0,0,0,0,0,0.106611668626689,0,0,0,0,0,0.0910565222472426,0,0,0.0724732512562523,0,0,0,-0.00506182874265454,0.00280071382280564,0,0,0,-0.0340385369123537,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00976703153137288,0,0,-0.00842810122911688,0,0,0,0.270840737177797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535948481443325,0,0,0.0680985249477647,0,0,0,-0.0725040148673493,0,0,0,0,0,0.288622370853778,0.0343812928585347,0,0,0,0,0.0712336937174808,-0.052357080154464,0.0574740098617432,0,0,0,0.0495507341787641,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136490797420914,0,0,0,-0.0499387628803169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027944626961529,0,0.0113596393307109,0,0.0442115734301589,0.162024750562946,0,0.514849896355581,0,0,0,-0.029778542999184,0.00461889972464969,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0147294662673419,0,0,0,0,0,0.353329547727144,0,0,0,0,0.0119696711044296,0,0,0,0,0,0,0,0.0213468353290412,0.160169583326629,0.0419355187588604,0.373066943864745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639983042817448,0.113628501760722,0.0117992896915651,0,0,0,0.0372780339010998,-0.0249860911961639,0.032535865083489,0,0,0,-0.0473329689040751,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.187166804272152,0,0,0,0,0,0,0,0,0.0230445649334831,0.022171620720224,0,0,0.0834859487126487,0,0,0.0660462931331781,0,0,0,0.138240438842062,0,0,0,0,0,0.132491057241394,0,0,3.46944695195361e-18,0,0.0419964858803872,0,0,0,0,0,0,0,0,0,0,-0.0153888566433006,0.0030973043645871,0,0,0,0,0,0
X002460.SZ,0,-0.0186356538604319,0,0,0,0,0,0,0,0,0,-0.0647264961139333,0,0,0,0,0,0,0,0,0,0,0,0.0137889534069091,0,0.921571585180185,0,0,0,0,0,0.118607168364837,0,0,0,0,0,-0.0781573742047634,0,0,0,0,0,0,-0.0128680857067909,0,0,0.0198664870986958,0,0,0,-0.0254004295648337,0.0267860478892011,0.0134605158297595,0,0,0.0127245963137622,0,0
X600160.SH,0,0,0,0,0.185181691192799,0,0,0,0.0355353909416899,0,0,0,0,0.153807935827934,-0.083498314840779,0,0,0,0,0,0,0,0,0.0935203652318276,0.00424870443450513,0,-0.0698712024997026,0,0,0,0,0.342927092148076,0,0,0,0,0,0,0.132936860721433,0,0.191927567731876,0,0,0,0.00637486090322092,0,0.101837172191363,0,0,0,-0.124767237800915,0.0286541662224519,-0.066052715358627,0,0.0550065036314623,0,-0.0674790708933533,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0.356731053272549,0,0,0,0,0,0,0,0,0,0,0,0.0779052195854835,-0.00480211021805944,0,0,0,0,0,0,0,0,0,0,0,0,0.0164618322734441,0,0,0,0,0,0,0,0,0,0,0,0,0.0867862618377339,-0.0298746469735709,0,-0.0218702558078393,0,0,0.060111738517241,0,0
X600803.SH,0.0753910577502583,0,0,0,0,0,0.225536734346484,0,0,0.087366903338004,0,0,0,0,0,0,0,0,-0.071014636638472,0,-0.0118295644837993,0,0,0,0,0,0.0296830221302794,0,0,0,0,0,0,0,0,0,0,0,0,0.168557607588424,0,0,0,0,-0.0315505376415337,0,0,0,0,0.203637847752674,0,0,-0.0199764609572294,0,0,0,0.00144992982536326,0,0
X000708.SZ,0,0,0,0.21284799309907,0,0.0240680839075366,0.172831845675092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077795564266219,0.0210684296942439,0,0.0139533689485438,0,0,0,0.0415111729514339,0,0,0.180602013414829,0,0.00566782470945742,0.0890526213028071,0,0,0,0,0,0.0583589562952327,0,0.011790040115043,0,0,0,0,-0.0117919790098463,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.214123598781252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677006552977056,0,0,0,0,0.457047525881411,0,0,0,0,0,0,0,0,0,0,0,0,0.0213459990799846,0,0,-0.0770662076767355,0.125788205409706,0,0,-0.367401647218447,0,0,0,0,0,0,-0.00126974891994597,0,0,0,0,0.0220949322518565,0,0
