,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X601992.SH,X600583.SH,X600309.SH,X000709.SZ,X600352.SH,X000898.SZ,X601158.SH,X000792.SZ,X600157.SH,X600660.SH,X000629.SZ,X000027.SZ,X600547.SH,X600489.SH,X002353.SZ,X000539.SZ,X600808.SH,X600008.SH,X600021.SH,X000825.SZ,X600549.SH,X600307.SH,X000060.SZ,X000630.SZ,X600219.SH,X000831.SZ,X600578.SH,X601699.SH,X002470.SZ,X002004.SZ,X600315.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.471602676964361,0,0,0,0,0,0,0,0,0,0.210146906505528,0.0303794668221069,0,0,0,0,0,0,0.0506138910636868,0,0,0,0,-0.0140164375746292,-0.00295002282841075,0,0,0,0.0707911327298226,0,0,0,0,0,0,0,0.0318366846159326,0,0,0,0,0.0405707645459481,0,0,0,0,0,0,0,0.0150464671742311,0.0227211906344125,0,0,0,0,0,0
X600028.SH,0.366958155252625,0,0,0,0,0.163304233093652,0.0390364796118047,0,0.114724028712902,0,0,0,0,0,0,0.0178707295460733,0,0.00253296303237307,0.114384165332721,0,0,0,0,0,-0.0771424880674463,0,0,0,0.155584152920724,0,0.0471383847400617,-0.0323414693742353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0646103801335045,0,0,0,0.0392703430384234,0,0,0.255493200970409,0,0,0,0,0.129074851244668,0,0,0,0,0,0,0,0,0.019523457807221,0,0,0.0533342973976415,0,0,0,0,0,0,0,0,-0.0615323753047972,0,0,0,0,0,3.30682012998499e-05,0.0425795403010975,0,0.019431581544354,0,0.384742548485061,0,0,0.0285585556844204,0,0,0,0.0125292362485368,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.114200487608448,0,0,0,0,0,0,0,0,0,0.000763551353455679,0,0,0.287548315783161,0.165407574959944,0,0,0,0,0,0,0,0,0.0802297559817043,-0.0305558757608551,0,0,0,0,0,0,0,0,0.0271818342283975,0,0,0,0.0518425544685907,0,0,0,0,0,0.0878630014758945,0,0,-0.0021052102735875,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0229565227885832,0.144784769179873,0,0,0,0.16394017415012,0,0.115735562024528,0,0,0,0,0.278239197041784,0,0,0,0,0,0,0,0,0,0.126345227671742,0,0,1.73472347597681e-18,0,0,0,0,0,-0.00225841060374429,0,0,0,-0.00691038737921867,0,0,0.0289583436959137,0,0.0160631946772301,-0.0429984518599476,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.124822364336503,0,0,0.0111733283538244,0.243816142237577,0,0,0,0,0,0.272449542385216,0,0.0675367676776144,0,0,0,0.167772766137601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026753209184139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.400429808484861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082722876395888,0,0,0,0,0,0,0,0.185912672321192,0,0,0,0,0,-0.0638539812438345,0,0,0,0,0.266680547835403,-4.33680868994202e-19,0.101715364046303,0,0,0,0,0.142837706155125,0.107523364298097,0,0.00413657532890217,0.0915279418872719,0,0,0,0,0,0
X601898.SH,0,0,0.262099060339129,0,0,0,0,0,0.189804501088605,0.129621189165178,0,0.0607415993231315,0.098018919244756,0,0,0,0,0,0.0310927401294923,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.121876234063902,0,0,0,0,0,0,0,0.0159480851753743,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.263618500262892,0,0,0,0.169447979276956,0,0,0.231368178686412,0.0444661647385746,0.230853769719439,0.0188025927133302,0,0,0,0,0,0,0,0,0,0.155904911562656,0,0,0,0,0.0223812111699361,0,0,0,0,0,0,0.0420115561111293,0,0.00148908541798482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.310909257847073,0,0,0.117573109668847,0,0,0,0,0.177133655857814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185208304566679,0,0.0180727905938168,0,0,0,0.0674849529681157,0,0,0,0,0,0,0,0,-0.0257362823283166,0,0,0,0,0,0,0
