,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X601600.SH,X000301.SZ,X600111.SH,X600426.SH,X002466.SZ,X600010.SH,X601898.SH,X600011.SH,X600886.SH,X600352.SH,X600219.SH,X600188.SH,X600489.SH,X600801.SH,X600803.SH,X601991.SH,X600795.SH,X600486.SH,X002353.SZ,X600688.SH,X600299.SH,X601168.SH,X002080.SZ,X000932.SZ,X000830.SZ,X000807.SZ,X000630.SZ,X600315.SH,X600027.SH,X300037.SZ,X000898.SZ,X600516.SH,X000723.SZ,X601992.SH,X600157.SH,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0605012993159567,0,0,0,0,0.000823258422396743,0,0,-0.0608130941252671,0,0.068935215100147,0,0,0,0,0,0.0137403582226644,-0.00926372191998386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952693403251049,0,0,0,0,0,0,0.0037751311272782,0.0462437652734025,0,0,0,0,0,0,0,0,0,0,-0.00422656609363089,-2.16840434497101e-19,0,0,0,-0.00189081478912258,0,0
X600028.SH,0,0,0,0,0,0,0.0678539304490158,0,0,0,0,0,0,0,0.0250670783045395,0,0,0.0448484556086666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318332093357451,0,0,0,0,0,0,0,0.0474670986253263,0,0.0352125428919733,0,0,0,0,0,-0.0223299908652265,0,0,0,0.0274089436387683,0,0
X600309.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.217200775953734,0,0,0,0,0,0,0.125163296377505,0.0532158248570681,0,0,0,0,0,0,-0.11402512421366,0,0,0,0,0,0,0.29878170602007,0.0140991388781812,0,0,0,0,0,0,0,0,0.0379350267736432,0,0,0,0,0.00108889237835845,0,0,0,0,0,0.0125636298283002,0,0,0,0.0161463651226324,0,0
X601088.SH,0,0,0,0,0,0,0.0467825240384062,0,0,0,0,0.0223900681993308,0,0,0,0,0,0,0.0333934641239716,0,0.0378938778189002,0,0,0,0,0.438692858191588,0,0,0,0,0,0,0,0,0,0.0342863139464959,0.0307517979403471,0.114786602821089,0,0,0,0,0,-0.0673135953719892,0,0,0,0,0,0,0,0.0281120986195671,0,0,0,0,-0.035764767951509,0,0
X600585.SH,0,0,0,-3.46944695195361e-18,0,0,0,0,0.018775995034236,0,0,0.0279661615423697,0,0,0,0,0,0,0,-0.0654545000104083,0.0271874730785336,0,0,0,-0.0161732587662672,0,-0.026089055693623,0.173270013046653,0,0,0,0,0,0,0,0.123580661759665,0,0,0,0,0,0,0,-0.091375518947861,0,0,0,0,0,0,-0.018900481840184,0,8.67361737988404e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0830545150338533,0,0,0,0,-0.0086857323729204,0,0,0,0.278765209974046,0,0,0,0,0,0,-0.00575366652657544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287807159746795,0,0,8.67361737988404e-19,0,0,0,0.352180924383303,0,0,0,0,0.147295492455059,-0.0482914694191103,-0.0235310801503938,0.0256494578688109,0,0,0,0.0145621364322095,0,0
X000708.SZ,0,0,0,0.0132193075212901,0,0,0,0,0,0,0,0,-0.785787596144411,0,0,0,0.267148964626502,0,0,-0.233680560030696,0,0,0,-0.165602463365671,0,0,0,0,0,0,0,0.202574867409331,0,0,0,0,0,0,0,0,0,0,0,-0.0241298556079716,0,0,0,0,0,0.107221622338315,0,-0.0340596517595939,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.435523225875776,0,0,0,0,0,0,0.0915142951351973,0.128078137960959,0,0.153635674254735,0,0,0,0,0,0,0,0,-0.31397731391134,0,0,0,0,0,0,0,0.401366188907615,0,0,0.173767839822601,0,0,0,0,0,-0.0396411472883092,0,0,0,0,0.0284949467596203,-0.207268807532865,-0.0427139542774196,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0493660862318486,0,0.247401604041244,0,0.0294085067933605,0,0,0,0.0152406869635509,0,0,0,0,0,0,0,0,0,0,-0.192711366888327,0,0.0339609374707881,0,0,0,0,0,0,0,0.0853868243239596,0,0.0508696188283152,0,0,0,0,0.0822167859701269,0,0,0,0,0,0.0703900040612286,0,-0.00450365229703583,-0.0129526586316516,0,0,0,0,0,0
X002271.SZ,0,0,0.0455020511596182,0,0,-0.0465930590295896,0,0,0.217863554960088,0,0,0,0,0.0122853078879847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132639951772146,0,0,0,0,0,0,0,0,0,0,0,0,-0.00303933697381626,0,0,0,0,0,0,-0.0251164340987146,-0.0591743797871213,0,0,0,0.062759303107694,0,0
