,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X000898.SZ,X600309.SH,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X002353.SZ,X002470.SZ,X000792.SZ,X600489.SH,X600863.SH,X600547.SH,X600098.SH,X600022.SH,X000629.SZ,X600623.SH,X600307.SH,X300072.SZ,X600808.SH,X600578.SH,X601918.SH,X600612.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.714037678277773,0.118681578812179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889179906657325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010355961169819,0,0,0,0,0,0.0502702238882906,0,0,0,-0.0137329500829194,-0.0073033191751564,0,0,0,0,0,0
X600028.SH,0.396664946709392,0,0.0229693636508558,0,0,0.273890735420812,0,0,0,0,0,0.00121818041550611,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0745359040682798,0,0,0.0297503925713788,0,0,0,0,0,0,0,0,0,0,0,0,0.0701539903703771,0,0,0,-0.0685516924243737,0.0416150127905077,0,0,0,0,0,0
X601088.SH,0,0,0,0.0522352120589067,0.285594706318751,0.0790451082941788,0.296867200067403,0,0,0,0,0,0,0,0,0,0,0,0.113356074713758,0,0,0,0,0,0,0,0,0,0,0,0,0.0865588650643099,0,0,0,0,-0.0662609433936612,0,-0.0754155377425254,0,0,0.0392785203138888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0963851417965974,0,0,0,0,0,0,0,0.356060375015422,0.0290837600508812,0.125147680325252,0,0,0,0,0.0988052158115532,0,0,0.189733909742649,0,0,0,0.0694435536908467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413623707648485,0,0,0,-0.0193417796275025,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.110795055361824,0.11436168583316,0,0,0,0,0,0,0,0,0,0.304983276836925,0,0,0.00965360750495471,-4.33680868994202e-19,0.152165660907958,0,0,0,0,0,0.00406779253636322,0,0,0,0,0,0,0,0,0,0,0,0,0.0681999612940031,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0416554324627202,0,0.0220904160651529,0,0.312621168653079,0,0.113251697016149,0,0,0,0,0,0,0,0,0.0428429215460527,0,0,0,0,0,0,0.157357049702993,0,0,0,0,0.0581892033275763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.302490091868734,0,0,0,0,0.140310696896646,0,0,0.0256178173672026,0.0738315678706277,0,0,0,0,0,0.0718136614067789,0.0293313678493676,0,0.0290620503600569,0.0439525553918921,0,0,0,0,0,0,0.0153204694661235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488341933627128,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.575105145132888,0,0.0801600576898037,0,0,0,0,0,0.0307228415955703,0,0.199217978418325,0,0,0,0,6.93889390390723e-18,0,0,0,0.0618774777069915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136385237599968,0,0,0,-0.0642277294774803,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0680964125530446,0,0.121199608111124,0,0,0,0.101169506623211,0,0,0,0.184475079737765,0.0852871386501142,0,0,0.0273331450497348,0,0,0.0110102126223483,0.00653642865173415,0,0,0,0,1.73472347597681e-18,0.0836236776458075,0.021664575383183,0,0,0,0,0,0,0.0147450041784878,0.160958817518117,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.175163896278144,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0413003794357111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135184722284338,0,0,0.0141035144224729,0,0,0,0.308746896570779,0,1.35525271560688e-20,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.18004660485081,0.0118645090328078,0,0.0229055262516296,0,0,0,0,0,0.212036963644998,0,0,0,0,0.292409511887868,0,0,0.0544119815514519,0,0,0,0,0,0,0,0,0,0,0,0,0.0156403544423603,0,0,0,0,0,0.0358882003340141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.0590315983444151,0.00978035258469253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187335188669558,0,0,0.0316721021701781,0,0,0,0,0,0,0.0481037451201062,0,0,0,0,0,0,0,0,0,0,0.35881167315154,0,0.168031870312038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.16737122268505,0,0,0,0,0,0.140352129196703,0,0,0.0697772822768172,0,0,0.092250491800635,0,0,0.170102732010649,0,0,0,0,0,0.0870269305501775,0,0.0707285478027344,0,0,0,0,0,0,0.00489140881971763,0,0.0691857558163041,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,-0.00220117191422161,0,0,-0.0893838049590438,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0977121509506683,0,0.0236345070864521,0,0,0,0,0,0.00730277159532927,-0.0250132857882138,0,0,-0.121763232600619,0,0,0,0.283745105279281,0,0.0327064866565377,0,0,-0.0991199850994942,0,0,0,-0.09623892039135,0,0,0,0,0,0,0.450083655721059,-0.273698799621396,0,0,0,0,0,0
X600111.SH,0,0,0.0313485797574243,0,0,0,0,0.103901589444066,0,0,0,0,0,0,0,0,0,0,0.0581841336457652,0.186881008428124,0,0,0,0,0,0,0.0528268053360118,0,0.0916429664621044,0,0,0,0,0,0,0,0,0,0,0.230668240838998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.313990756622552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417618025180376,0,0,0,0,0.217965055801425,0,0,0,0.0709506026916823,0,0,0,0,-0.00438384967730433,0.0214902514208824,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.00990347944900124,0,0,0,0,0,0,0.0254104755748252,0,0.174174874009665,0,0,0,0,0,0,0.233975865036162,0,0,0,0,0,0,0.157063147478677,0.0171606364150976,0,0,0,0.0886411087527105,0,0,0.0178734841374939,0,0,0,0.0787997233487416,0,-0.00507983403793016,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0811097441034394,0,0,0,0,0,0,0.15125321810419,0,0,0,0,0,0,0,0,0,0,0,0.396586350400972,0,0,0,0,0.000191221255376656,0,0,0,0,0,0,0,0,0,0,0.0731626815802321,0,0,0.0247912988336012,0,0,0,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0466829933881911,0,0,0,0.057798319311489,0,0,0,0,0.296008206771379,0.116255985161665,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0882099671251275,0,0,0,0,0,0,0,0,-0.0924494978871859,0,0,0,0,0,0,0
