,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600660.SH,X600111.SH,X002271.SZ,X000301.SZ,X601898.SH,X002466.SZ,X000708.SZ,X600010.SH,X601600.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X000786.SZ,X600176.SH,X600886.SH,X600011.SH,X600219.SH,X000408.SZ,X600803.SH,X000825.SZ,X000932.SZ,X300037.SZ,X601991.SH,X002080.SZ,X600795.SH,X000027.SZ,X000898.SZ,X000807.SZ,X600352.SH,X600489.SH,X600549.SH,X600399.SH,X601699.SH,X000830.SZ,X002409.SZ,X000959.SZ,X600688.SH,X000723.SZ,X002353.SZ,X600486.SH,X000012.SZ,X002145.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0628811888736273,0,0,0,0.0279849617669,0,0,0,0,0,0,0,0,0,0,0.0508047775059092,0,0,0,0,0,0.0225952126328065,0,0,0,0,0,-0.0166004052771026,0.17130024226776,0,0,0,0,0,0,0,0.00805053823109654,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0811973889599239,0,0,0,0,0,0.0675589813490889,0,-0.0385329962284934,0,0.00898410693749157,0,0,0,0,0,0,0,0,0.00041602304285809,0,0,0,0,0,0,0,0,0.026012849828046,0,0,0,0,0,0,0.151555794771978,0,0,0,0,0,0,0,0,0,0.000353931416238383,0,0,0,0,0,0.0156428444822045,0.0495955488322501,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0881244858152073,0,0.128468566810656,0.0459741308423465,0,0,-0.0318954071177397,0,0,0,0,0,0,0.223573464052882,0.109065728194695,0,0,0,0,0,0,0,0,0,0,0.024108433989338,0,0,0,0.026990586181502,0,0,0,0,0,0,0.0955501947281747,0,0,0,0,0,0,0,0,-0.00255499013976902,-1.73472347597681e-18,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0436967211470715,0,0,0,0.0205461609311307,0.0409834710996598,0,0.0169580799810342,0.206281382827814,0,0,0,0,0,0,0,0,0.0467764723094344,0,0,0.0127161031438657,-0.120770781793449,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0788449360748505,0,0,0,0.000373866596918457,-1.73472347597681e-18,0,8.67361737988404e-19,-0.0724591975284464,0,0.0180656942054144,0.0229291776371454,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.389454433955287,0,0,0,0,0,0,0.0815819006707181,0,0,0,0,0.224737631595433,0.0178709085310752,0,-0.0371462115403834,0,0.233094846960786,0,0,0,0.103452937032779,0,0.0304754427944586,0,0,0.0870267295209342,0,0,0,0,0,0,0,0,-0.0356344974048616,0,0.166496500495439,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0106847063918407,0,0,0,0.229739706973317,0,-0.140378269547646,0,0.0936473775295242,0,-0.0343701810614169,0,0,0,0,0,0,0,0.147880216587089,0,0,0,0,0.0209770877531677,0,0,0,0.128900915009202,0,0,0,0,-0.0833615670509397,0,0,0.140526340959514,0,0,0,0,-0.0815800522742807,0,0.0342556481494572,0,0,0,0.0273465777534035,0.00846630185606612,0,0,0.0721743172274008,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0222069264149152,0,0,0,0.0468713624085554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158423446585107,-0.0717500020504369,0,0,0,0,0.355785554113444,0,0,0,0.0544201795204114,0,0,0,0,0.0360876319669867,0,-0.0244470285978494,0,0,0,-0.0810138549911845,0,0,0.0341500277944717,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0906434641828859,0,0.168809883217367,0,0,0,0,0,-0.0153105503434325,0,0,0,0,0,0.0487860555676991,0,0,0.0105144145058953,0.267667214093216,0,0,0,0.0117846789682283,0,0,0,0,0,0,0.126261523970843,0,0,0,0,0,0,-0.127990631094846,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291601678166872,0,0,0.0247176338211182,0,0,0,0,0,0,0,0,0,0.0952427342314507,0,0.177205614463885,0,0,0,0,0,-3.46944695195361e-18,0,0,0.26105854360568,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0917768892666385,0,-0.0354270878248399,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0945916984709483,0,0,0,0,0,0,0,0.0301482271621019,0,0,0,0,0,0,0,0,0,0,0,0.0818363647688104,0,0,0.133448543600426,0,0.0572871078884977,0,0,0,0,0,0,0,0,0,0,0,0.00946309985846271,-1.73472347597681e-18,0,0,0,0,-0.10863234292778,0,0.109872654487127,-0.0813264859044286,0,0,0,-0.0236818266787053,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0392344695851008,0,0.139810880316832,0,0,0,0,0.191856701821266,0,0,0,0,0,-0.0556151992371847,0,0.0730741583351647,0,0,0,0.261568769812609,0,0.0576448179444844,0,0,0,0,0,0.1682706648115,0,0.286376020928717,0,0,0,0,-0.211525707616653,0,0,0,0,0.278146948309419,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.245475555432969,0,0,0,0,0,0.134159167038795,0.00859741694165496,0,0.611477564992122,-0.0806580035531479,0,0.253025104943081,0,0,0,0,0.084287343799831,-0.0150948780625919,0,0,0,0,0,-0.139522573239577,0,0,0,0.000936941665911276,0,0,0,0.237216008206452,0.0322060870147704,-0.147261171461915,-0.0739333799318572,0.04153038042884,0,0,0,0.297409280806696,0,0,0,0,0,0,0,0,0.114441221087483,0,0
X002466.SZ,0,0,0,0,0.355201718448553,0,0,0,0.0805251274552794,0,0,0,0,0,0,0,-0.364602472849714,0.530469414176146,0,-0.0325204785968051,0,0,0,0,0,0.0735415525145689,0,0.0417809466953274,0,0,0,0,0,0,0,0,0,0,0,0.196172782960698,-0.0854840354557379,0,0,0,0,0,0,0,0.15943202517208,0,0,-0.143492338196308,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.235236899004145,0,0,0,0.00644667464463286,0,0.0793539083411818,0,0,0,0,0,0,0.171230471094373,0.038197921538524,0,0,0,0,0,0,0,0.0854152483702623,0,0,0.0516593975998301,0,0,0,0,0,0,0,0.020841219154321,0,0,0,0,0,0,0,-0.0781498376935831,-0.113353539460948,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,-6.93889390390723e-18,0,0.161181010127017,0,0.219026731660851,0,0,0.0763970775749167,0.00158379398337528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103161931305647,0.113458795596583,0,0,0,0,0.0438998932479597,0,0,0,0.12900875845802,0,0.0368919555530382,0,0,0,0,0,0,0.114486147416596,0,-0.0127939474100905,0,0.0451813015059166,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.0390087961537253,-0.0970415328247528,0,0.0681664421149966,0.072783498660287,0,0,0,0.245847071927922,0.0119423999535647,0.00784083947828865,0,0,0,0,0,-0.0109140351155507,0,0.0353164750773236,0.0489455251376676,-0.00317756376804108,0,0,0,0,0,0.539144739895438,0,0,0,0.0312328530880013,0.0967901597030495,0,0,0,0,0,0.00529315918480174,0,-0.0490802605322363,0,0,0.152351436459151,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,-0.348065366266305,0,0,0,0,0,0,0.434925446671716,0,0,0,0,0,0.139348203180671,0,0,0,0,0,0,0,0,0,0,0.242618332201867,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0836477978201732,0.216138358119995,0,0,0,0,0.172800635454035,0.119943433702573,0,0.0539560113139597,0,0,0,0,0,0,0,-0.142556287412539,0,0
X600362.SH,0,0,0,0,0.0957467884094,0,0,0,0,0,0,0,0,0,0,0.152978194245289,0,0,0,0,0,0,0,0,0.0679348564086842,0,0,0,0,0,0,0,0,0,0.14496307170256,0.300385227101992,0,0,0,0.0096385492592839,-0.056887099614965,0,0,0,0,0,0,0,0,0,0,-0.0454960156324787,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0792656762724263,0,0,0,0,0,-0.116083818988804,0.0664761677201755,0,0,0,0,0,0,0,0,0,0.0690149626129702,0,0,0,0,0,0,0,0.0618219132942482,0,0,0,0.130544255384181,0,0,0,0,0,0,0,0,0.308880412142267,0,0,-0.132932308368854,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0.166506954247836,0,0,0,0,0,0,0,0.0758795138511622,0.044389892852745,0,0.0530236089178268,0,0,-3.46944695195361e-18,0,0,0,0,0.0971565810080299,0,0,0,0,0,0,0,0,0,0,0,-0.0162433329552716,0.240401581909786,-4.33680868994202e-19,0,0,0.0245265277161658,0,0,0,0,0,0,0,0,0,-0.0135404152867297,0,0,0.0329502602947743,0.034144024110984,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,-0.0231629493675068,0,-0.0499241425437122,0,0.0574371927183412,0,0,0,0,0,0,0.0786657149318609,0,0,0,-0.10203851893554,0.56776151503784,-0.0570100254665623,0,0.0983735764332243,0,0,0,0,0,0,0,0,0.142335536027984,-0.00239934738435716,0,0,0,0,0,0,0,0,0.00229115048293777,-0.0162870666303383,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.0972110585754996,0,0,0,0.128363144013265,0,0,0.378944233127786,0,0,0,0,0,0,0,0,0,0,0.0989898245344803,0,0,-0.0209139427374361,0.0831577314946378,0,0,0.191942127375595,0,0,0,0,0,0,0.122881079695625,-0.06426019164065,0,0,0,0,0,0,0,0,0,0,0,-0.122729485946986,-0.0709139122201422,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0464069732429412,0.0353341864504763,0,0,0,0,0,0.0657064743641295,0,0,0.135696333922715,0,0.168088937131662,0,0,0,0,0,0.00490332982443582,0.121924161265118,-0.0425246463858006,0,0,0,0,0,0,0,0,-0.130024530771713,0,0,0,0,0,0,-0.308781781698157,0,0,0,0,0,0.0494604912763959,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0134867694588906,0,0,0,0,0,0.0153206958933873,0,0,0,0,0,0,0,0,0.00447260126723574,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0678710236486176,0.0206899270401465,0.0142737754285902,0,0,0,0,0,0,0,0,0,0,0,0.0485688579798891,-0.0157260407203525,0,0,0.0129628081573782,0.0302219822913321,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.159593111776318,0,0,0,0,0,0,0.0805100543254679,0,0,8.67361737988404e-19,0.153993289048997,0,0,0,0,0,0,0,0,0,0.0961219867996969,0,0,0.0543441867786923,0,0,0,0,0,0,0.164543111555588,0,-0.0429711097603745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652533132360699,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,-0.181357314307507,0.239853698150385,0.443535365779507,0.10966535089145,0,0.377158769896376,0,0,0,0.164926170724689,0,0,-0.405905342163005,-0.372685871275318,0,0,0,0,0,0,0,0,0,0,0.152415268785224,0,-0.0859201810868848,0,0,0,0,0,0,0,0,0,0.0371859711023976,0,0,-0.414788426285819,0,0,0,0,0,0.130437302732329,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,-0.00837086942222775,0,0,0,0.0488482209763984,0,0,0,0.0143823124475695,0,0,0,0,0,0,0,0,0.150967250419669,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0895283653964234,-0.0157617699825458,0,0.0195166160475171,0,-0.0254947706852839,0,0,0,0,0.0152444855486514,0,0,0,-0.000148427022033172,-0.0579789354197261,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0722601662242536,0,0,0,0.202529339577148,0,0,0,-0.161135756068191,0,0,0,0,0,-0.084225744201759,0,0,0,0,0,0,0,1.73472347597681e-18,0.45495752047986,0.170154275494742,0,0,0,0.0282567455771762,0,0,0,0,0,0,0,0,0,0,0,-0.00730292516724162,0,0,0,0,0,0,0
