,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600660.SH,X601600.SH,X600010.SH,X600362.SH,X600801.SH,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X002460.SZ,X002466.SZ,X000786.SZ,X600688.SH,X601992.SH,X600111.SH,X002271.SZ,X600176.SH,X000723.SZ,X600027.SH,X002353.SZ,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X000709.SZ,X000883.SZ,X600219.SH,X601158.SH,X000629.SZ,X600612.SH,X000792.SZ,X000553.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000825.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0079561039975912,0.154510289741309,0,0,0,0,0,0.0133850420040949,0,0.172145028945913,0,0.0456417798920744,0,0,0,0,0,0,0,0,0.0132902455436208,0.00264139016863305,0,0,0,0.0344751434254504,0,0,0.0776942242128738,0,0,0,0,0,0,-0.0350201486856075,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0162309665069051,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0175268831459019,0.0400400383762294,0,0,0,0.0387401482630206,0,0,0.137237931003797,0,0,0,0,0,-0.0112845451156715,0,0,0,0.0389153491123794,0,0,0,0.0236121792060068,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590022491002823,0,0,0,0.0863433652885386,0,0,0,0,0.00880363894012607,0,0,0,0.00647976501236727,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00655559431283835,0.0325333891857276,0,0,0,0,0,0.0656636222484206,0.223836335752475,0.0719861691133654,0,0,0,0.0244570603059981,0,0,0,0,0,0.00454025236749564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162849448110738,0,0,0,0,0,0,0,0,0,0,0.00394405127643031,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0286998751653235,0,0,0,0.035895076132503,-0.140447447921067,0.0238611133213056,0.161387610348231,0,0,0,0.402518565231235,0,0,0,0,0,0,0.0731240109341331,0,0,0,0.0762574591183029,0,0.000777478183566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018928281363435,-0.00850129160437702,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.128539689546625,0,-0.036164589928133,0,0,0,0,0,0,0.279756781591881,0,0,0,0,0,0,-0.0336792436776389,0,0,0,0.0961756767964738,0,-0.230654352602383,0,0,0,0.181975279075432,0,0,0,0,0,0,0,0,0,0,-0.120860961350711,0,0,0,0,0.220235795559514,0,0.0345768806094074,0,-0.0695106635007734,0,0,0,-0.100474026410188,0,0
X600019.SH,0,0,0,0,0,0,-0.0733636295170507,0,0.0416789122721252,0,0,-0.0264752540488691,0,0.0362825109926833,0.0970289024746418,0,0,0.0944969237213199,0,0,0,-0.06199656160848,0,0,0,0.0230155666361829,0,0.0359661118821298,0,0,0.0131019371962886,0,0,0,0,0,0,0.090945839241315,0,0,0,0.0198649113151246,0,0,0.0190931923960651,0,0,0,0,0.0611426647902413,0,0.0347556079319471,0.0253098808131218,0,0,0,0.0513415592475649,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0114793178876642,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454531572677293,0,0,0,0,0.0557427035901178,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.84495741586986,0,0,0,0,-0.110869482116028,0,0.114179356721402,0,0,0,-0.0434395121197838,0,-0.228452383701472,0,-0.0302933344209436,0.0317690662814187,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.082186200974033,0,-0.0546016881155344,0,-0.169401431425976,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.06191690882079,0,0,-0.148858481185433,0,-6.7762635780344e-21,0.0568124006165143,0,0.0959778135272474,0.121521248181002,0,0.307576235970447,0,0.0628218803300181,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.13975410794007,0,0,-0.0501369499275914,0,0,0,0,0,0.0336947307671057,0,0
X000708.SZ,0,0,0,0.325124380127056,0.0187703742685531,0,0,0,0,0,0,0,0,0.102548374506674,0,0.0327201666045395,0,0.282138437605075,0,0,-0.280015360967754,0,0.119420497382972,0,0,0,0,0,0.218241699296902,0,0.0696515647431974,0,0,0,0,0.263250944291104,0.347204416576483,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0319329404924277,0.0415714992541324,0,0,0,0,0,0
X601898.SH,0.498203120283657,0,0,0,0,0,0,0,0.0390494213415244,0,0.0384550430726527,0,0,0,0,0,0.518088680109088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725302555648368,0,0,0.032721775116464,0,0,0,0,0,0,0,0,0.127663847535025,0,0,0,0,0,0,-0.0554837304915191,0.0464178273322648,0,0,0,0,0,0
