,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600795.SH,X000708.SZ,X600010.SH,X601699.SH,X000301.SZ,X600362.SH,X600426.SH,X000877.SZ,X000983.SZ,X600489.SH,X600027.SH,X002271.SZ,X600803.SH,X601991.SH,X600160.SH,X600176.SH,X000807.SZ,X600985.SH,X000630.SZ,X000786.SZ,X000408.SZ,X000932.SZ,X600612.SH,X000933.SZ,X600219.SH,X300037.SZ,X002128.SZ,X600348.SH,X000629.SZ,X600688.SH,X600157.SH,X000723.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.76089570808182,0,0,0,-0.0318002555449533,0,0,-0.112592151201537,0,0,0,0.119224551318422,0,0,0.113321196912587,0,0,0,0,0,0,0,0,0,0,0,0,-0.160549094234111,0,-0.040869718921708,0,0,0,0,0,0,0.0801162727606813,0,0.0383760836214243,-0.0454545173930005,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.00104978189862095,0,0,0,0,0,0
X600028.SH,0.495247956520632,0,0.00857764459449558,0,0,0.0199459363413753,0,0.0253371785385771,0,0,0,0,0,0,-0.0324869427394511,0,0,0.13859367087929,0,0,0,0,0,0,0,0,0,0,0,0.0449476741989137,0,0,0,0,0,0,0.115241504735724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000210691144450597,0,0,0,0,0.0344247394420076,0,0
X601088.SH,0.138804933873229,0.0106822366931681,0,0,0.0849155739851009,0,0.198582820544633,0,0,0,0,0,0.0630232368400853,0,0,-0.0998371399217551,0,0.0144947037956876,0,0,0,0,0,0,0,0.0525404730991592,0,0,0,0,0,0,0.114489828380522,0,0.00990362124005925,0,0,0,0,0,0,0,-0.127314356589772,0,0,0,0,0,0,0,0,0,0.0103490803338187,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597795353487944,0.111321726250925,0,0,0,0,0,0,0.474645657392089,0,0,0,0.11061881825218,0,-3.46944695195361e-18,0,0.00309281242351056,0,0,0,0,0,0,0.450325544015312,0,0,0,0.0548452008057813,0,0,0,0,0.382268903082371,0,0,0,0.045439629699546,-0.0543179247116588,0,0,0,-0.00158388171392703,0,0
X600188.SH,0,0,0,0,0,0,0.287354464039003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155013599219026,0,0,0.032615051122852,0,0.13110885468629,0,0,0,0,0,0,0,0,0.0563590911143131,0,0,0,0,0,0.295139835294425,0,0,0,0,0,0,0,0,0,0,-0.00522626612413322,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.241422714501725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115428407354834,0.396393876746494,0.197494009420067,0,0.174500618184613,0,0,0,0,0,0.260022909506331,0,0,0.0433756497072364,0,0.00450373780448307,0,0,0,0,0,0,0
X601898.SH,0.0258196139227684,0,0.288850793301292,0,0.193920238886363,0.0455816169462415,0,0,0,0,0,0,0,0,0.0212869197423437,0,0,0,0,0,0.0044180867783898,0,0,0,0,0,0,0,0.0143310435750627,0,0,0,0,0,0.0196993436138517,0,0.0676021916712738,0,0,0,0.0146594015252448,0,0,0.169220453622764,0,0,0,0,0,0,0,-0.00691119300257927,-2.11632585416423e-05,0,0,0,0.00371342183687734,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0264782896573271,0.23849211904176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391633813286039,0,0.0933503285089459,0,0,0.103702196597655,0,-0.0980716295327847,0,0,0,-0.0941191342048096,-0.0198119802743237,-0.0793418676891761,0,0,0,0,0,0,0,0,0,0.0110103834886097,1.73472347597681e-18,-0.020033998338387,0,0,0,-0.00470059526511162,0,0
X600585.SH,0,0,0,0.0145088632250228,0,0.0295231775702596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929159067442705,0.245211146312578,0,0,-0.150552971836088,0.0557129064735389,0,0,0,0,0.0839958115361109,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0510777775412286,0,0,0,0,0,0,0,0,-0.0210255210564311,0.0229583616575066,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0934395035168002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222826604950518,0,0,0.394302336341814,0,0,0,0,0,0,-0.0430468037908017,0,0,0,-0.0505072685163971,0,0.00807559149018398,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147496682267265,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0368457785686762,0,0,0,0,0,0,0,0,0,0,0,0,0.0235136836357058,0,0,0,0,0,0,0.0660563928390457,0,0,0,0,0,0,0,0,0,0,0.133413386451215,0.0371986647144561,0,0,0,0,0,0,0,0,0,0,0,0,-0.12884051406269,0.00605344596739004,0.0160826126663079,0,0,0,0.0613086362219199,0,0
X601600.SH,0,0,0,0,0,0.17635928805483,0,0,0,0,0,0,0,0,0,0,0,0,0.040586699188771,0,0,0,0,0,0,0,0,0,0.0147520443373265,0,0.0682764586434003,0,0,0.326913206789877,0,0.0205368383008048,0,0,0,0.0287071338015791,0,0.21157945550179,0,0.0731382827641953,0.101454765595309,0,0,0,0,0.34854942072919,0,0.00807489282840407,-0.00792704567559446,0,0,0,0,0,0
X600886.SH,0.121438855810592,0.00419382425653151,0.0079981822083566,0,0,0,0,0.217082760001962,6.93889390390723e-18,0,0,0,0,0,0,-0.0183472009355069,0,0.312723757179884,0,0,0,0,0,0.054897141879114,0,0,0,0,0,0.352545138095508,0,0,0,0,0,0,0,0,0,0,0.0210799078461035,0,0,0,0,-0.194803690937827,0,0,0,0,0,-0.0292941597196783,0.0395354922276576,0,0,0,-0.00713145394934355,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444201840865787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022432376254914,0.0863366608742171,0,0.0605930846762798,0,0,0,0,0.105608559417693,0.0682314720554955,0,0,0,0,0,0,0,0,0,0,0,0,-0.138127674815848,0.00671297353946867,-0.0115303404532568,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00590564182757888,0,0.0838937922147091,0,0.720106856753336,0.0593246580257853,-0.0723413044226097,0,0,0,0,0,0,0,0,0,0,0.115154999506445,0.0307627548848937,0,0,0,0,0,0,0,0,0,0.0756833611697071,0,0,0,0,0,0.034873456500831,0,0,0,0,0,-0.00416697355552178,-0.00031831293784141,0,0,0,0,0,0
X002460.SZ,0,0,-0.023433187934953,0,0,-0.0639934425060136,0,0,0,0,0,0,0,0,0.82105810333419,0,0,0,0.149893908332284,0.0470867854551298,0,0,0,0,0,0,-0.265314920609553,0.104789712618518,0,-0.0577715904628346,0,0,0,0,0,0,0,0,0,0,-0.00257086665605646,0,0,0,0,0,0,0,0,0,0,0.00636240421565329,0,0,0,0,0,0,0
X600111.SH,0.0234246589791498,0,0,0,0,0,0,0,0,0,0,0.15651185544531,0,0,0.259080192150995,0,0,0.135133230899713,0,0,0,0,0,0,0,0,0,0,0,0,0.072210146296554,0,0,0,0,0,0,0,0,0.0319705711767261,0,0,0,0.0461372447509429,0,0.0359367203567276,0,0,0,0,0,0,0.0320765978622456,-0.0301866398390321,0,0,0.0590409900930209,0,0
X600795.SH,0,0.00243976016853283,0.28157207404247,0,0.0482254375587723,0,0,0,0,0,0,0,0.244408212792079,0,0,0,0,0,0,0.324973104577791,0,0,0,0,0,0,0,0.266113735732671,-0.124025525337341,0,0.163306402157451,0,0,0,0,0,0,0,0,0,0.0707343658992667,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0454665854467206,-0.0057282397592752,0,-0.115113228072063,0,0,0,0,0
X000708.SZ,0.138332102120357,0,0,0,0,0.183881860683797,0.0670116737811154,0,0,0,0,0,-0.112041024635163,-0.188853806196835,0,0.262563714075485,0,0,0,0,0,0,0,-0.00423738954111961,0,0,0,0.0446683809168036,0,0,0,0,0,0,0,0.184787783443036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704187294715874,0.0134078071354476,-0.0135100281165439,-0.0768885431112607,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832364283571856,0,0.37052885667335,0.0463653357183291,0.139241190177172,0,0,0,0,0,0,0,0,0,0,0,0,0.0399820721198987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625899176057338,0.00498205753088892,0,0,0,0,0.0553293210328708,0,0
X601699.SH,0.0638885807303903,0,6.93889390390723e-18,0,0.196163493901642,0,0.197216734404079,0,0,0,0,0,0,0,-0.104569617658966,0,0,0.00872518515499138,0,0,0,0,0,0.0401517089271425,0,0.122984294982447,0,0,-0.00997920466839073,0,0,0,0,0,0,0,0,0,0.121698688285129,0,0.0964355232700051,-0.0488989307620227,0,0,0,0,0,0,0,0,0,0,0.00666695791277224,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194061254594838,0,0,0,0,0,0,0,0,0.0466062479804733,0,0,0,0,0.146141464554758,0.00711296567649333,0.058814252759745,0,0,0.0834309801752311,0,0,0,0,0.10820539955657,0.117445823930186,0,0,0,0,0,0.00928766013769372,0,0,0,0,0.123923782722805,0,-0.00584755977918068,0,0,0,0,0,0
X600362.SH,0,0,0,0.0764093643160342,0,0,0,0,0,0,-0.0215067664861997,0,0,0,0,0,0,0,0.0529879210757406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930840703014867,0,0,0,0,0,0.317095563892987,0,0,0,0,0.00651433552591866,0,-0.0138827296831427,-0.122127355233785,0,0,0,0,0
X600426.SH,0,0,0,0.297602734709606,0.0316704474521382,0,0,0,0,0,0,0,0,0,0,0.0388991132191366,0,0,0,0,0,0,0,0,-0.363753821351418,0,0,0,0.0856501094578253,0.023099791430315,0,0,0,0,0,0,0,0.0554515365842414,0,-0.0367351795089072,0.447131970309411,0,0,0,0,0,0,0,0,0,0.0741744109451788,0.0224125983832445,-0.0225644250459196,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0.454169149719694,0,0,0,0,0,0,0,0,0,0,0.0483565374654902,0,0,0,0,0,0.176052640501928,-0.162429961064791,0,0,0,0.0224126273597249,-2.16840434497101e-19,0,0,0.00207977358036422,0,0.0115134185975929,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0605376121360316,0,0,0,-0.0247800440893264,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748949424823269,0,0,0,0.48046899367072,0,0,-0.246466638358745,0,0,0,0,0,0,0,0,0.221018590763292,0,0,0,0,0,0.108664684131971,0,0.170903183201581,0,0,0,0,0,0,0.0372238282509401,0.00663741534194941,0,0,0,0.30922878177692,0,0
X600489.SH,0,0,0,0,-0.0176105698045011,0,0,0,0,0.555181345038561,0,0.0967245042266346,0,0,0,0,0,0,0.0565153801912382,0,0,0,0,0,0,0,0,0,0,0,0,0.102032408373357,0,0,0,0,0,0.0114809405135124,0,0.0570437545656853,0,0.0221476139714059,-0.0500538650304899,0.0475016299182551,0,0,0,0,0,0,0,-0.00500323580243713,0.00144519193315259,0,0,0,0,0,0
X600027.SH,0,-0.0816992486675481,0,0,0,0,0,0.39475656245002,0,0,0,0,0,0,0,0,0,0,0.0416477251587176,0,0,0,0,0,0,-0.104990863983033,0,0,0,-0.024220425676162,0.272750065277967,0,0.0712262875688263,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138263347089205,-0.0166687958517943,-0.0308980524599218,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,6.93889390390723e-18,0,0.0583791423770555,-0.264955707904208,0,0,0,0,0.139941115406947,0.114483508770825,0,-0.313699718172996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698543130239879,0.0344526692285186,0,0.409810907758737,0,-0.409235154921821,0.184313918648435,0,0,0,0,0,0,0,0,0,0,0,0.0149223435543622,0,0,0,0,0,0,0
X600803.SH,0,0.168448388784893,0,0,0,0,0,0,0,0,0.181718201147187,0,-1.73472347597681e-18,0,0,0,0,0,0.0461610593290582,0,0,0,0,0,0,0.144271298076471,0,0,0,0,0.472157699666903,0.0747844442046293,0,0,0,0,0.0768250877436862,0,0,-0.287486486079977,0,0,0.147579434346171,0,0,0,0,0,0,-0.0403132505393117,0.194991412486344,-0.000437251599272156,-0.0237388109845979,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.018434244022817,0,0,0,0.0259031195052638,0,0,0,-1.73472347597681e-18,0.0861394396753509,0.114514138004651,0,0,0,0,0,0,0,0,0,0.178545808889737,0.0629820719622326,0.0165042065988096,0,0.15095104763318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102934912245513,-1.73472347597681e-18,0,0,0,0,0,0
X600160.SH,-0.462691728758651,0,0,0.141838556787299,0,0,0,0,0,0,0,0,0,0,0.149212142239351,0.0970964836234934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133709760591006,0,0,0.453364118381019,-0.143746438858016,0,0,0.0435522566561801,0,0,0,0,0,0,0,0,0,0,0,-0.0459216375440971,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.712912712015346,0,0,0,0,0,0,0,0,0,0,-0.791712288362468,0,0,0,0,0,0,0,0.0415675217333966,0,-0.208664245919344,0,0.398196060727576,0,0.228793441003504,-0.12230474034999,0,0,0.0472216636692451,0,0,0,0,0,0,-0.0389379059851122,0,0,0,0,0,0,0.115089680795882,-0.154876889610739,0,0,0,0.257971570002122,0,0
X000807.SZ,0,-0.110532521217264,0,0,0,0,0,0,0,-0.657064200619704,0,0.588781073044825,0,0,-0.0929694706342617,0,0,0,0,0,0,0,-0.0111435442500592,0,0,0,0,-0.109271719317224,-1.38777878078145e-17,0,-0.0655129569152345,0,0.161710227893561,0,0,0,0,0,0,0,0.143263565241272,0,0,0,0.112196949046477,0,0,0,0,0,0,-0.0275395503541374,0,0,0,0,-0.126953819678805,0,0
X600985.SH,0,0,0,0.136593275223456,0.50369729032053,0,0.0411956119113242,-0.0355324488643943,0,0,0,0,0,0,0,0,0,-0.054033123368488,0,0,0,0,0,0,0.0904832808090285,0,0,0,0.0491368925603823,0,0,0,0,0,0,0,-0.253295700405535,0,0,-0.100294144840028,0,0,0,0,0.192374876898144,0,0,0,0.301910975630037,0,0,-0.0360014763339174,0.0464963815474711,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0.111382674168773,0,0,0,0,0.0301215588064306,0,0.0869854188528082,0,0,0.0549876885537904,0,0.193592661297547,0,0,0,0,0,0.0809196452522937,0,0,0,0,0,0.0283596525734375,0,0,0.0347660954750501,-0.0734351798567326,0.177951859452491,0,0,0,0,0,0,0.00341055751986695,0.164656212564139,0,0,0,0,0,0,0,0,0,0.0192775695588964,-0.0359284030377226,0,0,0,0,0,0
