,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000553.SZ,X000539.SZ,X600612.SH,X600583.SH,X000408.SZ,X002470.SZ,X600021.SH,X002110.SZ,X300072.SZ,X600339.SH,X000301.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0282623602998444,0,0,0,0,0,0,0.127096779374512,0,0,0,0,0,0,0,0.0482687972249061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528200902669,0,0,0,0.1605316984345,0,0,0,0,0,0,0,0,0.227531227608718,0.172599602373318,0,0,-0.02299342487934,0.0182094131622837,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.383324319564311,0,0,-0.0440975845661789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745497498678463,0,0,0,0.0624240579329343,0,0,0,0,0,0,-0.0133972878294138,0,0.0515686963966485,0,0,0,0,0,0.428021708549197,0.0539535858621331,0,0,0,0.113742652765984,0,0,0,-0.0720125241000865,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.370763409626584,0,0,0,0,0,0,0,0,0.00825798231023641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132587810888921,-0.0372633545742554,-6.93889390390723e-18,0,0,0,-0.00540167226147623,0.01906588737691,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0368294479883472,0.265055436174215,0,0,0,0,0,0,0,0.0238218139366977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234099832037239,0,0,0,0,-0.208292942175148,0,0,0.0964269456257209,0,0,0,0,0,0,0,0,-0.0173320353986053,0.032229093464996,0,-0.0277437034884772,0,0.0612869820584072,0,0
X600019.SH,0,0,0,0,0,0,0.0972512644676965,0,0,0,0,0,0,0,0,0,0,0,0.121755505879647,0.00883038326996021,0.31045563483795,0,0,0,0,0,0,0,0,-0.0980664874990294,0,0,0,0,0,0,0,0,0,0,0,0.044057460135225,0,0,0,0.0705141210739417,0,0,0,0,0,0.00571925430093449,0.0167977561773811,0,0,0,0,0,0
X600011.SH,0,0,0,0.0962843343617153,0,0,0.180906076790626,0,0,0,0,0,0,0,0,0,0,0.556370928785232,0,0,0,0,0,0,0,0,0,0,0,-0.21796011024344,0,0,0.00890994781698698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734735570493473,0,0,0,0,0.0103764027099946,0,0,0,-0.0181745057291987,0,0
X600309.SH,0,0,0,0,0,0.176904932759695,0,0,0,0,0,0,0,0,0,0,0,0,0.284433142132194,0,0,0,0,0.0439762977435327,0,0,0,0,0,-0.261239040269591,0,-0.195410676072204,-0.301743124719242,0,0,0,0,0.0889491033489001,0,0.0656756820518234,0,0,0,0.376318218981728,0,0.163298082597793,0,0,0,0,-0.403692074491598,-0.0437165203528747,0,0,0,0,0,0,0
X600010.SH,0,0.156050814599571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0779022187480078,0,0.0547983182996893,0,0,0,0,0,0,0,0,0,0.0210524352401923,0.176412412849346,0,0,0,0.198470812421054,0.0385714920874865,0,0,0,0,0,0,0,0,0.00171993209532161,0,0,0.00164044219122761,0.00606486406534494,0,0,0,0.0405280814977633,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698087205010515,0,0,0,0.619823594098427,0,0,0.0181680610926838,0,0,0,0,0,0,0,0,0,0,0,0.0862881886515424,0,0.0637261406489195,0,0,0,0,0.0107323635634774,-0.0349390809782476,0,0,0,0,0,0
X601898.SH,0.197835409299051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596245481221321,0.155695769504203,0,0,0,0,0,0,0,0,0,0,0,0.0748919120998162,0,0,0,0,0,0,0,0,0,0,0,0,0.141810013768719,0.21090100942973,0,0,-0.0239304920377772,0.0458317079440544,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.178832991864773,0,0,0,0,0.0490163130266222,0,0,0,0,0,0,0.181447427627867,0,0,0,0,0,0,0,0.0218482555403039,0,0,0,0,0.0789139386989955,0,0,0.0319193943059885,0.0441759792497307,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112807102725429,0,0,0,0,0,0,0
X600660.SH,0,0.136344861776202,0,0,0,0,0,0,0,-0.336468421748545,-0.318121531254088,0,0.217253489713776,0,0,0,0,0,0.228337480187493,0,0,0,0,0,0,0,0,0.396532399611732,0,0.00879525327552135,0,0,0,0,0,0,0,0.134398471091725,0,0,0,0,0,0,0,0.0258077507108721,-0.0119616620007725,0,0.111891890300136,0,0,-0.0141353783776522,0,-0.0847931689916413,0,0,0,0,0
X600688.SH,0.180867843574245,0,0,0,0,0,0,0,0,0,0,0.241586376332306,0,0,0,0,0,0,0,0,0,0.0733054991499058,0,0,0,-0.101615438985077,0,0,0,0,0,0.0931985584827013,0.047921644649272,0,0.000874059966913065,0,0,0,0,0,0,0,0,0,0.0505809942028296,0,0,0,0,0,0.260595792149587,-0.0239618662367139,0.0556133252983174,0,0,0,-0.00840799273732156,0,0
X600886.SH,0,0,0,0.081203826759794,0,0.0492426261293279,0,0,0,0,0,0,0,0,0,0,0,0.0974913640759016,0,0.0527550832023416,0.0775839983314628,0,0,0,0,0,-0.0912615153374825,0.136022097120293,0,0,0,0,0,0,0,0,0,0,0,0,0.123447037977817,0,0,0,0,0,0,0,0,0,0,0.018004058502058,-0.00421069527705753,0,0,0,0,0,0
X601600.SH,0,0,0,0.103991671114406,0,0,0.0499219453002616,0,0.0171929803063822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253263396602406,0,0,0,0,6.93889390390723e-18,0,0,0,0.0265685104569635,0,0,0,0,0,0,0,0,0,0,0,0,0.0114298795033574,0.0369584129812721,0.11445072370213,0,0,0,-0.00957915383202878,-0.0151351759938648,0,0,0,0,0,0
X600795.SH,0.0524327266232483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062515175594875,0,0,0,0,0,0,0,0,0,0,0,0,0.0561659414798288,0,0.0297669149048608,0,0,0.0464687815543354,0.052495873632429,0,0,0,0,0,0,0,0,0.00232393398051117,0.0140445538334184,0,0,0.00399165014441682,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543467856081431,0,0,0,0,0,0,0,0,0.0743870427668917,0,0.0258248883429225,0,0,0.0215779610749777,0,0,0.0551526222684676,0.0302351929346391,0,0.0183130356081346,0,0,0,0.0872343170988108,0,0.0354614339296459,0,0,0,0.114838291690676,0.0858775663146497,0,0,0,0,0,-0.00141741414206638,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.4945026531577,0,0.128624384147057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552520147390301,0,0,0,0,0,0,0,0,0,0,0,0,0.352941665326298,0,0,0,0,0.19006469895347,0,0,0,0,0,0,0.023739222843367,-0.0387300401881061,0,0,0,0.041840708522264,0,0
X600188.SH,0,0,0.0898157245334655,0,0,0,0.150216780729581,0,0,0,0,0.198839136784199,0,0,0,0,0,0,0,0,0,0.0300673408301271,0.236752941066223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137421632991246,0,0,0,0,0,0,0.0612682494062463,0,0,0,0,0,-0.0253105791728351,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,-0.0585598719044727,0,0,0,0,0,0,0,0,0,0.306503114655976,0,0.0105028017640709,-0.0480157222952313,0,0,0,0,0,0.180689611890365,0,0,0,0,0,0,0,0,0,0.155277342046819,0.093816436853145,0,0,0,0,0,0,0,0,0,0,0,0,0.0273098009334438,-0.0410231729617848,0,0,0,-0.0279577205294515,0,0
X000898.SZ,0,0,0,0,0.172796241928026,0.0680651541799494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195087487161925,0,0,0,0,0,0,0,0,0.0713286998988158,0,0,0.0070492148419079,0,0,0.0219187923497132,0,0,0,0,0,0,0,0,0,0,0.0556677794578413,0,0,0.190600873508459,0,0,-0.00819982963776608,-2.16840434497101e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.0265307287844325,0.130754371641952,0,0,0,0,0,0,0.00267052444022824,0,0,0,0,0,0,0,0,0,0,0.735292694335193,0,0,0,0,0,0,0,0,0,0.125268166239793,0,0,0,0,0,0,0,0,0,0,0,0,0.0194127483552717,0.037359421715271,0,0,0,8.67361737988404e-19,0,0
X600176.SH,0,0,0.0953988508325664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186222462659773,0,0,0,0,0,-0.0451132049981758,0,0.0945002351752948,0,0,0.188439143552676,0.363117039238688,0,0,0.106009060181586,0,0,-0.0243990426736722,0.00400471552898627,0.200874999390447,0,0,0,0,0,0.0142491272367081,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0161817116319751,0,0,0,0,0,0.295179503546748,0,0,0,0,0,0,0,0,0,0,0.264483367704111,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.124793191748316,0,0,0,0,0,0.0872895965455063,0,0,1.73472347597681e-18,0,0,0,0.0386632351622874,0,0,0,0.0263681919796702,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630011853993664,0,0,0.0626541619451656,0,0,0.0267145494384933,0,0,0,0,0,0,0.207414645781768,0.0952426193469706,0,0,0,0.0587709385089886,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0107962979065602,0,-0.000255879828628267,-0.00131573437750044,0.0130773438000548,0,0,0,0.0674598551455812,0,0
X600516.SH,0,0,0,0,0,0,0.109722469516099,0,0,0,0,0,0,0,0.038379792046426,0,0,0,0,0.159313329039826,0,0,0,0.304273052695911,0,0,0,0,0.121432004363411,0,0,0,0,0,0,0,0,0,0.168736381053154,0,-0.118152561340067,0,0,0,0,0.0443209594648063,0.0479776938985526,0.0818968027485366,0,0,0,0.00599427965928941,0.0120035411786788,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203121559889272,0,0,0,0,0,0.0582263976915477,0,0,0,0,0,0,0,0,0,0,0.0871369761449883,0,0,0,0.198323827259711,0,0,0,0,0,0.0412187117643685,0.1644767069324,0.0688929486873047,0,0,0,0,-0.0229913643529145,0.0453378526193321,0,0,0,0.0241346470313475,0,0
