,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X601898.SH,X600011.SH,X000792.SZ,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X600795.SH,X600010.SH,X000708.SZ,X600886.SH,X600547.SH,X000877.SZ,X601991.SH,X601600.SH,X600027.SH,X600426.SH,X002271.SZ,X600803.SH,X600362.SH,X000983.SZ,X600176.SH,X600348.SH,X000629.SZ,X000408.SZ,X601699.SH,X600160.SH,X000723.SZ,X600096.SH,X000786.SZ,X600985.SH,X600378.SH,X600995.SH,X600219.SH,X600157.SH,X002080.SZ,X600688.SH,X600489.SH,X600141.SH,X002353.SZ,X000933.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.377589278048108,0,0,0,0,0,0.144431404996992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414674652403487,0,0,0,0,0,0,0,0,0.00999509112708183,0,0.00166048605915075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162264121492092,0,0,0,-0.03814740389076,0.00411203020404225,0,0,0,0,0,0
X601088.SH,0,0,0,0.0872670232564142,0.27693134532725,0,0,0,0.226235319632103,0.0616411694156049,0,0,-0.191879047302875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23609008925666,0,0.0517097750944571,0,0,0,0.0309833415677638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248294758417516,-0.0547321975040534,0,0,0,0,0,0
X600028.SH,0.351737402512943,0,0,0,0,0,0.00789834036501444,0,0.05060342499681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127755568649736,0,0,0,0.0644155512476315,0,0,0,0,0,0.0064134805544774,0,0,0,0,0,0,0,0,0,0,0,0,0.0355552720076684,0,0,0,0,0,0,0.00617167909086325,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961866648549265,0,0,0.0696252964277922,0,0,0,-0.0577313950784816,-0.0156611248397404,0,0,0,0,0,0.187293242201074,0,0,0.0468839955524496,0,0,0,0,0.0368054484531656,0.0308986109796903,0,0,0,0,0,0.0159509860262427,0,0,0,0,0,0
X600188.SH,0,0.600560673393467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229513754339112,0,0.059902838692068,0,0,0,0,0.0889188510297062,0,0.045581599603472,-0.0393471122791488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709140872018893,0,0.105827206997839,-0.0917902089838946,0.0129588954505081,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.331064620997824,0,0,0,0,0,0,0,0,0.205220945431851,0,0,0,0,0,0,0,0,0,0,-0.259093482186819,0,0,0,0,0.0486949937693469,0,0,0,0,0,0,0,0.0550305423080137,0,0,0,0,0,0,0,0.166776240075356,0.0909988650625733,0.151344297468578,0,0.0304579230497533,-0.0297473337449846,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.442796571322239,0,0,0,0,0,0,0,0.0483468176545061,0,0.0658396941416619,0,0,0,0,0.169677445613845,0,0,0,0,0,0,0,0,0,0,0,0.426102821782866,0,0.0758109160137304,0,0,0,0.0547899287550437,0,0,0,0,0,-0.184173484727213,0,0.174498284480699,0,-0.0375672593658652,0,0,0.044709652091225,0.0179690420469827,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0679121825018024,0,0,0.0554814340183838,0,0,0,0,0,0.0967778450845319,0,0.0909121976136534,0,0,0,0,0,0,0,0.0536081893294304,0,0,0,0,0,0,0,0,0,0,0,0.245003775815773,0,0,0,0,0,0.0963184401380879,0,0,0,0,0,0,0,0,0.00912403932332564,0,0,0,0,0,0
X601898.SH,0.08669565826949,0,0,0,0,0,0.0645513661761712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615099130375084,0,-0.104904958241932,0.208799735314374,0,0.449829596524243,0,0,0,0,0.0455577685616902,0,0,0,0,0,0,-0.0430998600170955,0,0.00370875031655353,-0.0239139964220268,-0.0412997100914943,0,0,0,0.131815885739334,0,0,0,0.000958922800468759,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.0120386545066392,0,0,0,0,0,0,0,0.0201146733565162,0,0,0,0,0,0,0,0,0,0.294524143899577,0,0,0.140623822755273,0,-0.0604707587794692,0.185797894733653,0,0,0,-0.00394091184598796,0,0,0,0,0,0,0,0,0.367352074612965,0.0694576070176278,0,0,0,0,-0.114040086764876,0,0,0,-0.0308893615108569,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.126022582490567,0.133214830991077,0,0,0,0,0,0.134888585591597,0,0,0,0,0,0,0,0,0,0.141821602484975,0.00494964804497851,0,0,0,0,0,0,0,0.0202543061521426,0.115380148914373,0.0262692039616964,0,1.73472347597681e-18,0,0.143290508402586,0,0,0.0550706576060898,0,0,0,0,0,0,0,0.0318402370562361,0,0,0,0.0385848302991264,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228301244037426,0,0,0,0.0902524058163754,0,0,0,0,3.46944695195361e-18,-0.0813004983265182,-0.0245497106136767,0,0,0,0,0,0.106529109822632,0,0,0,0.224744467897598,0,0,0.334291314670946,0,0,0,0,0,0,-0.0233627023447185,-0.0895765680990721,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.111192406219492,0.109313244833948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257482622257339,0,0,0,0,0,0,0,0.0159363194741253,-0.0563181791181915,-0.0513449592083734,0.141037718471688,0,0,0.162054755722828,0,0,0,0,0,0,0,0.16593836073142,0,0,0,0,0,0,0,0,0.0160190613972451,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.165648695134107,0.0809524914108659,0,0,0,0,0,0,-0.183766994970698,0,0,0,0,0.0762597852827492,0,0,0,0,-0.382203094384553,0.166228496240207,0,0,0,0,0,0,0,-0.0571382282559364,0,0,0.143218237075051,0,0,0,0,0,0.0933833060743791,0,0,0,0,0,0,-0.11817117148836,0.269663631314589,0,0,-0.0997124732569091,0.0943441318729769,0,0.724913644916076,0,0,0,0
X600660.SH,0,0,0,0,0,0.140218087506933,0,0,0,0.0279284309160511,0,0,0.109836582445805,0,0,0,0,0,0,-0.0357693847337976,0,0,0,0,0.100520088833953,0,-0.0253935460715758,0,0,0,-0.0450918540050403,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.000338994443283924,0,0,0,0,0,0,0,-0.0404298021466743,0.0196074931051014,0.244247971823348,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.176747321296203,0,0.359029048634466,0,0,-0.140985435936834,0,0,0,0,0,0,0,0,0.166163075277995,0,0.0817788798405332,0,0,0,0,0,0,0,0.0759384461357484,0.113387910166306,0,0,0,0,0,0,0,0,-0.0016328294495986,0.0354040697971098,0.0894442913520349,0,0,0,0,0,0,0,0.111872764402357,-0.0724391441136479,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0364055409925236,0,0,0,0,0.0778807303951125,0,0,0.263117466892729,0,0,0,0,0,0,0.0364333114832446,0,0,0,0,0,0,0,0,0,0,-0.0612965788838998,0.0200862959779675,0,0,0,0,0,0,0,0,0.0234898581391729,0,0.417650186546482,0.0283121660786548,0,0,0,0,0,0,0,0,-0.0137103774531654,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0355126263785894,0,0.0814223780776053,0,0,0,0,0,0,0,0,0.0176849564120719,0,0,0,0,0,0,-0.0403537622495198,-0.127116355812174,0,0,0,0.0692290136394763,0,0,0,-0.0573156924355579,0,0,0.205378623454661,0,0,0,0,0,0.344661199112451,0,-0.0669184201875559,-0.00156382833921915,0,0,0,0,0,0
