,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600010.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X000883.SZ,X601992.SH,X002353.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600660.SH,X600808.SH,X601699.SH,X600352.SH,X000027.SZ,X600549.SH,X000630.SZ,X600307.SH,X000983.SZ,X600578.SH,X000937.SZ,X600490.SH,X600863.SH,X000959.SZ,X002470.SZ,X000960.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0254236449828358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781700471419829,0,0,0,0,0.00642984997274826,0,0,0,0.00732344995380407,0,0,0,0,0,0,0.0808861734554062,0,0.0466446651469475,0,0.0831086750423258,0,0,0.032782599395217,8.67361737988404e-19,0,0,0,0,-0.0088756381465449,-0.00739904351396346,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.1151564286163,0,0,0,0,0,0,0,0.107141613453948,0,0,0,0,0,0.06991720284348,0,0,0.108257912876943,0,0.00547261609521188,0,0,0,0,0,0,0,0,0.0856450232099056,0,0.0113168542146607,0,0,0.00156240382663347,0,0,0,0.0616189588458167,0,0,-1.73472347597681e-18,0,0,0.0225804473834795,0,0,-0.0113332610552277,0.00856741373780087,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.115156139729857,0,0,0,0,0,0,0.210923186880216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430852727026394,0,0,0,0,0,0,0,0.0074854738574626,0.0588268948692158,0,0,0,0,-0.0029522958517659,0,0,-0.00466674022224575,-0.0144850750325282,0,0,0,0,0,0
X600585.SH,0,0.088443813769367,0.200016698220241,0,0,0.0952576836200777,0,0,0.0463118197835473,0,0,0,0,0,0,0,-0.0263542346241776,0,0,0,0.079312394420106,0.0353669633488238,0,0,0,0.0180433074831084,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00715014111316389,0.0061968344076804,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0786973664639188,0,0,0,0,0,0.0361704277543074,0,0,0,0.233293070880175,0.0550078830259715,0,0,-0.122449997272953,0,0,0,0,0,0,0,0,0,0,0.146476220407058,0,0,0,0,0,0,0,0,0,0,0,0,0.00801188084960545,0,0,0,0,0,0,0.0106884930267937,-0.0196298352359818,0,0,0,-0.0991113449504438,0,0
X600019.SH,0,0,0.119800237002896,0,0,0,0.196713150510766,0,0,0,0,-0.0350479470100514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160364917172485,0,0,0.0828096032239799,0,-0.104506766478297,0,0.11100780918156,3.46944695195361e-18,0,0,0,0,0.109430737096367,0,0,0.19990131011327,0.00945600009664123,0,0.0962984216596579,0,0,0,0,0,-0.00774879170776111,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0560361351192094,0,0.0491205269031567,0,0,0,0,0,0.147093299343841,0,0,0,0,0,0.078817940931924,0.015539367755522,0,0,0.187797538182687,0,0,0,0,0,-0.0634149250405157,0,0.005030040351745,0,0,0,0,0.0328716526480441,0.100383558878761,0,0,0,0,0,0.0087383510956824,-0.0233506176568305,0,0,0,0,0,0
X601991.SH,0,0,0.00953766270599544,0.012732640201612,0,0,0,0,0,0,0,0,0,0,0,0.0429950675650132,0,0,0.0638125359667193,0,0,0,0,0,0,0.0161172584108637,0.144601312115567,0,0,0,0,0.0183647517379652,0,0,0,0,0,0,0,0,0,0.128206180336528,0,0.0325161959475151,0,0,0,0.0138164737744415,0,0,-0.00248654067017197,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0552950298129161,0,0,0.363934276746324,0,0,0,0,0,0,0,0.219184090578822,0,0,0,0.0829377118567994,-0.058025401051757,0,0,0,0,0,0.120507880929506,0,0,0,0,0,0,0.187681889023082,0,0,0,0,0.0939641438966983,0,-0.0195506476426403,0,0,-0.0148303079467244,-0.0419274498927094,0,0,0,0,0,-0.0334022951537696
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583139161785213,0,0,0,0,0,0,0.0171160515270311,0,0,0,0,0.0242653813723383,0.0277177016118486,0,0,0,0,0.0806282049916045,0,0,0,0,0,0.270434270625463,0,0.0153853175705309,0.0417072007044785,0,0,0,0.006883760124114,0,0,0.0755382281058858,0,0,-0.010037815758322,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167762327769412,0,0,0,0,-0.0450938668695394,0,0.0208920716361262,0.109045488889155,0,0,0.0931116038565319,0,0,0,0,0,0,0,0.00781092768018477,-0.0712417961002335,0,0,0,0,0,0,0,0,0.0459520834295164,0,0,0.181919599798417,0.00793553929091098,0,0,0,0.0108685675525855,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.136425665958905,0,0,0,0,0,0,0,0,0.0759605590124369,0,0,0.0862509951321978,0,0,-0.0334653215987093,-0.0765072325280997,0,0,0,0,0,0,0,0,0.013472871850274,0.268612079171988,0,0.124944630911273,0,0,0.125389903686472,0.078803552369654,0,0,0,0,0,0,0,0.0577499358816941,0,0,0,0,0,0,0.0223466238427925,0,0,0,-0.0193850690902583,0,0
X600362.SH,0,0,0,0,0,0,0.130513578001033,0,0.0835138380858794,0,0,0,0,0.016273948787866,0,0,0,0,0,0,0,0,0.0278216237595622,0,0,0,0.0977198349275931,0,0,0,0.132807181051698,0,0,0,0,0,0,0,0,0,0,0,0,0.0307494138555555,0,0.078772285266643,0,0.0918911356263548,0,0,-0.000168263740670304,0,0,0,0,0,0,0
