,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X000807.SZ,X000408.SZ,X600160.SH,X600219.SH,X000723.SZ,X000831.SZ,X600489.SH,X600096.SH,X600378.SH,X002080.SZ,X000933.SZ,X600348.SH,X000630.SZ,X300037.SZ,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0853952657868458,0,0,0,0,0,0,0,0,0,0.00995593830752026,-0.0289399037867207,0,0,0,0.167069273769264,0.066988605790755,0,0,0.0168159978851786,0,0,0,0.0551698424027734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107252930692976,0,0,0,0,0,0,0,0,0,0,0.00710314383572795,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.365296129405952,0,0,0,0.0296433470250254,0,0.0339825777190131,0,0,-0.00777629724383004,0,0,0.10302088359076,0,-0.00840906916231462,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0596640367596888,0,0,0,0,0,0,0,0,0,-0.00611203137557821,0,0,-0.167500341355016,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0489998379481419,0.0367468439484743,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0442965326417385,0,0.176077754853134,0,0,0,0,0,0,0.0277729727212465,0,0,0,0,0.0323985423486182,0,0,0,0.0325106759785443,0,0,0.00677349295438332,0,0,0,0,0,0,0.0503751819116195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017837159487707,-8.67361737988404e-19,0,0,0,0,0,0
X600309.SH,0.156747194485959,0,0,0,0,0,0,0,0,0,-0.169571592126637,0.0835147676882333,0,0.160198651586317,0,0,0,0,0,0.0387334858719463,0,0.124606872187299,0,0,0,0,0,0,0,0,0,0.230378843147946,0,0,-0.0497079375473219,0,-0.0324951971699478,0,0,0,0,0,0,-0.0546624710617165,0,0,0,0,0,0.108553391315105,0,0.035547465238207,-0.0249398732307001,0,0,0,0,0,0
X600188.SH,0,0.632678632956584,0,0,0,0,0,0,0,0,0,0,0,0.0299924356729791,-0.324012891015097,0,0,0,0,0,0,0,0,0.120818189411107,0,0.0558262464270275,0.0805242380001965,0,0,0.141295450827829,0,0,0,0,0,0,0,0,0,-0.0227768043148416,0,0,0,0,0.304434212675543,0.0507947476412032,0,0,0,0,0,-0.0200995379260165,0.0168007282549831,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0146044324761561,0,0,0.612239345450561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333796325869865,0,0,0.0151445199511685,0,-0.0309395205106455,0,0.0262118168152782,0,0.0529057335564022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153406816288456,0.00557488370287439,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746165604935946,0,0,0.0576551969659455,0,0,0,0,0.406721379387855,0,0,0,0.000621714815177003,0.0174189427576383,0,0,0,0,0.164624115689962,0,0,0,0,-0.125450413268262,0,0,0,0,-0.0167624862213969,0,0,0.153824594336747,0,0,0,0,0,0,0.00914177873539952,-0.00795293798786117,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.619302240245555,0,0,0,0,0,0,0.119311579532253,0,0,0,0,0,0,0,0,-0.0262865308631102,0,0,0,0,0,0,-0.0547629638280131,0,0,0,0,0,0.153017220583261,0,0.0575507231257712,0,0,0,0,0,0,0.0431903747424588,0,0,0,0.0299447013604437,0,0,0,0.0118019984237269,-0.00741861620903544,-0.0378525160851218,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.305792554500328,0.0613404788415496,0.11020436963993,0,0,0,0,0.126650844205602,0,0,0,-0.00881610149964892,0,0.0224696995011405,0,0,0.0155969631600721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720755652940168,0,0.119748988370418,0,0,0.0709627668980671,0,-0.00533168945550489,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.010284546896493,0,0,0,0,0.163215302976481,0,0,0,0,0,0.22781950356317,0.131406079445273,0,0,0,0,0,0,0,0,0.0597744018090705,0,0,0,0,0,-0.00584706151501347,0,0,0,0,0,0,0,0,0,0,0,0,0.0769620841651695,-0.030377000982806,0,0.0696423695462478,0,0.00646957256096927,-0.0198521239061654,0,0,0,0,0,0
