,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X600011.SH,X002466.SZ,X000877.SZ,X002271.SZ,X601600.SH,X600010.SH,X601898.SH,X000708.SZ,X600660.SH,X000301.SZ,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X600219.SH,X000786.SZ,X000807.SZ,X601991.SH,X600803.SH,X600795.SH,X002353.SZ,X600096.SH,X300073.SZ,X002080.SZ,X000630.SZ,X600688.SH,X000825.SZ,X600157.SH,X600489.SH,X600801.SH,X600141.SH,X000932.SZ,X600160.SH,X600027.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0531305684220295,0,0,0,0,0,0,0,0,0,0,0,0,0.00987225092863288,0,0.0377510699219519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196077147444013,0,0,0,0,0,0,0,0,0.113452208038099,0,0,0.0253744519900024,0.214799624639008,0,0,0,0,0.178570234149671,0,0,-0.0274294046563814,0,0,0,0.0245794772323121,0,0
X601088.SH,0,0,0,0,0,0,0.114764057652876,0,0,0,0,0,0,0,0,0,0,0,0,-0.14167114016779,0,0,0,0,0,0,0.210695806791984,0,0.24131445257155,0,0,0,0,0,0,0,0,-0.00704469569956323,0,-0.105717643872861,0.0807372061835129,0,0,0,0,0,0,0,0,0.118357987892909,0,-0.0850209465273644,0.110686783450374,0,0,0,0.0329929331698027,0,0
X600028.SH,0.147480309586119,0,0,0,0,0,0.0589829093085961,0,-0.0456735515837271,0,0,0,0,0,0.00737171422814941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421392969102351,0.250376843687961,0,0,0,0,0,0,0.0191499919620279,0,0,0,-0.00692584551878601,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174251003684555,0,0,0,0.109033063986801,0.0491472628985027,0.228088815481322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132112414258245,0,0.144235284101194,0,0,0,0,0.0349435737202347,0,0,0,0,0,0,0.045751696830285,0,0,0,-0.00764415474259366,0.00630337519399961,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107754509376819,0,0,0,0,0,0,0,0,0,0.00524543954953769,0.00984948688464751,0,0,0.455757808649969,0,0,0,0,0,0,-0.00184005507591183,-0.00425115683798499,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.122012725724456,0,0,0,-0.0268583117725115,0.407747215661177,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109862671152347,0,0.0206944864122795,0,0,0,0,0,0,0,0,0,0.215688608424982,0.203012941605518,0,0,0,-0.0572979088689155,0,0,0.208480078694245,0,0,0,0,0,-0.00941846379152055,-0.0364081864430663,0,0,0,0,0,0
X600188.SH,0,0.108996208627841,0,0,0,0.0844538312446282,0,0,0,0,0,0,0,0,0,0,0,0.0706639017484363,0,0.00436016568086613,0,0,0,0,0,2.16840434497101e-19,0.479497997872885,0,0,0,0,0.0719171130094036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513090597436126,0.0949095992087481,0,0,0,-0.0321531315018275,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.346941306626234,0,-0.0142531699155446,0.259006277367282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303662891345534,0,0,0,0,0,0,0,0,0,0.022923059760316,0.0775666769464872,0,0,0,0,-0.188986524542257,0,0,0,0,0,0.13065777840417,0,0,0,0.0188934014533329,0.00196725028138215,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.129863946556848,0.0432442784691706,0,0,0,0,0.112545401888848,0,-0.0537404539402332,0,0.446909532806132,0,0,0,0.100480446114993,0,0,0,0,0,0.142628517909073,0,0,0,0,0,0.0618455955973763,0,0,0,0,0.123922716468001,0,0,0,0,0,0,0,0,0.011620700437624,0,0,0,0,0,0.0148253623164177,-0.00668959691183606,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0419369812390119,-0.0133902076115052,0,0,0.144953419561099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151735443100183,0,0,0,0,0,0,0,0.198200333021562,0,0.386835320452378,0,0.0241494610815361,0,0,-0.00626985368331624,0,0,0,0,-0.0145119399616565,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.202885663796588,0,0,0,0,0.0362524297600867,0,0,0,0,0,0,0,0,0,0,0,0.0725222384073137,0,0,-0.143073095995586,0,0.150706336524627,0,0,0,0.75615437685016,0,0,0,0,0,0,0,0,0,0.0556906386771193,0,0,0,0,0,-0.0462128251143418,-0.0685872079276169,0.063522613877831,0,0,0,-0.0480156800609703,0,0
X002466.SZ,-0.239106414172145,0,0,0,0,0.744561822412944,0,0.157769072071025,0,0,0,0,-0.0804501518169012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039260082560995,0.0503391113260808,0,0,0,0,0,0,-0.086828291954186,0,0.0362626507935302,0,0,0,0,0,0,0,0,0,0,0,0.0693135335628628,0,0.0781330294344331,-0.0939080304862095,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0771614542198852,0,0,0,0.199424078473131,0,0,0,0,-0.0306700354586194,0,0,0,0.195802220198733,0,0,0.157293384949542,0,0,0,0,0.00839921029037363,0,0,0,0,0,0,-0.120910320375445,0,0,0.102175876427767,0,0.249309199027616,0.103094799923327,0,0,0,0,0,0,0.0133644499380397,0,0,0,0.0438533494774782,0,0
X002271.SZ,0,0,0,0,0,0,0.166035731995207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331961804621767,0.00182598349691739,0,0,0.0689459738530467,0,0.273236454465409,0,0,0,0,0,0,0,0,0,0,0,0,0.00538345745215806,0,0,0,0,0,0.0154024754810239,0,-0.00717103609432765,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903253693155006,0,0,0,0.00989347268273407,0,0,0,0,0,0.140231484417782,0,0.668924316843359,0,0,0,0,0,0,0,0,0,0.0417038301542322,0,0,0,0.0238315978670368,0,0,0,0.00324079534384165,0,0,2.16840434497101e-19,0,0,0,-0.029217899369161,0,0
