,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X600623.SH,X601992.SH,X600886.SH,X600157.SH,X600299.SH,X600547.SH,X002466.SZ,X600660.SH,X601158.SH,X600352.SH,X000792.SZ,X600583.SH,X000709.SZ,X600489.SH,X600309.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X000060.SZ,X600021.SH,X000959.SZ,X000983.SZ,X002470.SZ,X600176.SH,X600098.SH,X600578.SH,X600022.SH,X000012.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.184237946075469,0,0,0,0,0,0,0,0,0.0459314086978035,0,0,0.0252295025775949,0,0.0260302750309775,0,0,0,0,0.0318450105777343,0,0,0.0138378365141046,0,0,0.0447434038805043,0,0.058455617700919,0,0,0,0,0,0,0,0,0,0,0.0326402131086665,0,0.036652073966155,0,0,-0.0080635409775489,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0131295098825467,0.308736790201692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457130406957904,0.0120934261827213,0,0,0,0,0,0,0,0,0,0,0.00979113314634986,0,0.024633267889144,0.00234905421874967,0,0,0,0,0,0,0,0.0381840509822533,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0488031095294602,0,0.436233976546377,0,0,0,0,0.0442333965726383,0.0224254167451063,0,0.0785651006172835,0.0752696351404253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602299133744572,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0866955135115783,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.19612999777884,0,0,0,0,0.0512441636629325,0.0739829420931847,0,0,0,0,0,0,0,0,0.0170353753737543,0,0,0,0,0.00357786007014881,0,0,0,0.000300594853601607,0.0648197521788358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978727910744595,0,0,0.050021650320602,0,0,-0.0143519641523659,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299118032376623,0,0,0,0,0,0,0,0,0,0,0,0,0.0217380364492149,0,0,0,0,0,0,0.126511749263792,0,0,0,0.100749962037389,0.0167848951393439,0.0830833058381066,0,0,0.0400827753961306,0,0,0,0,0.149938508230159,0,0.0211503061636768,0,0,0,0,0,0,0
X600019.SH,0,0,0.0169206493379678,0,0,0,0.0798291349019581,0,0.0032787190897068,0,0,0,0,0,0,0,0,0,0,0.179596740310248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519603479721584,0,0,0,0,0,0,0,0.0623326763513265,0.0858503943205334,0,0,0,0,0,0,0,0,0.0440476012061451,0,0,0,0,0,0,0
X600585.SH,0,0,0.135300069037443,0,0,0.0177549436180014,0,0,0,0.0507558779103384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185917890934694,0,0,0,0,0,0,0,0,0,0.0804684968200328,0,0,0,0,-0.0230503029453469,0.0816951709871605,0,0,0,0,0,0.106979663736532,0.0186088439666108,0,0,-0.0402136632206302,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0767871100390178,0,0,0,0.0338722195336541,0.184675698399076,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0978878441721766,0,0,0,0,0.0502395221612223,0,0,0,0,0,0.119845571582919,0.109648765676848,0,0.0899464194048949,0,0,0.0517516517179775,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00874883625715748,0,0,0.150147220544654,0.119324942284939,0,0,0,0,0,0.0506521585604468,0,0,0,0,0,0,0.224699091576877,0,0.0734458991612423,0,0,0,0,0,0,0,0,0,0.103977882781167,0,0.0208545669987397,0.109098399446035,0.00545089753579697,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.176334842242317,0,0,0,0,0,0,0,0.108379088478711,0,0,0,0,0,0.206607954760907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978650095488754,0,0,0,0,0,0,0,0,0,0.204969183364373,0,-0.0227942937321193,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0895138201764197,0,0,0,0,0,0,0,0,0.0370320745477987,0,0,0.000309783837217756,0,0,0.140134265532534,0,0,0,0,0,0,0,0.0752906480327463,0,0,0,0,0,0,0.0671239494821992,0.060993636463802,0,0,0,0,0,0.0476795090031919,0,0,0,0.158098871799517,0,0,0,0,0,0,0,0,0,0,0,0,0
