,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600585.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X600795.SH,X000301.SZ,X601699.SH,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X002271.SZ,X600489.SH,X600027.SH,X600803.SH,X601991.SH,X000807.SZ,X600176.SH,X600160.SH,X600985.SH,X000786.SZ,X000630.SZ,X000932.SZ,X000408.SZ,X000933.SZ,X600219.SH,X600612.SH,X002128.SZ,X300037.SZ,X600157.SH,X000629.SZ,X000723.SZ,X600688.SH,X600348.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.749683580660289,0.0977903969514603,0,0,-0.0365425983411878,0,-0.121416198813163,0,0,0,0,0,0,0,0.104200351549047,0,0,0,0,0,0,0,0,0,0,-0.201459430375914,0,-0.0153825046703599,0,0,0,0,0,0,0,0,0,0.0925729218832888,0,0,0.0629864138912981,0,0,0,0,0,0,0,0,0,0,0.00541715766923769,0,0,0,0,0,0
X600028.SH,0.492915901571502,0,0.00578982387964247,0,0,0.0177504980222721,0,0,0.0176771532791983,0,0,0,0,0,-0.0343440498446008,0,0,0,0,0.136883159682837,0,0,0,0,0,0.00518973013392073,0,0,0,0.0479135711882626,0,0,0,0,0,0.113683640580003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341634683719602,0,0
X601088.SH,0.137823418043384,0.0821863270726667,0,0,0.0210704876813792,0,0.160960102279533,0,0,0,0,0,0.0660590602077918,0,0,-0.0879225462464759,0,0,0,0.00145263222421172,0,0,0,0,0,0.0684327621993803,0,0,0,0,0,0,0.129205640817912,0,0.0339050439063742,0,0,0,0,0.036096284253958,0,0,0,-0.110433152867369,0,0,0,0,0,0,0,0.0056811549883379,0.00483270562401138,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334177017257973,0,0,0,0,0,0,0.140222753371091,0,0,-0.025082530099438,0,0,0,0,0,0,0,0.12045791316382,0,0,0,0.226926522515335,0,0,0,0,0,0,0.555485762067394,0,0,0,0,0,0,0.028413256386666,0,0,0,0,-0.0452868311192366,0,0
X600188.SH,0,0,0,0,0,0.0235233009368168,0.141269495552976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121595928411263,0.162849799876526,0,0,0.418289946381827,-0.0145196438333734,0,0,0.0183422541188984,0,0,0,-0.052926611820208,0.0195408229815149,0,0,0,0,0.159441767753398,0,0,0,-0.088515140828091,0,0,0,0,0,0,0,-0.00975449417958059,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.22780895163108,0,0,0,0,0,0,0,0,0,0,0,-0.260840209953215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174201596251382,0,0,0.600825239052946,0,0.339820673712575,0,0,-0.119663115437475,0,0,0,0.167949335771971,0,0,-0.0160886297782149,-0.00228891997762385,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.315002459293634,0,0,0,0,0,0,0.0460622395620562,0,0,0.141644324162446,0.000445143329911753,0,0,0,0,0,0.184484829439384,0,0,0,0,0,0,-0.00852993023695084,0.161763315437446,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696064674932443,0,0,0,0,0,0,0,-0.00664340605271054,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0222607654692919,0,0,0,0,0,0,0,0,0,0,0,0.0627956213927161,0,0,0,0,0.0769724047826732,0,0.182837429215476,0,0.194199673425222,0,-0.191662583894502,0,0,0.0988449718930772,0,0,0,0,0,0,0,0.0486179102285436,0,0,0,-0.112142432184431,0,0,0,0,0,0,0,-0.0235257591653197,0.028823280042054,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.224752596014492,0,0,0,0,0,0,0,0.195818941562567,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244611544252735,0,-1.38777878078145e-17,0,0.156261510374402,0,0,0,-0.000501964048211561,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0222683921690816,0,0,-0.0149530918809939,-0.0113985813208247,0,0,0,0,0,0
X600547.SH,0.114824329169659,0,0,0,0,0,0,0,0,0,0,-0.102945779190536,0,0,0,0,0,0,0,0,0,0,-0.0834122571841136,0,0,0,0,0.383550343370082,0,0,0,0,0,0,0,0,0,0,-0.0316710920262762,0,0,0,0,0,0,0,0,0,0,0,0,0.0368676277377923,-0.0542209408542558,0,0,0,0.0453792472111707,0,0
