,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X601991.SH,X600688.SH,X002466.SZ,X600660.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600886.SH,X600516.SH,X600111.SH,X000898.SZ,X000786.SZ,X600176.SH,X000553.SZ,X600352.SH,X000792.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X000825.SZ,X600489.SH,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X002470.SZ,X600157.SH,X600549.SH,X600315.SH,X000883.SZ,X600583.SH,X600808.SH,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.285185979349723,0,0,0,0,0,0,0,0,0,0,0,0.0439603931121211,0,0,0,0.200316719133904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431094694370546,0,0,0,0,0,0,0,0,0,0,0.0518137607932778,0.0641480984794586,0,0.039990791935769,0,0.00718871044697209,0.0187957428564552,0,0,0,0,0,0
X600028.SH,-4.33680868994202e-19,0,0.293997715046756,0,0,0,0,0,0.0129914828339381,0,0,0.0313628510014619,0,-0.00433110846547873,0,0.220523509296703,0,0,0,0,0,0,0,0,0,0,0.0146079624278322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372223123309568,0,0,0.00427570601639739,0,0,0.0136303054000637,0,0,0,0,0,0
X601088.SH,0,0.127837758935934,0,0.217282340639516,0,0,0,0,0,0,0,0,-0.00800968408275117,0,0,0.00606660028370103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111062425175652,0,0,0,0,0.39182353221021,0,0,0,0,0,0,0,0,0,0,0,0.0195620334551754,-0.0359629343304999,0,0,0,0,0,0
X600019.SH,0,0,0.158225779294133,0,0.210459051812113,0,0,0,0.0392479635723542,0,0,0,-0.00959358619582623,0,0,0,0,0,0,0,0,0,-0.0139441607889342,0.0349747873543542,0,-0.0135882285297183,0,0,-0.0822341550368861,0,0,0,-0.0484687934083824,0.0271165607324308,0,0,0,0.220654467983236,0,0,0,0,0,0,0,0.213908439742874,0,0,0,0.0240231145536233,-0.0256991289979555,0,0,0,0,0,0
X600585.SH,0,0,0,0.422179092504124,0,0,0,0,0.186783249441124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153517751123577,0,0,0,-0.104439248839261,0,0,0,0.215938182973091,0,0,0,0,0.0904257900695024,0,0,0,0,0,0,0,0,0,0.0423202470724529,0,0,0.0647811713203713,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0464512430889605,0,0,0,0,0,0,0,0,0,0,0,0.0269426655730766,0.145618340130003,0.0367446063496861,0.0241552249849038,0,0,0.0327710348796307,0,0,0,0,0,0.00607087796514261,0,0,0,0,0,0.136362270147852,0,0,0,0,0,0.190634847053543,0,0,0,-0.0163420272225614,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.195952976883173,0,0,0,0,0,0,0,0.00743840347519277,0,0,0,0,0,0.0189869991554813,0,0,0.156717399355957,0.0264534083708947,0,0,0,0.0579298582675224,0,0,0,0,0,0,0,0,0,0,0.21666336456925,0,0,0,0.106903277702728,0,0,0,0,0,0,0,-0.0288760981710313,-0.00914671401591011,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0754962302174949,0,0.278375515727028,0,0,0,0,0,-0.0802044105505107,0,0,-0.134883878252888,0,0,0,0,0,0,0,0,-0.323994370167444,-0.160189820801756,0,0,0,0.461798887772001,0,0,0,-0.275663644021749,0,0,0,-0.482897454898117,0,-1.38777878078145e-17,0,0,0,0,0,0.0383596592771983,0,0.083775748393226,-0.278590718928001,-0.728484956660349,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163759046075649,0,0,0.136160697519372,0,0,0,0,0.528406421015983,0.204899005470963,0.0156216543406318,0,0.0209002965607883,0,0,0,0,0,0.0317384898512888,0,0,0,0.272871576843857,0,0,0,0,0,0,0,0,0,0.0560604117635342,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.0528505662134479,0,0,0,0,0.0222432001954608,0,0.0778772906522812,0,0,0,0,0,0.332692393474078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581504112553738,0,0,0,0,0,0,0,0,0,0,0.080184908944181,0,0.129959054431922,0,0,0.0118821302614364,0.158589715456982,0,0,0,0.00902401423374408,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0417646607309414,0,0,0,0,0,0,0,0,0,0,0.00993539136197286,0.0187214059565659,0.0377575289303189,0,0.0651156829216041,0.0675507974316782,0,0,0,0,0,0.0281829640867179,0,0.293855691065902,0.0652332590718732,0,0.0370727221493192,0,0,0,0,0,0,0,0,0,0,0,0.0537661765627464,0,0,0,0.0052682313934204,0,0,0,0,0,0,0
X600688.SH,0,0.300798420647386,0.0569696131393506,0,0,0,0.0417669524952074,0,0,0,0,0,-0.0619080366949024,0,0,0.00944853158101013,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159716397476858,0,0.0253571156660634,0,0,0,0,-0.0528702235373561,0,0,0,0.00995283372210624,0,0,0,0,0.200088622014473,0,0,-0.0289602749206614,0,0.0158757646628795,0.0593949704113405,0,0.0978207521211698,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478280282503477,0,0,0.127777953663503,0.066824772849774,0,0,0,0,0,0,0,0,-0.109119265199792,0.0119285625008847,0,0,0,0,0,0,0.01636709349548,0,0,0,0,0,0,0,-0.0129231385215971,0,0,0,0,0,0,0,0,0
