,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600176.SH,X002466.SZ,X600516.SH,X600111.SH,X000709.SZ,X600352.SH,X600299.SH,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X600157.SH,X601158.SH,X600219.SH,X600801.SH,X000825.SZ,X000786.SZ,X000883.SZ,X000553.SZ,X002110.SZ,X600583.SH,X002470.SZ,X000408.SZ,X002271.SZ,X600339.SH,X600612.SH,X000539.SZ,X000630.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.256627757037113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164799832913865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821642715382222,0,0,0,0.0995600067541191,0.0557792419717422,0.0215978242216853,0,0,0,-0.0147279112216332,0.00935355149768397,0,0,0,-0.0223209287071341,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102318311416039,0.0934953491730141,0,0,-0.0638692229057694,0,0,0,0,0,0,0,0,0.0977503085633711,0,0,0.239250187739428,0.293824588068617,0,0,0,0,0,0,0.12228387138625,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0863727154173132,0.0483876572812877,0,0,0,0,0,0,0,0,0,0,-0.112818843079747,0,0,0,0.299721713511082,0.00697916795430668,-0.0295081912788656,0,0,0,0,0,0,0,0,0.0604623883671662,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0699450304161363,0,0,0,0,0.0124140533524147,0,-0.0949649909376158,0,0,0.0855622143287683,0,0
X600585.SH,0,0,0,0,0,0.144123470867324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117258471635214,0,0,0,0.320741619124687,0,0,0,0.0547089673758322,0,0,0,0,0,0,0,-0.0646838962294765,0,0,0,-0.0354361690389585,0.0353865422046511,0,0,0,0,0,0
X600019.SH,0,0,0.0542933223216106,0,0,0,0.143565619828772,0,0,0,0,0,0,0,0,0,0,0,0.0957173963878715,0.33063099420131,0.0211444378668262,0,0,0,0,0,0,0,0,0,-0.0832093728537814,0,0.0157268222096905,0,0,0,0,0,0,0,0.0889746526751681,0.0732741083976596,0,0,0,0,0,0,0,0,0,0.012226282504767,0.00347047952639592,0,0,0,0.022686687540324,0,0
X600011.SH,0,0,0,0,0,0,0.17792297735741,0,0,0,0,0,0,0,0,0,0,0.504055325109431,0,0,0,0,0,-0.023323767343548,0,0,0,0,0,0.0437866885229867,-0.166052822564953,0,0,0,0,0,0,0,0,0,0,0,0.0111354532367734,0,0,-0.202170125368516,0,0,0,0,0,-0.0339542636169297,0.0216275727639209,0,0,0,-0.085909376714446,0,0
X600309.SH,0,0,0,0.211260686966558,0,0.275964191492577,0,0,0,0,0,0,0,0,0,0,0,0,0.278748643022093,0,0,0,0,0,0,0,0,0,0,0,0,0.0577515022069673,0,0,0,0.0629686074741791,0,0,0,0.181316858879154,0,0,0.227826632791458,0,0,0,0,0,0,0,0,-0.028324660722176,0.0520432523587437,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0656375795344657,0.0361104279607449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0879446918276502,0,0.0516547504435827,0,0,0,0,0.170250240955663,0,0,-0.0556895627712435,0,0.133178557091933,0.103793952351808,0,0,0,0.0731232167850486,0,0,0,0,0.0424885637231745,0,0,0,0,0,0,0,0.0252128245050279,0,0,0,0.0368206196275214,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130303299091239,0,0.0209704067752868,0,0,0.0606642164655103,0,0.0284511851713549,0.690432100902429,0,0,0,0,-0.0143882534771852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111003134302384,0,-0.000671816753131821,-0.0144497130858108,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.111441795472434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100011026875014,0,0,0,0,0,0.00590588623845973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637509848894027,0.067995713204573,0,0,0,0,0,0.00336036722183011,0.0131713563092436,0,0,0,0.0452332887260515,0,0
