,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X002460.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X000786.SZ,X601600.SH,X600886.SH,X601898.SH,X600176.SH,X600426.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600352.SH,X600111.SH,X600489.SH,X601991.SH,X300037.SZ,X002466.SZ,X600795.SH,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X601992.SH,X600299.SH,X002080.SZ,X600219.SH,X601168.SH,X000932.SZ,X000898.SZ,X600529.SH,X002409.SZ,X000723.SZ,X000630.SZ,X002075.SZ,X600315.SH,X000878.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0509700738565562,0,0.0761446590765452,0,0,0,0,0,0,0.000397813876567104,0,0,0,0,0,0,0,0,0.00730189528057958,0,0,-0.0106124147203562,0,0,0,0,0,0.0291681826717508,0,0,0,0.0379717506242891,0,0,0.0308116385192994,0,-0.000514332096437474,0,0,0,0,-0.00701361267169614,0,0,0,0,-0.00445032181196935,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0398322284027693,0,0,0,0,0,0,0.0115705410644875,0,0,0,0,0,0,0,0,0.0275290375960787,0,0,0,0,0.00816330792667452,0,0,0,0,0.0530976398218234,0,0.00641510394406236,0,0.0143360824805724,-0.0385064222285031,0,0,0,0.0442768399242356,0,0.0636818917284123,0,0,-0.000661628706292811,0,0,0,0,-0.0136388736749787,0,0
X601088.SH,0,0,0,0,0,0,0,0.0013250876886203,0,0,0,0,-8.67361737988404e-19,0.0356436873455118,0,0,0,0,0,0,0.135672818801589,0,0,0,0,0,0,0,0.0276150902604195,0,0,0,0,0,0,0,0,0,0.105189509736847,0,0,0,-0.127746709722296,0,0,0,0,0,0.165778202481585,0,0,0.0242377099194198,0,0,0,0,-0.00648509703078771,0,0
X600585.SH,0,0,0,0,0,0,0,0.0155316355356777,0,0,0,0,0.0571967851084446,0,0,0,0,0,0,0,0.0047453808508759,0,0,0,0,0.0825217006380881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587492545097419,0,0,0.0277643185758107,0,0,0,-0.0580543325855392,0,0.0295252684778508,0,0,0.0378127373826705,0,0,0,0,-0.000568818254323651,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203520760445044,0,0,0,0,0,0,0.183013865826708,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543651848750762,0,0,0,0.0749484771480793,0,0.0816522010523377,0,0,0.0293307355004125,0.0237432015156399,0,0,0,0.0522225888350881,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.000313430007182891,0,0,0.118845182061995,0,0.0233304009259191,0,0,0,-0.0531042217792686,0,0,0,0,0,0.129769616316514,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.129987016622486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495355702047945,0,0.0726376605370263,0.0421441176523412,0.045923912491717,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00105652364438836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047008587768998,0,0,0,0,0.0167440005525316,0.0112806571424727,0,0,0,0,0.373134253646563,0,0.122438659484331,0,0,0,0,0,0,0,0,0,0,-0.0146140663028899,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.11050914829962,0,0,-0.0146074196391212,0,0,0,-0.00260940424956028,0,0,0,0,0,0,0,0,0,0.271235473796437,0.350154165849464,0,0,0,0,0,0,0,0,0,0,0.172188109595224,0,0,0,-0.0671014544203236,0.0825314951986065,0,-0.147625988424993,0.0897804209657724,0,0,0,0,0,0,0,0,-0.0198776793580581,0,0
X600547.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0400563940837726,0,0,0,0,0,0,0,-0.0867119015042905,0,0,0,0,0,0,0,0.650703382778337,0,0.041033759123561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472674996673236,0,0,0,-0.00609865329160489,0.0497205353390254,0,0,0,0.00801735202531826,0.00720422431779308,0,0,0,0.00598259705514098,0,0
X600660.SH,0,0,0,0,0,-0.269666029491585,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.111248120455576,0,0.0230791178225191,0,0,0,0.194294399274983,0,0,0,0,0.008250433281833,0.112537114954249,0,0,0,0.0610376777486082,0,0,0,0,0,-0.0486205433364464,0,0,0,0,0,0,0,-0.00683195239883886,0,0,0,0,0.00627094847928837,0,0
