,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600660.SH,X600886.SH,X601992.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X600098.SH,X000408.SZ,X000883.SZ,X000825.SZ,X000539.SZ,X601699.SH,X000723.SZ,X000983.SZ,X002092.SZ,X000027.SZ,X000937.SZ,X600021.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.230579554821213,0,0,0,0,0,0,0,0,0,0.0266469736854941,0,0,0,0,0,0,0,0.0385105348386,0,0.0622371108333816,0,0.0349337038204674,0,0,0,0,0.0682152432433056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00955359862012607,0,0,0,0,0,0,0
X600028.SH,0.833646426861608,0,0,0,0,0.15775134699759,0,0,0,0,0.0121705339748079,0.0494525373082818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805369398945608,0,0,-0.0570013912858006,0,0,0.0318873590098062,0,0,0,0,0.00445538795805736,0,-0.00532068076118454,0.0314059873259665,-0.00795494932431651,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.355782072402628,3.46944695195361e-18,0,0,0.0506447422330025,0.0315997085821116,0,0,0,0,0,0,0,0,-0.117943525377646,0,0.113930085537808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351892177082268,0,0,0,0,0,0,0.0437683970392485,0,0,0.0198975057208062,-0.0258417348326639,0.0146754948136304,0,0,0,0,0,0
X600019.SH,0,0,0.299837155483928,0,0,0,0,0,0,0,0,-0.120764009897507,0,-0.0608299375430196,0,0,0,0,0,0,0,0,0,0.151000684301619,0,0,-0.0241164824415703,0,0,0,0,0,0,0,0,-0.0350549310326947,0,0,0,0,0,0,0,-0.0145200167943612,0,0,0,0.118709359188717,0,0,-0.00561116376620373,0.00878989519446157,-6.93889390390723e-18,0,0,-0.479142516506099,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.114060713851645,0.225164070414981,-0.0263904663094426,0,0,0,0,0.310548030229515,0,0,0,0,-0.101836946937859,0,0,0,0,0,0,-0.0170984803232708,0,0,0,0,0.0518270692083268,0,0,0,0,0,0,0.0422097282182495,0,0.0722966220694574,0,0,0.0640582308515507,0,0.0232525190555946,-0.0202166748123698,0.0164474923099671,0.131305847351556,0,0,0,0,0
X600585.SH,0,0.0892148093793174,0,0.209051927330212,0,0,0,0,0,0,-0.015623636043597,0,0,0,0,0,0,0,0,0,0,0,0,0.0114982296074158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476249107800742,0,0,0,0,0.0134306563519511,-0.0676538453397355,-0.273271694500043,-0.0338863076070688,0.0324346706102152,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0474940908762954,0,0.0912376755048015,0,0,0,0,0,0,0,0,0,0,0.0982339747102985,0,0.159245851041957,0,0,0,0,0.0271367320667623,0,0,0,0,0,0,0,0.104360754993271,0,0,0,0,0,0,0,0,0.109588635298275,0,0,0,0,-0.0281000751277951,0.0101720030204478,0,0,0,0,0,0
X601898.SH,0,0,0.167525560795305,0,0,0,0,0,0,0,0.118902428786346,0,0,0,0,0.0110382456072369,0,0,0,0,0,0,0,0.134714286428251,0,0.0155440476297042,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0913163494609999,-0.0200226678324311,0.0902864166679716,0,0,0,0.0305619612514087,0.0220628443693208,0,-0.0235754248819949,0.00244820947723485,0,0,0,0,0,0
X601600.SH,0,-0.011872551796489,0,0,0,0,0,0,0,0,0.159884583448395,0.0500618908812221,0,0.074948908972416,0,0,0,0,0,0,0,0,0,0,0,0,-0.117433197671144,0.141521554937372,0,0,0.223437566728598,0,0,0,0.123852012971785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187459524147472,-0.0927069347152638,-0.0160535918718871,0.0129099452753234,0,0,0,0,0,0
X600688.SH,0,0.214907895315983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02385498540383,-0.0112022633964712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988483806732942,0,0,0.118451890965307,0.0691922291087897,0,0,5.44568567455738e-05,0,0,0,0,0,0
X600362.SH,0,0,0,-0.199636354107155,0,0,0,0,0.0481235313091582,0,0,0,0,0.0949019807178053,0,0,0,0,0,0,0,0,0,0,0,0,-0.274790534737971,0,0.117579827992941,0,0.431999298599779,0,0,0,0.316355046350241,0,0,0,0,0,0,0,0,0,0.0143493970796279,0,0.0553230649393352,-0.240896495511487,0.172982676099961,0.0255261588594535,-0.0147825916202845,0.00725067768972239,0.071096495529642,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427051750243455,0,0,0,0,0.714318406031779,0,0,0,0,0,0.0385033127083972,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433392738536831,0.0895015926063453,0,0,0,0,-0.0135351873580581,-0.0628350644036024,0.0285615915306792,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.179654118548912,0,0,0,0.0287890171844707,0,0.0445781588918601,0,0,0.107540936682936,0,0,0,-0.0585328533333904,0,0,0,0.0957097752116258,-0.00585520182101253,0,0.030988393807802,0,0,0,0.0283862019592902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0012788128273618,0.00401297164948707,0.0427944896620584,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0.0846140870164687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640536824794631,0,0,0.0307889063124036,0.0608749314611554,0,0.074160499748871,0,0,0,0,0,0,0,0,0,0.0962928684439808,0,0,0,0,-0.0221985885609591,0.0306331612374939,0.0341582447439452,-1.0842021724855e-19,0.018326641547546,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.14162495599699,0,0,0,0,-0.186241885591518,0,0,0,0,0,0,0,0,0.17623572617958,0,0,0.0343279043259043,0,0,0.11155927120998,0,0.131680836573872,0,0.120742696053374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130053486640474,0,0,0,-0.00613812813677105,-0.0106136708440081,0.0310296282919549,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500386201678975,0,0,0,0,0,0,0.0261870215531659,0,0,0,0,0,0.0771004427785252,0,0,0,0,0,0,0.318688019503698,-0.192387754293489,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,-0.0452542722923993,0,0,0,0,0,0,0.0161499702143187,0,0,0,0.0282003816211221,0,0,0,0,0,0,0,0,0,0,0.033400614082127,0,0.0272754824769924,0,-0.00761390878014281,0,0,0,0,0.0635820079965488,0,0,0,0,0,0.0631519598032491,0.271704571539064,0,0,0,0.0656026196819151,0.00377683408393159,0,4.33680868994202e-19,0,0,0.0086245749013868,-0.0150593787172871,0,0,0,0,0,0
X600157.SH,0,-0.0668187654386253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563922696551879,0,0,0,0.059059688333752,0,0,0.0931852079254354,-0.0369847682854883,0,0,0.315593893659275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220229275445287,0.0136565011759882,0.00956473874284111,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0627887077823785,0,0,0,0,0,0,0,0,0,0.0255388472837791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119127007853399,0,0,0.0505460633174677,0,0,0,0,0,0,0,0,0,0,0,0,0.00644353086247423,0,0.0179734484255775,0,0,0,0.00643565511503929,0.00432379765999385,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0924814643475648,0,0,0,0,0,0,0,0,0.190950890863838,0,0,0.199504536926242,0.0375188307974979,0,0,0,0,0,0,0.127377486895218,0,0,0,0,0,0,0,0.0545880077371658,0,0,0,0,0,0,0,-0.140932987351055,0.0534943044931103,0.0130777371364892,0,0,-0.229167678923707,-0.0188488054260984,0.0266351718660701,0,0,0,0,0,0
X600886.SH,0.0866895633820152,0,0,0,0,0,0,0,0.106534673161787,0,0,-0.00451395028235176,0,0.032803934915743,0.17833667947172,0,0,0,0,0.150654032033394,0,0,0,0,0,0,0.0499615029446178,0,0.0170506463203968,0,0,0,0,0,0,0,0.108172801386981,0,0,0,0,0,0,0,-0.0948259377116793,0.0431740314920689,0,0,0,0,0,0.00290271797352463,0,0,0,0,0,0
X601992.SH,0.295719872705531,0,0,0,0,0,0,0,0,0,0.0317868642912542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207220863853421,0,0,0,0.130681045761305,0,0,0,0,0,0,0,0,0,0,0.0993462076866592,0,0,0.0611020773618495,0,0,0.21014368282819,0.0654023910977979,0,0,0,-0.00996635575987804,0.00539884650746691,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0858949034646739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631223095077486,0,0,0,0,0,0,0.0137997736563893,0,0,0,0.208033157695252,0,0,0,0,0.0316775298539292,0,0,0,0.0495812481986048,-0.0306424070605364,0,0,0,0.0884682627163851,0,-0.0181817269537795,0.00730327913438981,0,0,0,0,0,0
X000898.SZ,0,-0.106862772145089,0,0.388032330664061,0,0,0.146487423420565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622013152829351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133037260567732,0,0,0,0,0,0,0,0.119617212314623,0,0.0502334463628571,-0.0405162973005308,0.0315090500584446,0,0,0,0,0,0
