,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600547.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X600111.SH,X601992.SH,X600516.SH,X600176.SH,X002466.SZ,X600299.SH,X000629.SZ,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X300072.SZ,X600219.SH,X600801.SH,X000825.SZ,X600339.SH,X601158.SH,X002110.SZ,X600489.SH,X000553.SZ,X600583.SH,X000786.SZ,X000883.SZ,X601699.SH,X600426.SH,X000301.SZ,X000932.SZ,X000630.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.148492938307317,0,0,0,0,-0.0811093011409668,0,6.93889390390723e-18,0.164886118850078,0.0281894066374698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595674221414389,0,0,0,0.204912591446589,0,0,0,0,0,0,0,0,0,0.410120827566341,0,0,0,0,0.0168377253830097,0.0181573780117089,0,0,0,0,0,0
X600028.SH,0.0796310917773272,0,0,0,0.245474445548776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354506307063794,0,0,0,0.155838441056669,0,0.17964895850992,0,0,0,0.00990540381110787,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.161481643632268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516556265454638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250898963727571,0,0,0,0,0,0,0,0,0,0,0,0.0318199937048826,0.212703971522338,0,0,0,0.0289011009994557,-0.0822980149445281,0,0,0,0,0,0
X600585.SH,0,0,0.118140875380948,0,0,0.0815065098257437,0.0747669817662928,0,0,0,0,0,0,0,0,0,0,0,0,0.0714069937914424,0,0,0.0417074934646097,0,-1.38777878078145e-17,0,0.0284088964787711,0,0,0,0,0,0,0.525223020208381,0,0.0486575681347265,0,0,0,0,0,0,0,0,0.024617788105916,0,0,0,0,0,0.00589793083824971,0,0,0,0,0,0,0
X600019.SH,0,0.0966692958775897,0,0.0533985964207994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627336376239213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322932716477743,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106908308326685,0,0,0,0,0,0,0
X600011.SH,0.0287176977739173,0,0,0.0398588186811438,0,0,8.67361737988404e-19,0.0633858129385491,0,0.0183449810431969,0,0,0.00982891000049145,0,0.135649363469025,0,0,0,0.719141061581914,0,0,0,0,0,0.0160813076216505,0,-0.0186001054920593,0,0,0,0,0,0,0,0,0,0,0,-0.183704178587303,0,0,0,0,0,0,0,0,0,0,-0.0751449144557597,-0.0120325267695317,0.0435789914903569,0,-0.0779483778946006,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182875783406756,0,0,0,0,0,-0.39113121215245,0,0,-0.120474532947429,0,0,0,0,0.221422649347846,0,0,0,-0.48098141437963,0,0,0,0,0,0.282177348132011,0,0,0,0,-0.265791421320323,-0.009350241486685,0.0441436814449355,0,0.119181546750306,0,0,-0.199346347526662,0
X600010.SH,0.112906588866652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311791743056663,0,0.12950801188911,0,0,0,0.135425731325991,0,0.0678915749293548,0,0,0.00642080092803581,0,0,0,0.0445676760808484,0.0189062520770391,0.0390225743738186,0,0,0,0,0,0,0,0,0,0,0.0831429285137015,0,0.093697285246846,0,0,-0.00542504551966901,0,0,0,0,0,0
X601898.SH,0.240054288422096,0,0.115326052218322,0,0,0,0,0,0,0,0,0,0,0,0,0.0614544044023023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226436347713749,0,0.048099596126985,0,0,0.0199064223116763,0,0,0,0,0,0,0.129000757778282,0.156968771419965,0,0,0,0.0259377287559673,-0.0398715059573617,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.127423450383757,0,0,0.0718028032500241,0.124561672049728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880919660662963,0,0,0,0,0,0,0,0,0,0,0.0484142936879908,0.0845909838226619,0,0,0,0,0,0,0,0,0,0.0672202831703153,-0.0191626663458504,0,0,0,0,0,0,0
