,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X601600.SH,X600801.SH,X601898.SH,X600362.SH,X600010.SH,X000786.SZ,X600352.SH,X600489.SH,X600188.SH,X600111.SH,X601991.SH,X600176.SH,X600688.SH,X002466.SZ,X600795.SH,X600426.SH,X600027.SH,X600299.SH,X600529.SH,X601992.SH,X002080.SZ,X600612.SH,X600315.SH,X002353.SZ,X600219.SH,X000301.SZ,X002409.SZ,X600126.SH,X600486.SH,X000932.SZ,X000027.SZ,X000723.SZ,X600516.SH,X601158.SH,X000898.SZ,X000401.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0115846673456623,0,0,0,0,0,0.0726427112438904,0.0383789417736606,0,0,0,0,0,0.131569499596573,0,-0.00930911099967192,0,0,0,0,0,0,0,0,-0.00838488078183321,0,0,0,0,0.107063853973932,0,0,0,0,0,0,0,0.0160960658824599,0.0161465700592914,0,0,0,0,0,0,-0.00957872769589218,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0206720250677219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430386863512543,0,0.0239590407078996,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0942216088732129,0,0,0,0.000863028634027009,0,0,0,0.0850673631052291,0.0242481017684418,0,0,0,0,0,-0.00257891958438473,0.00493606979069621,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0726433727761387,0,0,0,0,0,0,0.325178177687796,0,0,0,0,0,0,0,0,0,0,0,0.0333512568612602,0,0,0,0,0,0,0,0,0,0,0.146365683898436,0,0,0,0,0,0,0,0,0,0,0.162833603765693,0,-0.0707665463292367,0.00418666363492927,-0.00879688476263583,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106121918941805,0,0,0.0924343427888481,0,-0.0136326312038444,0,0.167338130435639,0,0.166288989738037,0,0,0,0,0,0.072492899299291,0,0,0.00432153376204162,0.0393884291324211,0,0,0,0,0,0,0,0,0,0,0.0057130394935533,-0.00732617441405998,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.051532654120716,0,0.173351795853567,0,0,0.0141000773866336,0,0,0,0,0,0,0,0,0,0.123615822443956,0,0,0,0.25690405732784,0,0,0,0,0,0,0,9.96842320199846e-05,0,0,0.0831916154238983,-0.0386100724950465,0,0,0,0,-0.0263720787636387,0,0,0,0,0,-0.00632016492050669,-8.67361737988404e-19,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0478748549269636,0.0462436419870727,0,0,0,0,0,0,0,0,0,0,0.80533188542743,0,0,0,0,0,0.0288653399142866,0,0,0,0,0.0354365602638015,0,0,0.0504910582722665,0,-0.0232057932992512,0,-0.00225346347801984,0,-0.0313147426577534,0,0,0,0,-1.35525271560688e-20,0,0,0,0,-0.0873437082237568,-0.00642599234865868,-0.0123859094429233,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0277362674516704,0,0,0,0,0,0,0,0,0.149812387561179,0,0,0,0,0,0,0,0,0,0,0.0972134935329658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484479523571458,0,0,0,0,0.155846701083612,0,0,0,0,0,0,0.00903297087942596,-0.0101622847424831,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636572863928975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13448055572634,0,0,-0.0440827601849553,0,0,0,0,-8.67361737988404e-19,0,0,-0.0521071625071782,0.0965375283530588,0,0,0,0,0,0,0,0,0,0,-0.00330285004767714,-0.0160012005114867,0,0,0,0,0,0
X002271.SZ,0,0,0.15298263103856,0,0.158648826091244,0,0,0,0,-0.0458200316618459,0,0,0,0,0,0,0,0,0.182537789357344,0,0,0,0,0,0,0,0.0615208983839125,0,0,0,0,0.0307512450509916,0,0,0,0.0982127530100688,-0.0675072609621581,0,0,0,0.010110531200039,0.285534677398929,0,0,0,0,0.137924768458592,0,0,0,0,-0.0177347294002606,-0.0180202863661063,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.103973653678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0293432667036051,0,0,0,0.0623550420116211,0,0,0,0,0.310103414385092,0,0.180294998651156,0,0.07842999819843,0,0,0,0.104462813021647,0,0,0,0.194656521249756,0,0,0,0,0,0,0,-0.00265041865801568,-0.0084681193709117,0,0,0,0,0,0
X600011.SH,0,0,0.0147456415681574,0,0,0.00681506907254439,0,0,0,0.0477397305186961,0,0,0,0,0,0,0.046625251986142,0,0.165926523960346,0,0,0,0,0.07072451277166,0,0,0,0,0,0.0891502271245632,0,0,0,0,0,0,0,0,0,0.0155144656190692,-0.0701587580604014,0,0,0,0,0,0,0,0,0,0,0.0135235127964521,-2.16840434497101e-19,0,0,0,0,0,0
