,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X002466.SZ,X600688.SH,X601600.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X000898.SZ,X300072.SZ,X002460.SZ,X600111.SH,X600176.SH,X000553.SZ,X600352.SH,X600027.SH,X000786.SZ,X601992.SH,X600299.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600426.SH,X002271.SZ,X601699.SH,X000408.SZ,X600808.SH,X600315.SH,X000830.SZ,X600489.SH,X601158.SH,X000883.SZ,X600219.SH,X000932.SZ,X000630.SZ,X002470.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.224614177320595,0.00936493958657791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205387249459758,0.103768750660345,0,0,0,0,0,0,0,0,0,0,0.042361067915228,0,0.0133107524673993,0,0,0,0.183768155964752,0,0,0.0552164027733307,-1.73472347597681e-18,0,0,0,0,0,0,0.0313636077639397,0.0180760929803483,0,-5.42101086242752e-20,0.000781256114302333,0,0,0,0,0,0
X600028.SH,0,0,0.277893631038744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100248020785675,0.0660371505441777,0,0,0,0,0,0,0,0.0635829611798236,0,0.139105521515305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809930425217108,0,-0.0852781276835068,0,0,0,0
X601088.SH,0,0.322738005212475,0,0.210416671249798,0.180412031644644,0,-0.0106695420756627,0,0.150593478818287,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195424410950003,-0.0137376343454856,0,0,0,-0.117705450702448,0,0,0,0,0,0,0,0,0.251916053801754,-0.0812738263488325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589544473519197,0,0,0,0,0,0
X600019.SH,0,0,0.3323474121203,0,0,0,0,-8.67361737988404e-19,0.273078492136203,0,0,0,0,0.275107148700926,0,0,0,0,0,-0.01677785740907,0,0,0,0,0,0,0,0,0,0,-0.0261074762202556,0,0,0,0,0,6.93889390390723e-18,0,0.145372656783183,0,-0.0965082874041965,0,0,0,0,0,0,0,-0.0642414545342022,0,-0.046594638839085,-0.0394065068783951,0,0,0,0,0,0
X600585.SH,0,0,0.161063720533276,0,0,0,0,0,0,0,0,-0.00658426237862106,0,0,0,0,0,0,0,0.0231300994896356,0,0,0,-0.161331570662582,0,0,0,0.0347985395132308,0.066232254447793,0,0,0,0,0,0.14387564732706,0.0116181675008897,0,0,0,0,0.237233110614529,0,0,0,0,0.119196230825772,0,0.0704647282058372,0.0619992407997346,0,-0.0444776664777002,0.0371459390013893,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.00529224970585781,0,0,0,0,0,0,0,0,0,0,0,0.00614578173587073,0.00585615142799507,0,0,0.00195503728296505,0,0,0,0,0,0,0.0154388113794044,0,-0.00747561095487694,0,0,-0.0121889434324944,0,0,0,0,0,0,0,0.0405954106108605,0,0,0,0,0,0,0,0.00584872034375546,0,0,0,0,-0.0514160932050437,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654726984413609,0,0.0827268326925287,0,0.0888348537545322,0,0,0,0.283236259635453,0,0,0.111702410746405,0,-0.0831989875312804,0,0,0.0127058853662831,0.155880438288478,0,0,0.0830254844191024,0,0,0,0,0,0,0,0,0,0,0.00135912935178723,-0.0506477068388298,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0194658299037613,0,0,0,0,0,0,0,0.342083297881101,0,0,0,0.0153996021092697,0,0,0.113899059003332,0,0,0,-0.0401364436122379,0,0.2555821878273,0,0,0,0,0,0,0,0,0.00599858324462954,0,0,0.0349030869008283,6.93889390390723e-18,0,0,0,0,0,0,0,0.253562354515469,0,0,0.0357732944264427,0,0,0,-0.547667484627061,0,0
X600188.SH,0,0,0.590491474213454,0.118443856350193,0,0,-0.0194339637198585,0,0,0,0,0.218228540911993,0,0.212011888224593,0,0,0,0,0,0,0,0,0,0,0.227863691842419,0,0,0,0,0,0,0,0,0,0,-0.0798033202168613,0.122196972222063,0,0,0.223857551145175,0,0,0,0,0,0.031496409196847,0,0,0.248721374302833,0,-0.0361341344534924,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0268600507902931,0,0.0290274735502128,0,0,0,0,0.044284931596297,0,0,0,0,0,0.0313678188504266,0,0,0.0135853696651583,0,0.0283048037511905,0,0,0,0,0.082868482647543,0,0,0,0.113629617717071,0,0,0.135790336086603,0,0,0,0.0338054134160699,0,0.0940520045451794,0,0,0,0,0,0,0,0.0158919132033339,-4.33680868994202e-19,0,0,0,0,0,0
