,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X600010.SH,X002466.SZ,X000301.SZ,X601600.SH,X600188.SH,X600011.SH,X601898.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X601991.SH,X000825.SZ,X600795.SH,X300037.SZ,X600141.SH,X600295.SH,X000408.SZ,X600219.SH,X000807.SZ,X000786.SZ,X600803.SH,X002326.SZ,X000959.SZ,X600096.SH,X600027.SH,X000932.SZ,X000983.SZ,X000898.SZ,X600801.SH,X600688.SH,X000831.SZ,X000723.SZ,X600352.SH,X000630.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0474526389492525,0,0,-0.0180853804091367,0,0,0,0,0,0,0,0.0662039570192242,0.0569154332887761,0,0,0,0,-0.000400908311915733,0,0,0,0,0,0,0,0.010265172234314,0,0,0,0,0,0,0,0,-0.0326501148007401,0,0,0.024158636307609,0,0,0,0,0,0,0,0.0565021743899271,0,0,0.0196032445594931,0,-0.0152519128535425,0,0,0,0,0,0,0
X600028.SH,0.0707130347646567,0,0,0,-0.0221732424940775,0,0,0,0,0,-0.0317282376674573,0.0612739092337041,0,0,0,0,0,0,0,0,0.101447501467469,0,0.00838319092315943,0,0,0,0.0513016716777908,0,0,0,0.0308458890569117,-0.0310213038828114,0,0,0,-0.0214010908635774,0,0,0,0,0,0.045080427094585,0,0,0.135655888580235,0,0,0,0,0.00405178008906928,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267687022182392,0,0.055260146293414,0,0,0,0,0,0,0,0,0,0,0,0,-0.118351301624169,0,0.0941041696372086,-0.0529650271750356,0,0,0,0.0400643910436941,0,0,-0.0104590349737428,0,0.163927471017781,0.155231550886776,0,0,0.0786515221407746,0,0.0988715069603399,0,0,0,0,0.0104092680429618,0.00448432808234953,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0146477122090215,0,0,0,0.00888229011986214,0,-0.0594367480207729,0,0,0,0,0,0,0,0,0,0.327853320414378,0,0,0,0,0.0806915519865908,-0.0126695925590647,0,0,0,0,0,0,-0.0239221009993649,1.73472347597681e-18,-0.0113844683086911,0,0,-0.00523978089676464,0,0,0.0270013646208167,0,0,0,-0.0816965072895931,0,0,0,-0.0126863376903478,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.0500307162793442,0,8.67361737988404e-19,0,0,0.620734162857925,0,0,0,0,0,0,-0.0557270142298763,0,0,0,0,0,0,0,0,0,0,0.0945918623690574,0,0.0407058066327178,0,0,0,0,0,0.056955336455513,0,0,0,0,0,0,0,0,0.157291636268674,0,0,0,0,0,0.0823712181736678,-0.151327478770323,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.073803091931161,0,0,0,0,0.023478089976809,0.0223802559574369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662359925188252,0,0.0629512168334061,0,0,0.0546136025995407,0,0,0,0,0,0.619155492469813,0,0,-0.0709552982924925,0,0,0,0,0.0154394022127625,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364134180117665,0,0,0,0.0405427256886119,0,0,0,0,0,0,0,0,0.0577996990351235,0.556134073341836,0.0102644635993397,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440597173259635,0,0
X600111.SH,0,0,0,0,0.272940165073358,0,-0.176348185651387,0,0,0.270031802870467,0.303024021589143,0,0,0.0179340740893653,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.155101080196884,-0.0440401465023295,0,0,0,0,0,0,0,0,0,0,0,0.119709271309826,0,0,0,0.254943216178316,0,0,0,0,0,0.0901702067745327,0,0,0,0,0,0,0
X000792.SZ,0,0,0,-0.0436829412662862,0.0461479737949871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202979669579371,0,0,0,0.168216874082727,0.214167985186931,0,0,0,0,0.0301167625379099,0,0,0.000591188510844741,0,0.159910212557384,0,0,0,0,-0.318097819436248,0,0.0013938594502722,0,0,0,0.117510065707987,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.368204278976539,0.334549036415315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155879847733711,0,0,0,0,0.012498019307406,0.0609210769521416,-0.0586549182330855,0,0,0,0,0,0.0663705559345512,0,0,0,0,0,0,0,0.028356487081837,0,0,0,0,0,0,0,0,0,0,0,0,0
