,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X601158.SH,X002075.SZ,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000898.SZ,X600021.SH,X600352.SH,X601918.SH,X002353.SZ,X000883.SZ,X002470.SZ,X000629.SZ,X000792.SZ,X600863.SH,X600022.SH,X600307.SH,X600489.SH,X000878.SZ,X600808.SH,X600098.SH,X600660.SH,X600547.SH,X000060.SZ,X600578.SH,X000825.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.846794788036619,0.041328880677797,0,0,0,0,0,0,0,0,0,0,0,0.0642742851433321,0,0,0,0,0,0,0,-0.124076605430718,0,0,0,0,0,0,0.0396145655726762,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145574276700408,0,0,-0.0283513655519639,0.0216756776084856,-0.0560640915211158,0,0.0231157164877582,0,0,0,0
X600028.SH,0.435951616299684,0,0,0,0,0.0655073621084183,0.129393476471177,0,0,0,0,0,0,0,0,0,0.00727515943708364,0,0,0.0994004303852435,0.037152129769935,0,0,0,0,0,0,0,0,0.0667265634612887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181090202933985,0,0.00577738595532475,0,0,0,0,0
X601088.SH,0,0.267125259090895,0,0,0.0651912747960297,0.110027507765736,0.0172054719420624,3.46944695195361e-18,0,0,0,0.0819146323343999,0,0,0,0,0.0157334912923599,0,0,0,0,0,0,0,0.0707553368184699,0,0,0,0,0,0,0,0,0,0.0568612209949143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00624194338574772,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,8.67361737988404e-19,0.184093478940955,0,0,0,0,0,0.0619459324801476,0,0.0769705469021602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614423744178858,0,0,0,0,0.419625016484564,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0404858779001166,0.2631995614964,0,0,0,0,0,0,0,0,0.274473290464668,0.0850689267565437,0,0,0.0132752107502323,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0753044815071187,0,0,0,0.0567714502551056,0,0,0,0,0,-0.0394647675002644,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.163418839626392,0,0,0,0,0,0,0,0.29029582338276,0,0,0.256229532617585,0.0167941763640054,0,0,0,0,-0.00449516613314669,0,0,0,0.110220143694402,0,-0.103668038912409,0,0,0,0.175031429725296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223018565711479,0,0,0,0,0,0
X600019.SH,0,0.0301934069327918,0.162400091855175,0.118810955566457,0,0,0,0,0,0,0,0,0.0604545926812386,0,0,0,0,0,0,0,0,0,0,0,0.00847178650012537,0,0.418697546738271,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204837642218479,0,0,0,0,0,0
X600585.SH,0,0,0.118628670241051,0.134123828376289,0,0,3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0,0,0.04344524306605,0,0,0,0,0.0989586058908182,0.0165198790551226,0,0.116152904277602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187241746616381,0,0,0,0,0,0,-0.00174039097614277,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0592692991803151,0,0,0,0,0,0,0.0471779953923313,0.170513888285331,0,0,0,0,0.0658561928983119,0,0,0,0,0.0408356469390602,0,0,0.085336325216559,0,0,0,0,0,0,0,0,0.0819571945162886,0,0,0,0,0.0328180606150858,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.126683002539511,0,0,0.162308052124908,0,0,0,0,0,0,0,0,0,0,0.0574722530958484,0,0,0.0947863904020609,0,0,0,0,0.0475450611981753,0,0.0284383184295955,0,0,0,0.0122576324607484,0,0.0802777065762989,0.00407570735807566,0,0,0,0,0,0,0.0798728010817377,0,0.113610269506969,0,0.0019960381725851,0,0,0,0,0,0,0,0,0
