,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000933.SZ,X000877.SZ,X601168.SH,X600096.SH,X000408.SZ,X000883.SZ,X002353.SZ,X000027.SZ,X600378.SH,X000932.SZ,X600995.SH,X002271.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.494691861901654,0,0,0,0.161356627355066,0,0,0,0.0563144174610726,0,0,0.107456885612607,0,0,0.133973754668176,0.0311467246827449,0,0,0,0,0,-0.0642377110249767,0.0493823481194177,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0554591861946213,0,0,0,0,0,0,0,0,0,0,0,0,-0.0702941509443365,0,0
X600028.SH,0.436441253501813,0,0.123301730493815,0.0134921123378213,0.0489071706409731,0,0.0469882462742624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241139704342826,0,0,0,0,0.0368261953623637,0,0,0,0,0,0,0,0,0.0374823071391959,0,0,0,0,0,0,0
X601088.SH,0,0.270630587596273,0,0,0.0770703810859339,0.145726688832183,0,0,0,0,0,0,0.108630977967153,0,0,0,0,0,0,0,0.028375465564941,-0.0501332606250611,-0.0846704174001161,0,0,0,-0.0150917696809356,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.0432759744580507,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0967923728671527,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0652603620038071,0,0,0,0,0.0122571442958017,0,0,0,0,0,0,0,0,0,0,0,0.204545970113677,0,0,0,0.0249421581022736,0,0,0,0.110055002439913,0,0,0.328536780068682,0,0,-0.0689251069624279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293689352962177,-0.11921679017794,0,0,0,-0.0183977967935615,0,0
X601898.SH,1.73472347597681e-18,0.258628040090118,0.00743300307095773,0,0,0.144295305145505,0,0,0,0.0778572011426826,0,0,0.213887864799049,0,0,0,0,0,0,0,0,0.10508891403684,0,0,0,0,0,0,0.146002202115934,0,0,0,0,0.00691019172685215,0,0,0,0,0,0.0381915970922643,0,0,0,0,0,0,0,0,-0.0200201070508663,0,0,0.0148143336781674,0,0,0,0,0,0,0
X600188.SH,0,0,0.225638089463842,0,0,0,0,0,0,0,0,0,0.0304994750528441,0,0,0,0,0,0,0,0,-0.11236588448285,0,0,0,0,0,0.0769395264208072,0.570804012910381,0,0,0,0,0,0,0,0.400540924442801,0,0,0,-0.0930011704994769,0,0,-0.0704690588213187,0,0,0,0,-0.0728350184465173,0,0,0,0,-0.00471230897220253,0,0,0.0326644838950846,0,0
X600019.SH,0,0.104444619094858,0,0,0.24226573669544,0,0,0,0,0,0,0.225257075502934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302860690895596,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.202608648422392,0.209025977851201,0,0.111413002579862,0,0,0.0900755854895157,0,-0.0538436778211406,0,0,-0.00414516280211472,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626120478553455,0.200880326819339,0,0,0.216408930543973,0,0.000886442919537571,0,0,0,0.0234258065900308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139488044118442,0,0.0661404932706073,-0.161875497254687,0,0,0,0,0.02355083460458,0,0
X600585.SH,0,0,0,0.0518572240995775,0,0,0,0,0,0,0,0,0,0,0.153883143287058,0.0454428568266559,0,0,0,-0.0325478706279189,0,-0.0281586735943703,0,0,0,-0.0532032145210007,0,0,0,0.136417621268926,0.14924155241243,0,0.0440275705770984,0,0,0,0,0,0,0,0,0,0,0,0,-0.145930103038815,0,0,0.0229978988723203,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.222916811701296,0,0,0,0,0,0,0,0,0,0,0,0,0.0989276157480659,0,0.110457586452701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651372406544412,0,-0.168226749959326,0,0.0715792623636028,0,0,-0.0135416851066199,0,0,0,-0.234268289761489,0,0,0,0.0322834506626728,0,0,0,0,-0.23055400146762,-0.0199605932630509,0,0.140252910230006,0,0,-0.0109215588572588,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271580278919561,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.209450878135106,0,0.0960435618787185,0,0,0,-8.67361737988404e-19,0,0,-0.0562828382915805,0,0.000590960312179897,0,0,0,0,0,0,0,0,0,0,0,-0.30395897478235,0,0,-0.0344080129259483,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165339282770856,0,0,0,0,0,0,0,0.157726675463035,0,0.367587974693934,0,-0.0498992356829308,0,0,0,0,-0.0696385356946029,0,-0.0125334458896444,0,0,0,0,0.0776834188297937,0,0,0,0,0.0040823197483081,0,0.0113584562574266,-0.0617973958433558,0,0,0,0,0,0.0763556007651744,0.00248238574230864,0,0,0,-0.0808199777847007,0,0
X601600.SH,0.268195330226479,0,0,0,0,0.00211357680685095,0,0,0,0,0,0,0,0,0,0,0.278678279607915,0,0,0,0,0,0,0,0,0.0821903091822158,0,0,0,0,0,0,0,0.0604462589305663,0.237856019269208,0,0,0.0944727901663837,0,0.046637944381006,0,0,0.133896175100873,0.194947180812669,0,0,0.116714205878451,0,0,0,0,0,0.133150180466279,0,0,0,-0.0212720340302536,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0613676072063565,0,0.0768640354111548,0,0,0,0,0,0,0,0,0,0.274420186147008,-0.0230776884745189,0,0,0,0,0,0,-0.125455958766746,-0.119504481195157,0,0,0,0,0,0,0,0,0,0,0,0.271450337433657,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192592804948122,0,0
