,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X002460.SZ,X600547.SH,X600660.SH,X600011.SH,X002271.SZ,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X601898.SH,X600426.SH,X600176.SH,X600010.SH,X600188.SH,X600111.SH,X600801.SH,X000301.SZ,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X600027.SH,X600299.SH,X600486.SH,X002353.SZ,X600219.SH,X000932.SZ,X300037.SZ,X601992.SH,X002080.SZ,X601168.SH,X002075.SZ,X000723.SZ,X000898.SZ,X000630.SZ,X000027.SZ,X002409.SZ,X000807.SZ,X000878.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0273787033788163,0.00768925052933365,0,0,0,0,0,0.0351679860830009,0,0,0,0,0,0,0,0,0.00470786795614567,0,0,0,0,0,0,0,0,0,0,0.0413775628565701,0,0,0,0,0,0,0,0.0275231307625693,0.0639340386363026,0,0,-0.00237234053621951,-0.0278729649482084,0,0,0,-0.00372864637658412,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0274420428523302,0,0.0243571110576747,0,0,0,0,1.0842021724855e-19,0,0,0.0103167330143852,0,0,0.022741590713737,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0153465589304446,0,0,0,0,0,0.0465398567842957,0.00648957686676137,0,0,0,0,0,0,0,0.0504811456491414,0,0,-0.0179753768085816,0,0,0,0,-0.0168951836091508,0,0
X601088.SH,0,0,0,0,0,0,-0.00830341453830576,0.00175533810630964,0,0,0,0,0.0244942470142545,0,0,0,0,0,0,0,0.292470057780719,0,0,0.0283879709597479,0.0628563943770107,0,0.126012318365514,0,0,0,0,0,0,0,0,0,0,0,0,0.00683386407194399,0,0,0,0,0,0,0,0.00375942891002006,0,0,0,0,-0.0109853682274051,0,0,0,-0.00133298486137427,0,0
X600585.SH,0,0,0,0,0.051151596446708,0,0,0.127764370753514,0.0232767106299853,0,-0.0173745513472041,0,0,0,0,0,0,0.0311735235493475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534783767124119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197142830206771,0,0,0,0,0.0088580587509344,0,0
X600309.SH,0,0,0,0,0,0,0.383499371566148,0,0,0,0,0,0,0,0,0,0,0.174573565571124,0,0,0,0,0,0,0,0.196176872733124,0,0,0,0,0,0,0,0,0.203921808662893,0,0,0.128827351143795,0,0,0,0.0787470486554251,0,0,0,0,0,0,0,0,0,0.0147927821095691,0.0384762527610765,0,0,0,0.0144526405502601,0,0
X600019.SH,0,0,0,-0.00663873567239173,0,0,0,0.0272795029099545,0.0642906746919417,-0.0954855566398844,0,0,0.124019259586727,0,0,0,0,-0.0424805359281475,0,0,0,0,0,0.0332025924818813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258057450416612,0,0,0,0,0,0,0.0206820331377373,0.0419721235991212,0,0,0,0.00308149225461336,0,0
X000708.SZ,0,0,0,0,0.0333742864990927,0.0624643518795226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644947467532561,0,0,0,0,0,0,0,0.0434559018565004,0,0.11601701436207,0,0,0,0,0.00234599561412713,0.0895195442332499,0,0,0,0,0,0,0,0.093802488658681,0,0,0,0,0,0,-0.0273223705110803,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.459064441385367,0,0,0,0.118741674417063,0,0.161504132454578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246223525416232,0,0,0,0,0,0.128113335368012,0,0,0.320615367970989,0,0,0.0842478138571315,-0.0571657808540805,0.0242000319293732,0,0,0,-0.101447585837305,-0.0951893586509264,0,0,0,-0.00404237866090877,-0.0635065331677312,0,0,0,-0.0384181017698866,0,0
X600547.SH,0,0,0,0,0.0974140269256237,0,0.0821395365637494,0.105271098132187,0,-0.0286817024276879,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0198338748143148,0,0.553043370935066,0,0,0,0,0,0,0,0,0,0,0,0.0384422305120882,0,0,0,-0.00714361449756562,0,0,0,0,0,0,0,0,0,0,-0.0106902732167447,0,0,0,-0.00233922932688387,0,0
X600660.SH,0,0,0,0,0,-0.128225529021591,0,0,0,0,0,-0.025397252614357,0,-0.0650442280846725,0,0,0,0,0,-0.0525852990979101,0,0,0,0,0.0502124655560133,0,0,0,0,0,0.125160928016722,0,0,0,0,0,0,0.26677578779581,0,0.0261930648372633,0,0,0,0,0,0,-0.0898376570033178,0,0.0523118354988644,0,0,0,0.0514148653595132,0,0,0,0.0227509906024055,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452959381735824,0,0,-0.224294650639962,0,0,0,0,-0.00947357861380163,0,0,0,0,0,0,0.0399820495882112,0.666632038104862,0.0568362923574382,0,0,0,0,-0.104230871148034,0,0,0.0720828202270158,0,0,0,0,0,0,0.129326077837212,0,0,0,0,-0.0326687467974429,0,0,0,4.33680868994202e-19,0,0
