,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X600362.SH,X000792.SZ,X600795.SH,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X000301.SZ,X600489.SH,X600160.SH,X002466.SZ,X601699.SH,X600426.SH,X000983.SZ,X000877.SZ,X601991.SH,X600803.SH,X000630.SZ,X000807.SZ,X000786.SZ,X000933.SZ,X601168.SH,X600985.SH,X600176.SH,X000408.SZ,X002128.SZ,X600219.SH,X600612.SH,X000932.SZ,X600096.SH,X000883.SZ,X600295.SH,X002271.SZ,X000027.SZ,X600348.SH,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.229610606290768,0.0618004841770372,0,0,0.0520906547536629,0,0,0.252718336412105,-0.07265337922466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786695574065468,0,0,-0.214967140371506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163417112470314,-0.0112140769722354,0.0543500850928408,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.133758429051927,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00593732499397466,0,0.173143855859646,0,0,0,0,0,0,0,0.238841998002925,0,0.0828871878108328,0,0,0.0109110154828757,0,-0.0378263632954016,0,0,0,0,0,0,0,0,-0.0661587104942124,0,0,0,0,0.0110873972194493,0,0,0,0,0,0,0
X601088.SH,0.0364105150890668,0,0,0,0.230824513281511,0,0,0.135427884908297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266010539410694,0,0,0,0,0,0,0,0.0235957860378035,0.0078174840933561,-0.0469869087344976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104099985763135,-0.0450491493894682,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0621517789738914,0,0,0,0,0,0.0254173952934909,0,0,0,0,0.180899536973378,-0.00505814820207252,0,0,0,0.128428901400017,0,-0.0947490282540702,0,0,0,0,0,0,0,0,0,0,0,0.177442492123219,0,0,0,-0.0930449621684966,0,0,0,0,0,0,0,0,0,-0.00980071006018443,-0.0708435426211071,0,0,0,0,0,0
X600188.SH,0,0,0.0287967177854247,0,0,0,0.176303190006683,0,0.0612912945382756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34095832289105,0,0.0977119990671237,0,0,0,0,0,-0.0129401215611258,0,0,0,0,0,0.190109810007636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0193906928887599,0,0,0,0,0,0,0.0856297902874445,0.0793422095425954,0,0,0,0,0,0.0464999413351034,0.0965340971370704,0,0,0,0,0,0.0289106874561031,0,0,0.0705453483855693,0,0,0,0,0.137445886591883,0,0,0,0,0.0630928469713105,0,0,0,0,0,-0.16207597538759,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00840014907722472,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.288442211429924,0,0,0,0.16742454186613,0,0.072279389898502,0,0,0,0.266072156808487,-0.322275695885029,0,0,0,0,0,-0.0936123723226614,0.0995246086175115,0,0,0,0,0,0,0,0,0,0,0.61724821845284,0.0952115607300036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324996276644862,0,0.104532746625615,0,0,0,0,0
X600011.SH,0.116848081856981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512364732177908,0.0767625626705761,0,0,0.0557268827259688,-0.0545875158971663,0,0,0,0,-0.0239625126172674,0,0,0,0.238773380156812,0.000148911286855655,0,0,0,0,0,0,0.0354633584734415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320601121475033,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.189072005387728,0,0,0,0,0,0,0,0,0.0363394475306423,0,0,0,0,0,0,0,0,0.60227058178433,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0517228312676167,0,0,0,0.0130237134706994,0,0,0,0,0,0,0,0,0,0,0.174045382233095,0,0,0,-0.0570052779604801,0,0,0,0,0
X601600.SH,0.0657565019523531,0,0,0,0,0,0,0,-0.0352528560402304,0,0,0,0,0,0,0,0.0795479028082013,0,0,0.199295422793976,-0.127785526718779,0,0,0.0353981711918777,0,0,0,0,0.107225430518682,0,0,0,0.343426136121948,0,0,0.189731897434058,0,0.0382767121756908,0.0239709544717782,0,0,0,0,0,0,0,0,0,0,0.0713517839985681,0,0,0.0338116022191396,0.240135295085799,0,0,0,0,0
X600660.SH,0.0999774492445163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372970373277757,0,0,0,0,0,0.0387150519759235,0,0,0,0.158058977844369,0,0,0,0,0,0,0,0,-0.0215483168474807,0,0.0140347136554557,0,0,0,-0.0382115883429152,0,0,0,0,-0.0680652157379821,0,0,-0.0482653555024828,0,0.0414346698528338,0,-0.0127290707698598,0,0,0,0,0
X600585.SH,0,0,0,0.326358593119193,0,0,0.04704754673082,0,0.0570363613313304,0,0,0,0,0,0,0,0,0.104758891871084,0,0,0,0,0,0,-0.00901804342674177,0,0,0,0,0,0,0,0,0,0,-0.0427992760079733,0,0.133942252958104,0,0,0,0,0.0152988005805189,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.00717612939702016,-0.139753592374936,0,0,0,0,0
X600886.SH,0,0,0,0,0.0641930284422543,0,0,0,0,0,0,0,0,0,0,0.414846942558226,0,0,0,0.00349748451494735,0,0,0,0,-0.044606831628473,0,0,0,0,0,0,0,0,0.0329533382331625,0,0.0637118280501291,0,0,-0.00809111947239459,0,0,0,0,0,0,0.0266666971006803,0,0,0.0186922172311441,0,0,-0.01095687465377,8.67361737988404e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.150043422120917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113328880087166,0,0,0,0,0,0,0,0,0.37632791000763,0.0876225962991792,0,0,0,0,0,0.236701216698346,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362588347010737,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0458890514579479,0,0,0,0,0,0.139242815288381,0,0.0652243985607484,0,0.282938349297665,0,0,0,0.127671567870925,0,0,0,0.0110132279620804,0,0,0,0,0,0.0338407292308444,0.0535522383614522,0,0,0.0450057017764644,0,0,0,0,0.081836660293594,0,0,0,0,0,0.0064960915310367,0,0,0.0147468020257738,0,0,0,0,0,0
