,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X601898.SH,X600886.SH,X600010.SH,X000792.SZ,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600027.SH,X601992.SH,X600299.SH,X600111.SH,X600489.SH,X600176.SH,X000723.SZ,X002075.SZ,X002466.SZ,X600426.SH,X000401.SZ,X601158.SH,X600126.SH,X000898.SZ,X600219.SH,X000553.SZ,X000932.SZ,X000883.SZ,X600486.SH,X600516.SH,X000709.SZ,X600315.SH,X002353.SZ,X600529.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.116200045464965,0,0,0,0,0,0,0,0.0562860055991553,0,0.0470388901000058,0,0,0,0,0,0,0,0.0921229637359245,0,0,0,0,0,0.0526513421789061,0.0541231698141662,0,0.0446701114528806,0,0,0,0.0543791022180553,0,0,0,0,0,0,0,0,0,0.0434087954883817,0,0.00423215613682899,0,0,0,0,0,0,0
X600028.SH,0.12193652625998,0,0,0,0,0,0,0,0.154176639270806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.12210388808852,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0631715205199488,0,0.0129730420659778,0,0,0,0,0,0,0,0,0.0145240211996567,0,0.0164990600316371,0.0112432588102027,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0212872157352676,0,0,0,0,0.0306722679937535,0.522966666458121,0,0,0,0,0,0,0,0.139636595516829,0.0208547730346251,0,0,0,0,0,0,0,0,0,0.0780072813723336,0,-0.0470268613031653,6.54314534530671e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338358702896004,-0.0281968344449113,0.00194994567786192,0,0,0,0,0,0,0
X601088.SH,0,0,0.177832591520371,0,0,0,0,0,0.429826612138363,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0418284627267256,0,0.0663100585653675,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0461768799361823,0.0644317390630116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175262068056145,0.0243227945500329,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0760706125667206,0.0546507512122543,0,0,0,0,0,0,0,0.0424915380224705,0.0185373063053514,0,0,0,0,0,0,0.0537207470273444,0,0,0,0.0868805851485767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122087639689826,0,0,0,0.0222451298023155,0.0143331742807397,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0570179752737546,0.0592883272462128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592747376861147,0,5.42101086242752e-20,0.0578230465649594,0,0,0,0,0.0588640397678807,0,0,0,0,0,0,0,0,0,0,0,0,0.0589573015922348,0.0470776283991243,0.037576274830936,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0573951528170084,0,0,0,0,0,0,0.0679884750802796,0.0400809963979025,0.269293882503255,0,0.0838394337618413,0,0,0,0.146683693329508,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143747518191821,0,0,0.00989678253795912,0,0.0132160184811276,-0.00608860426255515,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0190344960576756,0,0,0,0,0,0.10846365163516,0,0,0.08741686850479,0,0,0,0,0,0,0,0,0,0,0,0.139756438298819,0,0.0639407231464973,1.83189106840296e-05,0,0,0,0.141068774827993,0,0,0,0,0,0.142790310282457,0,0,0,0,0,0.10295977499024,0,0.0130008159819219,-0.0271121435861877,0,0,0,0,0,0
X600011.SH,0,0,0,0.106730620580261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417661906785115,0,0,0,0,0,0,0,0.547759062752534,0,0,0,0,0,0.0106849129895094,0,-0.0379501945889959,0,0,0,0,0,0,0.172819193150599,0,0,0,0,0,0.0946271553044995,0,0.00978494353759249,0,0,-0.0155460287976142,0.0131335062152442,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.139060852615671,0.289904698687599,0,0,0,0,0,0,-0.149253996292371,0,0.0474789990504232,0,0,0.0267696794611031,0.0314455693327984,0,0,0,0,0.22378542215978,0,0,-0.0158624464400753,0,0,-8.67361737988404e-19,0,0.0460175319931559,0,0,0,0,0,0,0,0,0,0,0,0.0318051040421014,0,0.0302617052143124,0.0157431793745855,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.211540151518305,0,0,0,0,0,0,0,0,0,0,0,0,0.358697444857941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524813868250704,0,0.206634843996119,0,0,0,-0.0874492443172908,0,0,0,0,0,0.0220893314550038,0,0,-1.73472347597681e-18,0,0.419835412809163,0,0,-0.00831925669289088,-0.0141204851019081,0,0,0,0,0,0
X600801.SH,0,0,0.126568431306071,0,0,0,0,0,0,0.0956832662446813,0,0,0,0,0,0,0,0,0,0.0563336845642609,0,0,0,0,0,0,0,0,0,0,0,0.124656288934268,0.064666879725745,0,0,0.426874403198945,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113100408598877,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0213332479470651,0,0,0,0,0,0,0,0,0,0,0.0193423125671238,0,0.0576188977031208,0,0,0.0164951370690071,0,0.0399879280770417,0.123141961168337,0.125037172321203,0,0,8.0445892212324e-05,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018536234615434,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0275479679788036,0,0,0,0,0.0896287824204225,0,0,0,0,0,0,0,0.0169643929155285,0.172183082159121,0,0,0,0,0,0.205017148665555,0,0,0,0,0,0,0.0366464565686532,0,0,0,0,-0.073643866348469,0,0,0,0,0,0,0,0,0,0,-0.00100531405004143,0,0.0428118321727753,0.00523131898678806,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0193316682150005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863276672143187,0.0787702933490133,0,0,0,0,0.00552509754268588,0,0,0,0,0.00517589422202575,0,0,0,0,0,0,0.0262200389973061,0,0,0,0,0,0,0.00665646939788331,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0165384496862465,0,0.00855562195562657,0,0,-0.00810838825236423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200397381477494,0,0,0,0,0,0,0,0.0399448626180431,0.0801890404276736,0,0,0,-0.0274567068819025,0,0,0,0,0,0,0,0,0,0,0.229984427030637,0,0,-0.0167625556518555,0,0,0.0695474539626482,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0158461819808385,0,0,0,0,0,0,0,0,0,0.0181799535653674,0,0,0,0,0,0,0.0453114680903081,0.0684978141718334,0,0,0,0.0128694545639478,0,0,0,0,0,0,0,0,0.222526075418576,0,0,0,0,0,0,0,0.0310012411650507,0,0.0145561105043021,-4.33680868994202e-19,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.163688796354928,0,0,0,0,0.036924618707683,0,0,0.107331893211592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067896776414573,0,0,0,0,0,0,0,0,0,0,0,0,0.130328635082397,0.0647215930152265,0,0,0,0.0101186757794476,0.00884955664533813,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.131407059589059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122712915450325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0835979077290707,0,0,0.124706315319688,0,0,0,0.160282076641926,0,0,0.0371490714438276,0,0.462132439456635,0,0.085772634174773,0.0392409751477109,0,0,0,0,0,0
X600362.SH,0,0,0.285540156856757,0,0,0,0,0,0.134606300423771,0,0,0.0543496306294024,0,0,0,0,0,0,0,0,0,0,0,0,0.112491465306542,0,0,0.0117503958573964,0,0,0,0,0,0.134381472073068,0,0,0,0,0,0.188055141961768,0,0,0,0,0,0,0,0,0,0,0.0441838688441575,0.0212648249397467,0.00749636814064855,0,0,0,0,0,0
X000786.SZ,0,0,0.377082862245459,0,0,0,0,0,0,0.189281737508555,0.00631867683440299,0,0,0,0,0.0721264497666907,0,0,0,0,0,0,0,0,0.0207946329671377,0,0,0.0306747824202694,0,0,0,0,0.0841602991589436,0,0.0607929301364109,0,0,0.118162215951521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149161147816481,0.0301230327894385,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.0558098529917166,0,0.139935077744796,0,0,0,0,0,0,0.120288833809056,0,0,0,0,0.265634027301753,0,0,0.0569727035875403,0,0,0,0,0,0,0,0.129915759933884,0,0,0,0,0.00631722685007715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0359022053433992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152572262172765,0,0,0,0,0,0,0,0,0.00691181990962788,0,0,0,0,0,0,0,0,0.181745393082587,0.0866042214879116,0,0,0,0.0575813265837698,0,0,0,0,0.00248684300161301,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0795631584133776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006671276587,0.202080611102528,0,0,0,0.0239188044098164,0,0,0.0984781830162381,0,0,0,0,0.00209198182165607,0,0,0,0,0,0,0.285655824601126,0,0.0309986373072124,0,0,0,0,0,0.0105825664099264,0,0,0,0,0,0
