,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X601600.SH,X600188.SH,X600547.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X002466.SZ,X600027.SH,X601992.SH,X000629.SZ,X600516.SH,X600111.SH,X600176.SH,X002460.SZ,X600299.SH,X300072.SZ,X000709.SZ,X000825.SZ,X600339.SH,X600808.SH,X600352.SH,X000553.SZ,X600583.SH,X600801.SH,X002110.SZ,X600426.SH,X601158.SH,X000786.SZ,X000883.SZ,X000301.SZ,X600219.SH,X000932.SZ,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.182488624144897,0,0,0,0.090501176029166,-0.0285751091138473,0,0,0,0,0.0831728944307973,0,0,0,0,0,0,0,-0.0610662985438306,0,0,-0.0305365586628858,0,0,0,0,0,0,0,0,0.207310607371035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802078368049202,0.033082503660901,0.0341934454619673,0,0,0,0,0,0
X600028.SH,0.210238685582988,0,0,0.251011711916095,0.115031046515962,0.0377353448792084,0,0,0,0,0,0,0,0,0,0,0,0,0.0428814416592217,0,0,0,0,0,0,0,0,0,0,0,0.107843352948908,0,0,0,0,0,0,0,0,0,0.0255933682753765,0,0,0,0,0,0,0,0,-0.13561583375678,0.0321494961126691,0.0282948348053606,0,0,0,0,0,0
X601088.SH,0,0.140776094498518,0,1.73472347597681e-18,0,0,0,0,0.0223626841184311,0,0,0,0.0445055721708612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751839067049494,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.333451198686297,0.101236031228771,0,-0.0255656126096494,-0.0386150764572707,0,-0.00160632225300607,0,0,0,0
X600585.SH,0,0.115358772065732,0,0,0.0735895149009664,0,-0.0392763021801346,0,0,0,0,0,-0.0573922441824823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0403247344080643,0,0,0,0,0.300547107737163,0,0,0,0.407540906706369,0,0,0,0,0.0282400060898928,0,0,0,0,-0.0140804570109451,-0.0131863918911979,0,0,0,0,0,0
X600019.SH,0,0.116944201187831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442085798970739,0.0104820767728743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184454628197807,0.0357188601331457,0,0,0.0512197321650081,0,0,0,0,0,0,0,0,0,-0.00485097794231775,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261479170947281,0.121300750435172,0,0,0,0,0.76510647210498,0,-0.0373231161491245,0,0,0,0,0,0,0,0,0,0,0.0428925981436729,0,0,0.0396484182576728,0,0,0,0.0188006124769524,0,0,0,0,0,0,0,-0.0872931452753107,0,0.0212518036853344,0.0304410191639522,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.358354118541923,0,0.175740129667458,0,0,0,0,0.0828472487245678,0,0,0,0,0,0,0,0,0.175471506650372,0,0,0,0.0266469087812021,0,0,0.144335878510284,0,4.33680868994202e-19,0,0,0,0,0,0.0795964085891171,0,0.262212323033487,0,0,0,0,0.0498712980154497,0,0,0,-0.0443065129329289,0.00798107717847118,0.0238280133081178,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0192705293421141,0,0,0,0,0,0,0,0,0,0,0,0.21078629408354,0,-0.0291973862006201,0.0801597351304228,0.0349223262625601,0.143923812166259,0,0,-0.000714729596040522,0,0,0,0.0625435496475779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500084285310014,0.0970574419114055,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.233342901891992,0,0,0,0,0,0,0,0,0,0,0.0263784002009539,0,0,0.0743386880999168,0,0,0,0,0,0,0,0.0315885874467581,0,-0.0606226455443405,0,0,0,0,0,0.0480155246813075,0,0,0.0200635372106794,0,0.314836504951666,0,0,-0.00756873103033545,-0.0036234956262122,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0688723003077989,0.0365243493051887,0,0,0,0,0,0,0,0.186146890109626,0,0,0,0,0.189298822047974,0,0,0,0,0,0,0,0.0567348204967359,0,0,0,0,0,0,0,0,0,0,0.134618460151598,0,0,0,0,0,0,0,0.151420324564338,0,0,0.0429445619516065,-0.00889351266873082,-0.00366691609741485,0,0,0,0,0,0
