,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600188.SH,X600585.SH,X002460.SZ,X600547.SH,X601898.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600027.SH,X600176.SH,X601991.SH,X600489.SH,X000983.SZ,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X000539.SZ,X000629.SZ,X600219.SH,X300037.SZ,X600995.SH,X002080.SZ,X600096.SH,X002409.SZ,X000933.SZ,X600688.SH,X000630.SZ,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.597689809325357,0.00850349427998768,0,0,-0.0456127976732284,0,0,0,0,0.0646101314595885,0,0,0.052502290653401,0,0,0,0,0,0,0,0,-0.173510870165986,0,0,0,0,0,0.0554448363595609,0,0,0,0.0134507035715151,0,0,0,0,0,0,0,0.266697862857394,0,0.116508857114024,0,-0.157114552762945,0,0,0,0,0,0,0.114392975405528,0,0,0,0,0,0,0
X600028.SH,0.755973347997055,0,0,0,0.000535792247903445,0,0,0.0335646217984615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223683652612182,0,-0.130696520194235,0,0,0,0,0,0,-0.086276871832266,0,0,0,-0.0429862465767072,0,0,0,0,0,0,0.012793113854584,-3.46944695195361e-18,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.259292416973407,0,0,0,0,0,0,0.0479325265346785,0,0,0.0598597079449073,0,0,0,0,0,0.0395078653817997,0,0,0.0897491730347382,0,0.0697305163482661,0,0,0,0,0.0195671610874825,0,-0.0515512874993749,0,0,-0.113538956241253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141740752476175,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.145823058388571,0,-0.0459448990268736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21831705074335,0.248511063533599,0,-0.00331465012995817,0,0,0,-0.0115663830605691,0,0,0,0.00257516948937356,0.0220736355968657,0,0,0,0,-0.0149766079016499,0,0,0,0,0,0,0.0950553819295887,0,0,0,0,0,-0.0202525383539531,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.02827348341698,0,0,0,-0.171804821785902,0,0,0,0.21367884013152,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.258443243499781,0,0.556698006692485,0.172114093751958,0,0,-0.113740213903008,-0.0733871731462764,-0.027820986569727,0,-0.0766485321650134,0,0.192553861596938,0,0,0,-0.304458133568785,0,0,0,0,0,0.209300111891815,0,0,0.0228590560386803,-0.0709023100215126,0,0,0,0,0,0
X600019.SH,-1.38777878078145e-17,0.0881800117713049,0,0,0,0,0.0297294636048283,0.0360709723599309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724957514462755,0,0,0,0,0,0,0,0,0,0.160827890057519,0,0,0,0,0,0,0,-0.116086570297172,0,0,0,0,0,0,0.123850617928364,0,0.00548238610782424,0,0.0566151270362887,0,0,0,0,0,0,0
X600188.SH,0,0,0.579107161885041,0,0,0,0,0,0,0,0.0910415950543928,0,0,0.105486430444568,0,-0.100603760109533,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219765290288192,0,0.586976796286254,0,0,0.125004990742744,0,0,0,0,0,0,0.111462276077178,0,0.12067758300367,-0.0158110433851903,0,0,0,0,-0.0360314347838941,0,0,-0.185193378111305,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.110598010086995,0.353248102781372,0,0,0,0,0,0.0229513766321148,0,0,0,0,0,0,0,0,0,0,0.0110230551423866,0,0,0,-0.188134017022354,0,0,0,0.00704900262421461,0,0,0,0,0,0.18676250781998,0.0773402501866094,0.0590178879829097,0,0,0,0,0,0,0.0887126103252118,0,0,0.116470695196004,0,0,-0.00411604746062898,-0.0666277831837145,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.113037616939086,0,0.55836389326397,0,0,0,0,0,0,0,0,0,0.0878267038447007,0,0,0.0861459126025479,0,0,0,0,0,0,0,0,0,0.0327388478399326,0.115628733815185,0.336688123155454,0.0357830856640755,0,0,0,0,0,0,0,0,0,0,0,0,0.0957150690702779,0.0172022728647327,-0.00967685502991151,0,0,0,0,0,0
X600547.SH,0.000857425633918846,0,0,0,0,0,0.0185564046664548,0,-0.0282549284825455,0,0,0,0,0,0,0,0,0,0,-0.154612279270826,0,0,0,0,0,0,0,0,0.0582795923786043,0.687270029307131,0,0,0,0,0,0,0,0.0781902084039632,0,0,0,0.00817429035833927,0,0,0.0443455443150545,0.120449908768758,0,0,-0.334113844754308,-0.0562881720791486,0,0,-0.0163371815311726,0,0,0,0,0,0
